,nom_directors,ID_directors,STARmeter_directors,recompenses_directors,carriere_duree_directors,films_series_directors
3495,SubarnaThapa,nm1466372,656731.0,0.0,0.0,2.0
3496,ChristianVolckman,nm1466691,193482.0,1.0,15.0,4.0
3497,CristianJimenez,nm14669101,3785247.0,0.0,10.0,6.0
3498,RichardWong,nm1471372,132409.0,0.0,23.0,6.0
3499,CedricJimenez,nm1473428,60067.0,0.0,20.0,7.0
3500,FerminMuguruza,nm1474346,12999419.0,0.0,10.0,8.0
3501,Florie-AnneBerrehar,nm14744653,13113712.0,0.0,0.0,0.0
3502,AlineGeller,nm14753585,5912188.0,0.0,0.0,0.0
3503,JimStrouse,nm1475479,42215.0,3.0,15.0,4.0
3504,AndresWaissbluth,nm1475898,1292201.0,0.0,15.0,2.0
3505,MatWhitecross,nm1475971,90257.0,3.0,18.0,13.0
3506,JeremiahZagar,nm1476102,43582.0,0.0,13.0,5.0
3507,ChristopherJenkins,nm14769012,7882323.0,0.0,38.0,2.0
3508,FredericTouchard,nm14769719,10124825.0,0.0,0.0,3.0
3509,EmilyAtef,nm1477692,88362.0,1.0,18.0,14.0
3510,Jean-PierreLledo,nm1477708,8217648.0,0.0,24.0,11.0
3511,BoraDagtekin,nm1480916,122263.0,0.0,13.0,6.0
3512,LeaFazer,nm1481060,253634.0,0.0,17.0,14.0
3513,GilKenan,nm1481493,12713.0,0.0,16.0,8.0
3514,BalajiK.Kumar,nm1481591,562846.0,0.0,0.0,2.0
3515,PeterLandesman,nm1481618,36675.0,0.0,14.0,10.0
3516,MajaMilos,nm1481851,166463.0,0.0,11.0,2.0
3517,JenniferLee,nm14819192,6955352.0,2.0,11.0,7.0
3518,MasaakiYuasa,nm1482702,33066.0,0.0,17.0,12.0
3519,VladimirPikalik,nm14833673,2421199.0,0.0,0.0,0.0
3520,NicolasAlberny,nm1485668,2017180.0,0.0,8.0,4.0
3521,NicolasHulot,nm1486923,931139.0,0.0,1.0,3.0
3522,AnnemarieJacir,nm1486975,83178.0,0.0,15.0,5.0
3523,MohammadRasoulof,nm1488024,67236.0,5.0,19.0,8.0
3524,AlainTixier,nm1488578,1364301.0,0.0,0.0,2.0
3525,TiWest,nm1488800,3517.0,1.0,16.0,27.0
3526,JamesWan,nm1490123,2843.0,2.0,23.0,22.0
3527,RachidHami,nm1492932,300357.0,0.0,18.0,8.0
3528,MikhaelHers,nm1492984,149495.0,2.0,15.0,7.0
3529,PierreCreton,nm1495944,118392.0,1.0,18.0,10.0
3530,FrancoisBrisson,nm1496018,2196850.0,0.0,0.0,0.0
3531,PierreFilmon,nm1496024,318436.0,0.0,26.0,9.0
3532,SimonLeclere,nm1496036,5962472.0,0.0,15.0,2.0
3533,GiovanniCioni,nm1496914,1034971.0,0.0,2.0,4.0
3534,AndrewDouglas,nm1497918,62347.0,0.0,11.0,7.0
3535,EmmanuelleGorgiard,nm1499212,5993208.0,0.0,15.0,4.0
3536,AmadouMariko,nm14993218,6832188.0,0.0,0.0,0.0
3537,TamerKaradagli,nm1499518,94380.0,0.0,16.0,22.0
3538,JakeSchreier,nm1500577,14586.0,0.0,10.0,14.0
3539,BarryJenkins,nm1503575,8641.0,7.0,34.0,11.0
3540,WangBing,nm1504063,41272.0,1.0,21.0,28.0
3541,MichelangeloFrammartino,nm1506005,124890.0,0.0,0.0,3.0
3542,JesusPerez,nm15071677,9925498.0,0.0,35.0,9.0
3543,EmmanuelLeconte,nm1508044,94579.0,0.0,0.0,7.0
3544,EliseGirard,nm1509908,197606.0,0.0,97.0,3.0
3545,DuncanJones,nm1512910,7253.0,3.0,18.0,9.0
3546,GuilhemAmesland,nm1513041,2161224.0,0.0,14.0,3.0
3547,CristinaGallego,nm1514246,7455077.0,1.0,16.0,4.0
3548,HelenaKlotz,nm1514932,186053.0,2.0,15.0,7.0
3549,LeonPrudovsky,nm1515156,443244.0,1.0,7.0,4.0
3550,Jean-BaptisteLeonetti,nm1515266,178733.0,0.0,0.0,3.0
3551,NatachaNisic,nm1515680,1458233.0,0.0,15.0,4.0
3552,Jean-GabrielPeriot,nm1516014,334288.0,0.0,21.0,18.0
3553,StephanieValloatto,nm1516880,6855563.0,1.0,0.0,0.0
3554,GuyDavidi,nm1519079,225973.0,0.0,4.0,5.0
3555,MarcBauder,nm1519249,424781.0,0.0,10.0,6.0
3556,RobertBudreau,nm1519253,76982.0,0.0,7.0,4.0
3557,DavidTeboul,nm1519362,1186947.0,0.0,15.0,7.0
3558,AdamNee,nm1519639,29671.0,0.0,19.0,16.0
3559,SophieLellouche,nm1523943,1257091.0,0.0,0.0,2.0
3560,JosephinedeMeaux,nm1525639,108170.0,1.0,21.0,45.0
3561,DanielMermet,nm1526073,1786024.0,0.0,7.0,2.0
3562,AlejandraSanchez,nm1527069,882464.0,0.0,4.0,3.0
3563,ClaudioCupellini,nm1528905,160646.0,2.0,16.0,8.0
3564,SebastienBailly,nm1531044,779122.0,0.0,23.0,8.0
3565,SharonMaymon,nm15310541,1980929.0,0.0,0.0,3.0
3566,JonGarano,nm1531686,180868.0,2.0,13.0,9.0
3567,AlekseyGermanJr.,nm1531700,158997.0,0.0,16.0,7.0
3568,DennisIliadis,nm1531934,57047.0,0.0,14.0,6.0
3569,AitorArregi,nm1534594,129172.0,0.0,17.0,7.0
3570,NicolasVanier,nm1534640,167670.0,0.0,28.0,14.0
3571,TomMcCarthy,nm1537100,3900570.0,9.0,29.0,44.0
3572,SandrineRinaldi,nm1541073,4016712.0,0.0,12.0,3.0
3573,BenoitPetre,nm1542818,983172.0,0.0,17.0,16.0
3574,DominiqueMarchais,nm1543888,411346.0,0.0,0.0,4.0
3575,AngelaOttobah,nm15457997,518349.0,0.0,0.0,2.0
3576,ThanosAnastopoulos,nm1547879,239995.0,0.0,9.0,4.0
3577,RichardAyoade,nm1547964,4423.0,1.0,20.0,19.0
3578,AidaBegic,nm1548101,176647.0,2.0,14.0,8.0
3579,Pierre-YvesBorgeaud,nm1548265,1311229.0,0.0,0.0,2.0
3580,KennethElvebakk,nm1549016,1068879.0,0.0,8.0,5.0
3581,VimukthiJayasundara,nm1549797,298875.0,1.0,13.0,7.0
3582,YvesMontmayeur,nm1550829,589402.0,0.0,23.0,12.0
3583,EvaVitija,nm1552548,656115.0,0.0,12.0,2.0
3584,DennisWidmyer,nm1552637,86326.0,0.0,6.0,7.0
3585,LaurentZeitoun,nm1552771,256230.0,0.0,18.0,2.0
3586,JanLachauer,nm15528637,10441678.0,0.0,4.0,4.0
3587,JakobSchuh,nm15528638,6180940.0,0.0,0.0,3.0
3588,GavinKelly,nm15531503,12717137.0,0.0,14.0,0.0
3589,ThierryDemaiziere,nm1553504,342043.0,0.0,5.0,6.0
3590,ElizabethChaiVasarhelyi,,,0.0,13.0,11.0
3591,BradAbleson,nm1556070,133775.0,0.0,1.0,0.0
3592,KevinKolsch,nm1556116,51712.0,0.0,6.0,8.0
3593,NickBruno,nm15566630,11070074.0,0.0,0.0,3.0
3594,ManuelNietoZas,nm15572965,3196597.0,0.0,16.0,3.0
3595,DanFogelman,nm1557594,8812.0,0.0,20.0,4.0
3596,RomainLevy,nm1557889,775917.0,2.0,14.0,5.0
3597,SamirAbdallah,nm1558425,1000994.0,0.0,22.0,11.0
3598,OmarElZohairy,nm15597751,7099966.0,0.0,3.0,2.0
3599,SherifArafa,nm15597770,2167080.0,0.0,0.0,4.0
3600,SherifElBendary,nm15597771,1100847.0,0.0,6.0,3.0
3601,AlejandroGonzalezInarritu,nm15606490,142161.0,13.0,21.0,19.0
3602,CaryJojiFukunaga,nm1560977,2432.0,1.0,21.0,21.0
3603,Jacques-HerveFichet,nm1561200,7468310.0,0.0,0.0,0.0
3604,JulienLacombe,nm1561227,710895.0,0.0,14.0,5.0
3605,PascalSid,nm1561267,3000248.0,0.0,12.0,5.0
3606,PatrickWang,nm15616360,1370159.0,0.0,8.0,5.0
3607,PascalHerold,nm1562741,921784.0,0.0,5.0,2.0
3608,RaoulRuiz,nm15637835,449735.0,4.0,51.0,118.0
3609,WaheedKhan,nm15640599,7606411.0,0.0,62.0,4.0
3610,Jean-BaptisteGermain,nm1564557,1310754.0,0.0,15.0,3.0
3611,PhilippeFernandez,nm1564674,803536.0,0.0,18.0,6.0
3612,WilliamSpicer,nm15655927,7646887.0,0.0,0.0,0.0
3613,JeromeCommandeur,nm1569942,76297.0,0.0,16.0,32.0
3614,YannGozlan,nm1571412,83444.0,2.0,15.0,7.0
3615,LaurentGranier,nm15714374,4735395.0,0.0,10.0,7.0
3616,KristinaGrozeva,nm1571492,266814.0,1.0,15.0,7.0
3617,UweHeidschotter,nm1571765,857839.0,0.0,1.0,2.0
3618,BartoszKonopka,nm1572674,329148.0,0.0,0.0,5.0
3619,Ocean,nm1573797,852613.0,0.0,0.0,5.0
3620,RigobertoPerezcano,nm1574929,426113.0,1.0,1.0,2.0
3621,ColombeSavignac,nm1575562,13205125.0,0.0,16.0,0.0
3622,RodolpheViemont,nm1577006,5096780.0,0.0,0.0,3.0
3623,AlexandreZeff,nm1577466,10478530.0,0.0,11.0,4.0
3624,CaglaZencirci,nm1577474,498434.0,0.0,12.0,5.0
3625,NeilThompson,nm1578200,445171.0,0.0,33.0,4.0
3626,GabrielClarke,nm1578836,233436.0,0.0,12.0,7.0
3627,KatellQuillevere,nm1580395,168363.0,2.0,16.0,10.0
3628,JonS.Baird,nm1580671,22348.0,0.0,18.0,13.0
3629,ThorbjornChristoffersen,nm1580685,199024.0,0.0,16.0,5.0
3630,Jean-JacquesMantello,nm1580724,3559948.0,0.0,14.0,7.0
3631,GerardPautonnier,nm1580737,1124680.0,0.0,0.0,4.0
3632,AnnabelleAttanasio,nm1580890,8889.0,0.0,6.0,8.0
3633,FredericBalekdjian,nm1584150,922506.0,1.0,16.0,8.0
3634,TariqTeguia,nm1589701,3622802.0,0.0,15.0,6.0
3635,ZachHelm,nm1590998,36847.0,1.0,11.0,2.0
3636,Jean-DenisBonan,nm1593782,379963.0,0.0,53.0,9.0
3637,AnnaFalgueres,nm1593894,410043.0,0.0,15.0,0.0
3638,BarbaraBiancardini,nm1595014,1293377.0,0.0,0.0,0.0
3639,ReneBoHansen,nm1595247,5067456.0,0.0,0.0,2.0
3640,PaulLacoste,nm1595297,532947.0,0.0,14.0,4.0
3641,FredericTellier,nm1595335,192483.0,1.0,17.0,10.0
3642,GuillaumeGiovanetti,nm1597572,498964.0,0.0,12.0,4.0
3643,YaronZilberman,nm1597629,151473.0,0.0,7.0,4.0
3644,CamilleFontaine,nm1597664,578104.0,0.0,15.0,2.0
3645,SarahClaraWeber,nm1598133,10986260.0,0.0,0.0,0.0
3646,BernardJeanjean,nm1600822,955541.0,0.0,20.0,4.0
3647,AbdAlMalik,nm1601029,194842.0,0.0,10.0,4.0
3648,OlivierMeys,nm1601642,343114.0,0.0,19.0,6.0
3649,ChristianPoveda,nm1601707,288649.0,0.0,13.0,3.0
3650,FranckGuerin,nm1601875,1135521.0,0.0,12.0,5.0
3651,ClementMichel,nm1602507,456690.0,0.0,19.0,20.0
3652,JulienSelleron,nm1604645,3849495.0,0.0,0.0,2.0
3653,AudreyDiwan,nm1604976,42797.0,1.0,16.0,5.0
3654,NicolasGiraud,nm1604999,74165.0,0.0,21.0,44.0
3655,DonalMacIntyre,nm1605098,170018.0,4.0,4.0,3.0
3656,CheyenneCarron,nm1614980,226689.0,0.0,22.0,18.0
3657,FabriceBenchaouche,nm1615062,8844889.0,0.0,0.0,0.0
3658,SannaLenken,nm1615371,153942.0,0.0,0.0,4.0
3659,JoseAlcala,nm1615914,1583587.0,0.0,21.0,8.0
3660,NabilBenYadir,nm1616394,163075.0,1.0,19.0,8.0
3661,MikkoKuparinen,nm1616860,265104.0,0.0,4.0,5.0
3662,JimLujan,nm1621651,451559.0,0.0,0.0,0.0
3663,AlejandroLandes,nm1622258,76838.0,0.0,0.0,3.0
3664,FredericLepage,nm1622369,649438.0,0.0,3.0,0.0
3665,MasahiroAndo,nm1622836,175227.0,0.0,0.0,4.0
3666,EminAlper,nm1625220,50161.0,2.0,9.0,7.0
3667,RobertoDePaolis,nm1625346,1107814.0,0.0,0.0,2.0
3668,JeromeCassou,nm1626330,9821675.0,0.0,0.0,0.0
3669,JohnTrengove,nm1626716,53336.0,0.0,0.0,5.0
3670,MarjoryDejardin,nm1627214,1020358.0,0.0,0.0,3.0
3671,NarunaKaplandeMacedo,nm1628164,1350309.0,0.0,13.0,6.0
3672,PhyllidaLloyd,nm1630273,39301.0,0.0,20.0,7.0
3673,DavidSoren,nm1631409,1760416.0,0.0,19.0,7.0
3674,CharlotteVandermeersch,nm1631468,48523.0,0.0,13.0,11.0
3675,ChrisWaitt,nm1632389,63879.0,0.0,8.0,6.0
3676,MichelFranco,nm1633015,19345.0,5.0,14.0,9.0
3677,MarieLosier,nm1633031,370242.0,2.0,13.0,10.0
3678,RolfWinters,nm1633430,9589377.0,0.0,0.0,0.0
3679,KaranMalhotra,nm1633551,92016.0,0.0,3.0,3.0
3680,ThomasStuber,nm1635354,104964.0,0.0,0.0,15.0
3681,LeenaYadav,nm1636742,73086.0,0.0,18.0,7.0
3682,Xavier-MarieBonnot,nm1636970,9474126.0,0.0,0.0,0.0
3683,JimFieldSmith,nm1637768,38242.0,0.0,19.0,20.0
3684,LizaJohnson,nm1637785,44643.0,0.0,10.0,19.0
3685,DanielRoby,nm1637832,97291.0,0.0,16.0,6.0
3686,HolgerTappe,nm1637852,443185.0,0.0,12.0,6.0
3687,TheodoreTy,nm1639292,252872.0,0.0,0.0,0.0
3688,JenniferGrausman,nm1639506,428640.0,0.0,6.0,0.0
3689,TomGeorge,nm1643039,799974.0,0.0,23.0,3.0
3690,DavideDelDegan,nm1644121,768153.0,0.0,0.0,3.0
3691,SeverineCornamusaz,nm1644444,1997364.0,0.0,0.0,2.0
3692,KarineBlanc,nm1645431,1542341.0,0.0,22.0,8.0
3693,MartinDuda,nm1645698,5158664.0,0.0,0.0,0.0
3694,YarivHorowitz,nm1646003,449475.0,0.0,8.0,3.0
3695,JustinLerner,nm1646016,187440.0,0.0,5.0,3.0
3696,MichelTavares,nm1646066,4654549.0,0.0,22.0,6.0
3697,JoaoPedroPlacido,nm1647405,977772.0,0.0,0.0,0.0
3698,EspenSandberg,nm1650283,62834.0,0.0,19.0,10.0
3699,MarioFanfani,nm1654784,232879.0,0.0,19.0,5.0
3700,AbdellahTaia,nm1655391,276555.0,0.0,0.0,0.0
3701,MalekBensmail,nm1656176,742497.0,0.0,23.0,11.0
3702,LucieBorleteau,nm1656178,45316.0,0.0,17.0,21.0
3703,JulienSamani,nm1656220,916827.0,0.0,12.0,4.0
3704,JavierFuentes-Leon,nm1659906,338041.0,1.0,0.0,4.0
3705,AmatEscalante,nm1661334,26499.0,1.0,16.0,11.0
3706,RogerDelattre,nm1661384,6544750.0,0.0,8.0,2.0
3707,MarianaChenillo,nm1662689,274359.0,1.0,3.0,13.0
3708,ThomasLilti,nm1662707,114866.0,0.0,26.0,10.0
3709,ArashT.Riahi,nm1662721,397790.0,1.0,19.0,9.0
3710,HichamLasri,nm1662776,295163.0,0.0,7.0,11.0
3711,MicahMagee,nm1665295,558708.0,0.0,0.0,0.0
3712,KikeMaillo,nm1665932,79869.0,1.0,10.0,10.0
3713,RaulArevalo,nm1666855,40450.0,4.0,17.0,54.0
3714,RobertoMinervini,nm1667635,102401.0,1.0,10.0,5.0
3715,JohnHindman,nm1668051,167796.0,0.0,0.0,2.0
3716,RegisRoinsard,nm1672051,147905.0,4.0,16.0,4.0
3717,PhilippedePierpont,nm1672091,8725178.0,0.0,0.0,4.0
3718,PascalBonnelle,nm1672744,6122536.0,0.0,0.0,2.0
3719,Jan-OleGerster,nm1673756,149543.0,1.0,17.0,5.0
3720,AkivaSchaffer,nm1676223,17565.0,0.0,15.0,10.0
3721,HendrickDusollier,nm1680247,583693.0,1.0,12.0,4.0
3722,AtiqRahimi,nm1680298,187790.0,2.0,17.0,6.0
3723,AlexanderNanau,nm1681049,127775.0,0.0,15.0,3.0
3724,EvaTrobisch,nm1690765,95966.0,0.0,0.0,3.0
3725,MarisBrinkmanis,nm1691968,10841273.0,0.0,14.0,4.0
3726,FredericChaudier,nm1697964,278600.0,0.0,0.0,4.0
3727,EvanGoldberg,nm1698571,13609.0,0.0,16.0,9.0
3728,AliCherri,nm1698697,682410.0,0.0,1.0,3.0
3729,KirillMikhanovsky,nm1699715,221078.0,0.0,13.0,2.0
3730,Francois-XavierVives,nm1699767,9854931.0,0.0,5.0,4.0
3731,SuhaArraf,nm1699780,438764.0,0.0,11.0,3.0
3732,SeanDurkin,nm1699934,1800.0,2.0,15.0,10.0
3733,NadineLabaki,nm1701024,20599.0,5.0,16.0,17.0
3734,EmmanuelRoy,nm1701171,10021562.0,0.0,0.0,2.0
3735,EmmanuelParraud,nm1701261,12582879.0,0.0,24.0,6.0
3736,DenisaGrimmova,nm1703610,2134118.0,0.0,0.0,0.0
3737,JustinPemberton,nm1703633,1681359.0,0.0,0.0,2.0
3738,FranckRibiere,nm1703817,373307.0,0.0,14.0,3.0
3739,StanleyJ.Orzel,nm1704795,11989173.0,0.0,2.0,2.0
3740,IginioStraffi,nm1709238,177507.0,0.0,19.0,8.0
3741,GerardGuerrieri,nm1709871,12798383.0,0.0,10.0,2.0
3742,EmilieGrandperret,nm1710448,1412989.0,0.0,10.0,0.0
3743,ElliottLester,nm1714255,61034.0,0.0,13.0,10.0
3744,NassimAmaouche,nm1715453,1554174.0,1.0,12.0,5.0
3745,FranciscoAvizanda,nm1715461,1607519.0,0.0,5.0,3.0
3746,SebastienBetbeder,nm1715466,472794.0,1.0,15.0,19.0
3747,VijayKrishnaAcharya,nm1715502,114373.0,0.0,14.0,5.0
3748,MarielleHeller,nm1716636,8639.0,1.0,19.0,13.0
3749,NathalieMarchak,nm1717557,637313.0,0.0,16.0,8.0
3750,JanKomasa,nm1717924,39875.0,0.0,9.0,7.0
3751,CorneliuPorumboiu,nm1717949,82710.0,8.0,17.0,13.0
3752,PascaleBodet,nm1719934,1059651.0,0.0,14.0,8.0
3753,DavidSlade,nm1720541,15462.0,1.0,25.0,21.0
3754,BetsyWest,nm1723335,343209.0,0.0,5.0,4.0
3755,HugoBachelet,nm1723338,6944639.0,0.0,0.0,3.0
3756,FlorianZeller,nm1725469,19350.0,1.0,13.0,3.0
3757,DiegoGovernatori,nm1727315,6944454.0,0.0,12.0,4.0
3758,BrunoForzani,nm1729104,130018.0,0.0,8.0,5.0
3759,NoamMurro,nm1729171,59194.0,0.0,0.0,3.0
3760,LorenzoVigas,nm1729237,116279.0,1.0,5.0,4.0
3761,CullenHoback,nm1730895,183983.0,0.0,0.0,4.0
3762,TalyaLavie,nm1731479,454270.0,0.0,1.0,4.0
3763,HeleneCattet,nm1732946,105325.0,1.0,8.0,5.0
3764,LeilaKilani,nm1732967,799389.0,1.0,21.0,5.0
3765,MartinMcDonagh,nm1732981,3074.0,4.0,16.0,7.0
3766,JeffFowler,nm1733778,21919.0,0.0,19.0,7.0
3767,DavyRothbart,nm1736326,1704713.0,0.0,0.0,4.0
3768,AnnaNovion,nm1738978,141177.0,0.0,20.0,7.0
3769,EduardoMendozadeEchave,nm1740890,1051923.0,0.0,0.0,2.0
3770,JeanDuval,nm1741096,381837.0,0.0,0.0,2.0
3771,MichaelR.Roskam,nm1742427,33132.0,6.0,15.0,10.0
3772,AlbertoFasulo,nm1743991,661198.0,1.0,0.0,3.0
3773,VincentParonnaud,nm1749112,150738.0,7.0,16.0,10.0
3774,PierreThoretton,nm1750316,417723.0,0.0,24.0,5.0
3775,CarolineFourest,nm1750425,325022.0,0.0,11.0,4.0
3776,SophieBarthes,nm1754436,53701.0,0.0,14.0,4.0
3777,ClaudiaPriscilla,nm1754549,10114032.0,0.0,0.0,4.0
3778,DaveGreen,nm1757777,17700.0,0.0,7.0,3.0
3779,AlexandreChartrand,nm1760742,1916546.0,0.0,0.0,3.0
3780,YaronShani,nm1760871,243813.0,2.0,11.0,5.0
3781,AndreaPallaoro,nm1761524,76727.0,0.0,0.0,3.0
3782,RezaSerkanian,nm1761538,1038812.0,0.0,7.0,2.0
3783,JulienHallard,nm1763490,5942823.0,0.0,0.0,3.0
3784,DeborahSaiag,nm1764292,1586166.0,0.0,0.0,4.0
3785,PierreCore,nm1764568,352201.0,0.0,19.0,4.0
3786,CamillePonsin,nm1765543,2128046.0,0.0,17.0,5.0
3787,TeddyLussi-Modeste,nm1768202,96015.0,1.0,14.0,4.0
3788,AlixDelaporte,nm1768263,74737.0,4.0,20.0,5.0
3789,MarkLinfield,nm1768412,293250.0,0.0,13.0,5.0
3790,StephaneMercurio,nm1770750,1864947.0,0.0,31.0,24.0
3791,HerveMimran,nm1773597,340193.0,2.0,26.0,6.0
3792,OleSchell,nm1778877,7622205.0,0.0,0.0,0.0
3793,AnnaMargaritaAlbelo,nm1779802,683778.0,0.0,20.0,6.0
3794,GerminalAlvarez,nm1779804,608220.0,0.0,0.0,0.0
3795,DanielKupferstein,nm1779857,3308965.0,0.0,26.0,14.0
3796,VeroniqueMeriadec,nm1780008,9924136.0,0.0,13.0,7.0
3797,CelineSciamma,nm1780037,13570.0,9.0,14.0,10.0
3798,RanaKazkaz,nm1785287,998789.0,0.0,0.0,2.0
3799,SophieLetourneur,nm1785320,159596.0,0.0,17.0,12.0
3800,AncaHirte,nm1785649,1300802.0,0.0,9.0,3.0
3801,JennyGage,nm1788310,94481.0,0.0,0.0,3.0
3802,FedeAlvarez,nm1793079,5778.0,0.0,12.0,13.0
3803,RayYeung,nm1794148,78189.0,0.0,18.0,4.0
3804,CaetanoGotardo,nm1795697,345317.0,0.0,12.0,11.0
3805,WayneThornley,nm1798333,549081.0,0.0,0.0,0.0
3806,DorisButtignol,nm1802049,2026378.0,0.0,9.0,3.0
3807,XiaoluGuo,nm1802151,246439.0,1.0,12.0,10.0
3808,ArmelHostiou,nm1802173,451516.0,0.0,14.0,5.0
3809,Jean-LoicPortron,nm1802298,1485839.0,0.0,0.0,2.0
3810,MatthieuVollaire,nm1802401,11620828.0,0.0,15.0,6.0
3811,SimonLerengWilmont,nm1802410,242503.0,0.0,8.0,5.0
3812,Show-ChunLee,nm1802674,1144416.0,0.0,0.0,0.0
3813,DonovanMarsh,nm1804518,67214.0,0.0,15.0,5.0
3814,AliAbbasZafar,nm1804614,42016.0,0.0,9.0,9.0
3815,FellipeBarbosa,nm1805204,184943.0,2.0,10.0,7.0
3816,CristianeOliveira,nm1814077,548107.0,0.0,0.0,4.0
3817,LeeIsaacChung,nm1818032,1192.0,0.0,14.0,7.0
3818,NachoG.Velilla,nm1818121,226121.0,0.0,20.0,11.0
3819,ChristopheLioud,nm1818397,464486.0,1.0,11.0,0.0
3820,AndreaBlock,nm1819612,404269.0,0.0,0.0,0.0
3821,JohnMagary,nm1820340,152682.0,0.0,4.0,0.0
3822,MarcoDutra,nm1824290,179961.0,1.0,16.0,15.0
3823,OlivierDury,nm1825409,5134450.0,0.0,13.0,3.0
3824,EmmanuelKlotz,nm1827617,339645.0,0.0,10.0,4.0
3825,WilliamEubank,nm1827931,5766.0,0.0,11.0,8.0
3826,StephaneArnoux,nm1834139,6417243.0,0.0,14.0,4.0
3827,DamienFaure,nm1834162,568449.0,0.0,17.0,9.0
3828,KasparJancis,nm1834186,920936.0,0.0,6.0,4.0
3829,GaryMcKendry,nm1834213,115018.0,0.0,7.0,2.0
3830,GillesBalbastre,nm1834263,8211653.0,2.0,15.0,6.0
3831,SophieDeraspe,nm1834561,146913.0,0.0,0.0,5.0
3832,ManeeshSharma,nm1834891,97129.0,0.0,8.0,5.0
3833,MarcMeyers,nm1836315,122935.0,0.0,11.0,6.0
3834,JoshBoone,nm1837748,31701.0,0.0,9.0,5.0
3835,MichaelNoer,nm1840064,58760.0,2.0,17.0,10.0
3836,AmandaKernell,nm1840544,156578.0,0.0,0.0,3.0
3837,LucileChaufour,nm1840846,12239499.0,0.0,14.0,3.0
3838,GerminalRoaux,nm1840925,1468641.0,0.0,0.0,2.0
3839,LaszloNemes,nm1841577,31714.0,0.0,0.0,3.0
3840,JezabelMarques,nm1843049,1349996.0,0.0,0.0,4.0
3841,RodrigoPerez-Castro,nm1843105,523622.0,0.0,8.0,2.0
3842,AndrewOkpeahaMacLean,nm1843186,255653.0,0.0,3.0,2.0
3843,MikelRueda,nm1843271,267823.0,1.0,13.0,11.0
3844,RuneDenstadLanglo,nm1847630,190982.0,0.0,9.0,7.0
3845,AriSandel,nm1847738,80802.0,1.0,13.0,8.0
3846,SamuelCollardey,nm1848357,1851950.0,3.0,19.0,9.0
3847,GuillaumeVincent,nm1852165,902794.0,0.0,24.0,5.0
3848,JonasPoherRasmussen,nm1853542,130555.0,0.0,0.0,0.0
3849,PierreCoffin,nm1853544,13642.0,0.0,11.0,7.0
3850,PhilippePetit,nm1854297,988683.0,0.0,20.0,11.0
3851,JavierGorleri,nm1854725,3095529.0,0.0,0.0,0.0
3852,VincentOstria,nm1855169,3094846.0,0.0,0.0,3.0
3853,DavidSieveking,nm1855384,608998.0,0.0,8.0,6.0
3854,AliBenkirane,nm1856671,3764866.0,0.0,9.0,2.0
3855,TheoKamecke,nm1856739,2791663.0,0.0,0.0,0.0
3856,ArnaudMalherbe,nm1856944,213160.0,2.0,17.0,9.0
3857,HillaMedalia,nm1857245,263491.0,0.0,8.0,6.0
3858,JeremieBattaglia,nm1858547,155695.0,0.0,0.0,0.0
3859,LinoDiSalvo,nm1863341,121490.0,0.0,11.0,0.0
3860,LeaFehner,nm1864602,298269.0,2.0,15.0,4.0
3861,MohamedAlDaradji,nm1865534,579636.0,1.0,14.0,8.0
3862,LadjLy,nm1868177,52933.0,8.0,18.0,7.0
3863,AlessandroCarloni,nm1868917,82602.0,0.0,13.0,2.0
3864,NamirAbdelMesseeh,nm1870495,847128.0,0.0,0.0,3.0
3865,NicolasBrossette,nm1870725,1218043.0,0.0,14.0,3.0
3866,AurelienLeveque,nm1871278,9485688.0,0.0,8.0,3.0
3867,PavelGiroud,nm1872405,390138.0,0.0,12.0,6.0
3868,ZeresenayMehari,nm1877993,519006.0,0.0,3.0,2.0
3869,JoseCelestinoCampusano,nm1879025,261841.0,0.0,4.0,12.0
3870,FarrenBlackburn,nm1879225,75602.0,0.0,18.0,17.0
3871,GuillaumeSenez,nm1879267,328580.0,0.0,12.0,7.0
3872,SusanaNobre,nm1879535,468696.0,0.0,11.0,6.0
3873,NelsonMcCormick,nm1879589,55773.0,0.0,33.0,61.0
3874,AllanMauduit,nm1879912,168904.0,1.0,16.0,5.0
3875,HaroldCronk,nm1880561,100641.0,0.0,8.0,8.0
3876,PeterMackieBurns,nm1880984,248537.0,0.0,8.0,3.0
3877,PabloLarrain,nm1883257,7834.0,5.0,18.0,15.0
3878,AlexPastor,nm1883612,81930.0,0.0,16.0,9.0
3879,LauraSchroeder,nm1883724,1174245.0,0.0,5.0,3.0
3880,ZeinaDurra,nm1884759,294149.0,0.0,0.0,2.0
3881,IdrissDiabate,nm1885980,10858018.0,0.0,0.0,0.0
3882,GonzaloTobal,nm1886112,265526.0,1.0,10.0,7.0
3883,DaniRosenberg,nm1887409,249929.0,0.0,3.0,3.0
3884,AaronNee,nm1887480,38124.0,0.0,13.0,8.0
3885,JessicaPalud,nm1888018,202621.0,1.0,17.0,4.0
3886,AlicjaJaworski,nm1888232,864363.0,0.0,4.0,4.0
3887,MarcelaSaid,nm1888700,138992.0,0.0,10.0,6.0
3888,SeanAnders,nm1890845,21346.0,0.0,16.0,11.0
3889,VivekAgnihotri,nm1892252,55123.0,0.0,0.0,5.0
3890,PabloAguero,nm1893148,213382.0,1.0,16.0,11.0
3891,EmilioRuizBarrachina,nm1893182,568918.0,0.0,3.0,12.0
