,nom_directors,ID_directors,STARmeter_directors,recompenses_directors,carriere_duree_directors,films_series_directors
1796,TakashiMiike,nm0586281,8536.0,1.0,34.0,92.0
1797,NikitaMikhalkov,nm0586482,25745.0,5.0,57.0,34.0
1798,HeleneMilano,nm0586857,12908899.0,0.0,16.0,7.0
1799,ZdenekMiler,nm0587036,341473.0,0.0,63.0,13.0
1800,Jean-LouisMilesi,nm0587271,1233916.0,0.0,32.0,4.0
1801,PatrickMille,nm0587791,120903.0,2.0,32.0,53.0
1802,BennettMiller,nm0587955,8295.0,1.0,18.0,9.0
1803,ChristopherMiller,nm0588087,12469.0,2.0,22.0,11.0
1804,FrankMiller,nm0588341,1824029.0,0.0,33.0,11.0
1805,NathanMiller,nm0589050,556194.0,0.0,42.0,8.0
1806,RebeccaMiller,nm0589182,9411.0,0.0,34.0,15.0
1807,TimMiller,nm0589436,8877623.0,0.0,13.0,9.0
1808,MikeMills,nm0590122,14430.0,0.0,22.0,10.0
1809,MatejMinac,nm0590882,460080.0,0.0,0.0,5.0
1810,IgorMinaiev,nm0590991,285025.0,0.0,0.0,0.0
1811,Jean-MarcMineo,nm0591129,263819.0,0.0,23.0,16.0
1812,AlainMinier,nm0591360,855635.0,0.0,26.0,3.0
1813,LucaMiniero,nm0591362,246995.0,0.0,8.0,9.0
1814,RobMinkoff,nm0591450,15028.0,0.0,34.0,19.0
1815,MiranMiosic,nm0591870,1601105.0,0.0,20.0,3.0
1816,RezaMirkarimi,nm0591925,205763.0,0.0,18.0,8.0
1817,LexiAlexander,nm0591994,25207.0,0.0,22.0,14.0
1818,DavidMirkin,nm0592400,45127.0,0.0,31.0,4.0
1819,BradMirman,nm0592436,103621.0,0.0,24.0,5.0
1820,FrancoisMiron,nm0592471,3893947.0,0.0,0.0,0.0
1821,MojtabaMirtahmasb,nm0592554,551736.0,0.0,7.0,4.0
1822,ArianeMnouchkine,nm0594892,348000.0,0.0,49.0,7.0
1823,FelixMoati,nm0594956,82622.0,2.0,15.0,39.0
1824,FelixMoeller,nm0595436,780841.0,0.0,37.0,8.0
1825,AviMograbi,nm0595783,307823.0,0.0,38.0,11.0
1826,NadirMokneche,nm0596347,297454.0,1.0,17.0,6.0
1827,AndreaMolaioli,nm0596403,259264.0,0.0,30.0,7.0
1828,HansPetterMoland,nm0596407,36215.0,2.0,24.0,13.0
1829,DominikMoll,nm0596962,42320.0,2.0,34.0,12.0
1830,FlorenceMoncorge-Gabin,nm0597664,412646.0,0.0,34.0,3.0
1831,DominiqueMonfery,nm0597963,390124.0,1.0,18.0,5.0
1832,NadineMonfils,nm0597970,4272989.0,0.0,5.0,2.0
1833,AlainMonne,nm0598321,9068902.0,0.0,33.0,2.0
1834,DanielMonzon,nm0600409,89488.0,3.0,19.0,9.0
1835,LukasMoodysson,nm0600546,24005.0,1.0,24.0,12.0
1836,JasonMoore,nm0601337,40764.0,0.0,21.0,15.0
1837,JohnMoore,nm0601382,28132.0,0.0,27.0,10.0
1838,MichaelMoore,nm0601619,10659.0,3.0,29.0,25.0
1839,RichMoore,nm0601781,28451.0,3.0,33.0,7.0
1840,ScottMoore,nm0601859,64497.0,0.0,89.0,6.0
1841,MaryamMoghadam,nm0602206,51063.0,0.0,10.0,5.0
1842,GuillemMorales,nm0602616,92918.0,0.0,17.0,9.0
1843,LauraMorante,nm0603090,21552.0,0.0,43.0,85.0
1844,JosephMorder,nm0603287,815150.0,0.0,49.0,28.0
1845,GerardMordillat,nm0603294,633371.0,0.0,44.0,26.0
1846,StefanoMordini,nm0603299,73300.0,0.0,19.0,11.0
1847,YolandeMoreau,nm0603446,53503.0,12.0,40.0,92.0
1848,GaelMorel,nm0603588,87799.0,0.0,27.0,20.0
1849,PierreMorel,nm0603628,17248.0,0.0,23.0,18.0
1850,PascalMorelli,nm0603756,482319.0,0.0,25.0,2.0
1851,PauloMorelli,nm0603758,266307.0,0.0,28.0,10.0
1852,NanniMoretti,nm0604335,18638.0,7.0,50.0,36.0
1853,BrettMorgen,nm0605137,46884.0,0.0,18.0,12.0
1854,KojiMorimoto,nm0605479,98336.0,0.0,31.0,11.0
1855,BruceMorrison,nm0607093,828825.0,0.0,9.0,0.0
1856,KoenMortier,nm0607831,88874.0,0.0,24.0,9.0
1857,JonathanMostow,nm0609236,23869.0,0.0,36.0,15.0
1858,GregMottola,nm0609549,16053.0,1.0,25.0,17.0
1859,OualidMouaness,nm0609619,326837.0,0.0,0.0,0.0
1860,LucMoullet,nm0609741,108547.0,0.0,54.0,47.0
1861,LucianoMoura,nm0609931,614389.0,0.0,8.0,5.0
1862,EmmanuelMouret,nm0609981,75424.0,3.0,26.0,21.0
1863,Jean-MarcMoutout,nm0610182,1301929.0,1.0,22.0,7.0
1864,OrenMoverman,nm0610219,39103.0,3.0,29.0,10.0
1865,ValerieMrejen,nm0610750,1667625.0,0.0,26.0,17.0
1866,GabrieleMuccino,nm0610831,30302.0,0.0,31.0,19.0
1867,VeroniqueMucretRouveyrollis,nm0610902,248600.0,0.0,0.0,2.0
1868,KornelMundruczo,nm0610960,33525.0,1.0,21.0,14.0
1869,RussellMulcahy,nm0611683,19041.0,0.0,41.0,38.0
1870,PeterMullan,nm0611932,3443.0,3.0,33.0,79.0
1871,MichelMuller,nm0612204,54202.0,0.0,34.0,35.0
1872,PhilMulloy,nm0612465,799606.0,0.0,13.0,5.0
1873,CristianMungiu,nm0612816,29948.0,6.0,27.0,13.0
1874,AndrzejMunk,nm0612914,181467.0,1.0,6.0,6.0
1875,MichelMunz,nm0613351,1688866.0,0.0,22.0,5.0
1876,FrancescoMunzi,nm0613359,194470.0,0.0,17.0,7.0
1877,JimmyT.Murakami,nm0613471,98577.0,0.0,41.0,3.0
1878,JuliaMurat,nm0613580,229884.0,1.0,16.0,5.0
1879,StephanieMurat,nm0613587,351627.0,1.0,48.0,30.0
1880,PauleMuret,nm0613843,1337893.0,0.0,39.0,3.0
1881,WolfgangMurnberger,nm0613996,224890.0,3.0,16.0,39.0
1882,DominicMurphy,nm0614212,269983.0,0.0,0.0,0.0
1883,AlisonMurray,nm0614819,264488.0,0.0,18.0,4.0
1884,AndyMuschietti,nm0615592,10701.0,3.0,8.0,16.0
1885,JohnMusker,nm0615780,27533.0,0.0,34.0,13.0
1886,MarkMylod,nm0617042,10998.0,1.0,23.0,20.0
1887,MansMarlind,nm0617523,75936.0,0.0,18.0,12.0
1888,GeorgesMelies,nm0617588,24697.0,0.0,42.0,117.0
1889,RobertMenard,nm0617609,967595.0,0.0,23.0,5.0
1890,EricMetayer,nm0617777,372207.0,2.0,43.0,31.0
1891,FlemmingQuistMoller,nm0617960,220642.0,0.0,28.0,5.0
1892,KimNguyen,nm0618485,745191.0,1.0,18.0,12.0
1893,JeffreyNachmanoff,nm0618680,72168.0,0.0,19.0,16.0
1894,SajidNadiadwala,nm0618898,45537.0,0.0,14.0,0.0
1895,RaphaelNadjari,nm0618930,283979.0,0.0,18.0,12.0
1896,TatsuyaNagamine,nm0619110,221968.0,0.0,20.0,4.0
1897,RamNehari,nm0619559,619712.0,0.0,0.0,4.0
1898,AntonioNaharro,nm0619560,8955790.0,0.0,0.0,2.0
1899,ChrisNahon,nm0619599,121001.0,0.0,20.0,8.0
1900,OmarNaim,nm0619715,152071.0,0.0,16.0,5.0
1901,MiraNair,nm0619762,23636.0,2.0,41.0,24.0
1902,BabakNajafi,nm0619836,72359.0,0.0,8.0,5.0
1903,CharlesNajman,nm0619882,1239324.0,0.0,23.0,8.0
1904,OlivierNakache,nm0619923,37753.0,15.0,29.0,18.0
1905,HideoNakata,nm0620378,30663.0,3.0,27.0,29.0
1906,BharatNalluri,nm0620576,35937.0,0.0,27.0,23.0
1907,IsabelleNanty,nm0620964,35910.0,1.0,40.0,82.0
1908,MikioNaruse,nm0621540,38795.0,0.0,38.0,52.0
1909,VincenzoNatali,nm0622112,19855.0,3.0,25.0,33.0
1910,CostaNatsis,nm0622402,4270093.0,0.0,41.0,4.0
1911,GregoryNava,nm0622695,59240.0,0.0,30.0,7.0
1912,AntonioNavarro,nm0622826,1252272.0,0.0,6.0,6.0
1913,AntonioNegret,nm0624423,64187.0,0.0,22.0,26.0
1914,JessieNelson,nm0625458,26511.0,0.0,35.0,8.0
1915,CharlesNemes,nm0625896,461920.0,0.0,45.0,22.0
1916,CalinPeterNetzer,nm0626754,111184.0,2.0,14.0,5.0
1917,ClaudiaNeubern,nm0626817,1592882.0,0.0,16.0,2.0
1918,StanNeumann,nm0627125,767044.0,0.0,60.0,20.0
1919,JeffNewitt,nm0627920,474975.0,0.0,17.0,2.0
1920,AndrewNiccol,nm0629272,9294.0,3.0,24.0,12.0
1921,McG,nm0629334,9130.0,0.0,27.0,30.0
1922,GuillaumeNicloux,nm0630112,77958.0,0.0,36.0,34.0
1923,IgaalNiddam,nm0630561,3070776.0,0.0,36.0,11.0
1924,FrancisNielsen,nm0630802,2199628.0,0.0,18.0,5.0
1925,SebastianNiemann,nm0631093,444357.0,0.0,22.0,10.0
1926,NeilNightingale,nm0631473,831234.0,0.0,10.0,2.0
1927,JohannesStjarneNilsson,nm0632312,527529.0,0.0,10.0,4.0
1928,MizuhoNishikubo,nm0632716,103337.0,1.0,8.0,5.0
1929,MarieNoelle,nm0633925,532351.0,0.0,21.0,4.0
1930,ChristopherNolan,nm0634240,116.0,7.0,27.0,25.0
1931,OlivierNolin,nm0634447,5937798.0,0.0,45.0,7.0
1932,RufusNorris,nm0635895,163808.0,0.0,0.0,4.0
1933,YuriNorstein,nm0635956,111001.0,0.0,55.0,11.0
1934,JonathanNossiter,nm0636506,265490.0,2.0,30.0,8.0
1935,ClaudineNougaret,nm0636666,1004393.0,0.0,45.0,3.0
1936,PhillipNoyce,nm0637518,11445.0,0.0,50.0,44.0
1937,GasparNoe,nm0637615,4461.0,2.0,39.0,29.0
1938,ClaudeNuridsany,nm0638175,308462.0,0.0,0.0,3.0
1939,NeasaNiChianain,nm0639107,911880.0,0.0,0.0,4.0
1940,DamienOdoul,nm0640913,377577.0,1.0,32.0,15.0
1941,AgnesObadia,nm0643130,502029.0,0.0,29.0,18.0
1942,ThierryObadia,nm0643135,11496874.0,0.0,24.0,4.0
1943,BettinaOberli,nm0643282,189031.0,0.0,14.0,7.0
1944,MichelOcelot,nm0643664,115334.0,4.0,39.0,22.0
1945,DavidOfek,nm0644368,8656857.0,0.0,0.0,5.0
1946,ChristopheOffenstein,nm0644393,289750.0,1.0,35.0,6.0
1947,LisaOhlin,nm0645038,206787.0,0.0,19.0,8.0
1948,TensaiOkamura,nm0645513,158279.0,0.0,21.0,6.0
1949,HiroyukiOkiura,nm0645657,108081.0,0.0,25.0,2.0
1950,ErmannoOlmi,nm0647438,63754.0,7.0,59.0,37.0
1951,GoranHugoOlsson,nm0648057,203095.0,0.0,5.0,5.0
1952,DarezhanOmirbayev,nm0648421,308824.0,1.0,26.0,10.0
1953,FabienOnteniente,nm0648902,253110.0,1.0,34.0,30.0
1954,NielsArdenOplev,nm0649117,33143.0,1.0,29.0,25.0
1955,JoaquinOristrell,nm0649875,155232.0,0.0,36.0,16.0
1956,KennyOrtega,nm0650905,15838.0,0.0,66.0,30.0
1957,MarkOsborne,nm0651706,46670.0,2.0,23.0,8.0
1958,MamoruOshii,nm0651900,24815.0,0.0,40.0,27.0
1959,ValdisOskarsdottir,nm0652020,131353.0,1.0,29.0,2.0
1960,Marie-PascaleOsterrieth,nm0652404,832803.0,0.0,16.0,0.0
1961,MarianaOtero,nm0652823,11331631.0,0.0,29.0,11.0
1962,UlrikeOttinger,nm0653200,146319.0,0.0,48.0,28.0
1963,EliseOtzenberger,nm0653367,473822.0,0.0,24.0,15.0
1964,DjamelOuahab,nm0653384,10701714.0,0.0,10.0,3.0
1965,GeorgeOvashvili,nm0653768,151127.0,0.0,20.0,7.0
1966,FrancoisOzon,nm0654830,13029.0,7.0,35.0,44.0
1967,FerzanOzpetek,nm0654858,24531.0,1.0,30.0,16.0
1968,YasujiroOzu,nm0654868,10479.0,0.0,36.0,56.0
1969,JosePadilha,nm0655683,23738.0,1.0,22.0,23.0
1970,CesarPaes,nm0655941,11304871.0,0.0,30.0,10.0
1971,MarkPalansky,nm0657372,96517.0,0.0,17.0,7.0
1972,FrancisPalluau,nm0657929,10334161.0,0.0,6.0,0.0
1973,JakePaltrow,nm0658823,29591.0,0.0,19.0,10.0
1974,HervePalud,nm0658836,922142.0,0.0,26.0,11.0
1975,XavierPalud,nm0658837,165470.0,0.0,22.0,7.0
1976,PanNalin,nm0659023,69272.0,0.0,30.0,11.0
1977,OlivierPanchot,nm0659182,491777.0,0.0,31.0,13.0
1978,DannyPang,nm0659380,101169.0,0.0,16.0,17.0
1979,RithyPanh,nm0659454,84694.0,6.0,31.0,22.0
1980,SergePapagalli,nm0660216,859576.0,0.0,49.0,7.0
1981,RoccoPapaleo,nm0660266,127605.0,0.0,28.0,27.0
1982,YelenaPopovic,nm0660528,115604.0,0.0,0.0,0.0
1983,GillesPaquet-Brenner,nm0660707,78417.0,2.0,23.0,14.0
1984,DeanParisot,nm0661751,23689.0,1.0,32.0,25.0
1985,NickPark,nm0661910,26730.0,12.0,34.0,16.0
1986,BradleyParker,nm0662086,93001.0,0.0,0.0,3.0
1987,OliverParker,nm0662529,22283.0,0.0,33.0,18.0
1988,OlParker,nm0662530,3836.0,0.0,26.0,6.0
1989,PhilippeParreno,nm0663448,514265.0,0.0,0.0,5.0
1990,StefanoPasetto,nm0664519,13272604.0,0.0,16.0,3.0
1991,GoranPaskaljevic,nm0664607,64540.0,0.0,42.0,17.0
1992,UbertoPasolini,nm0664667,50748.0,1.0,30.0,4.0
1993,JohnPasquin,nm0664756,63650.0,0.0,36.0,20.0
1994,DavidPastor,nm0665041,96685.0,0.0,12.0,7.0
1995,AlvaroPastor,nm0665091,739536.0,1.0,2.0,0.0
1996,VincentPatar,nm0665262,311879.0,6.0,32.0,23.0
1997,PeterPau,nm0666702,118004.0,1.0,26.0,3.0
1998,DonMichaelPaul,nm0666806,20034.0,0.0,36.0,33.0
1999,PawelPawlikowski,nm0667734,17908.0,12.0,26.0,8.0
2000,MichaelaPavlatova,nm0667912,356042.0,3.0,30.0,10.0
2001,BabakPayami,nm0668165,353644.0,1.0,23.0,6.0
2002,AlexanderPayne,nm0668247,732.0,8.0,38.0,24.0
2003,DavePayne,nm0668292,179024.0,0.0,13.0,8.0
2004,RaoulPeck,nm0669704,37983.0,1.0,39.0,25.0
2005,DavidPeers,nm0670302,1469680.0,0.0,0.0,0.0
2006,FredericPelle,nm0670937,765253.0,1.0,21.0,7.0
2007,MarkPellington,nm0671210,28699.0,0.0,24.0,24.0
2008,ArtusdePenguern,nm0671844,194732.0,0.0,33.0,61.0
2009,StevePurcell,nm0672824,275489.0,0.0,28.0,5.0
2010,ElisabethPerceval,nm0672828,1653879.0,0.0,30.0,14.0
2011,ViviannePerelmuter,nm0673281,10410566.0,0.0,29.0,4.0
2012,LesterJamesPeries,nm0673754,1367590.0,0.0,47.0,8.0
2013,VladimirPerisic,nm0673829,143415.0,0.0,12.0,4.0
2014,LaurentPerreau,nm0674543,300732.0,0.0,17.0,6.0
2015,Jean-LucPerreard,nm0675387,12609443.0,0.0,16.0,8.0
2016,RaymondS.Persi,nm0675442,22224.0,0.0,17.0,5.0
2017,LassePersson,nm0675616,1068521.0,0.0,9.0,4.0
2018,DanielPetitcuenot,nm0677632,7721000.0,0.0,0.0,0.0
2019,ElioPetri,nm0677880,53425.0,3.0,30.0,15.0
2020,DonaldPetrie,nm0677953,23308.0,0.0,42.0,32.0
2021,ChristianPetzold,nm0678857,14842.0,1.0,26.0,24.0
2022,BradPeyton,nm0679031,24424.0,0.0,22.0,22.0
2023,ChristianPhilibert,nm0679925,3011121.0,0.0,22.0,7.0
2024,NicolasPhilibert,nm0679928,61694.0,3.0,51.0,25.0
2025,ToddPhillips,nm0680846,3452.0,1.0,21.0,22.0
2026,XavierPicard,nm0681422,950782.0,0.0,0.0,4.0
2027,PierrePinaud,nm0683857,1000210.0,3.0,13.0,4.0
2028,EnriquePineyro,nm0684127,273525.0,0.0,19.0,9.0
2029,StevePink,nm0684336,33367.0,0.0,26.0,27.0
2030,JoaquimPinto,nm0684666,521011.0,1.0,38.0,9.0
2031,EmanuelaPiovano,nm0684842,673814.0,0.0,0.0,3.0
2032,TayfunPirselimoglu,nm0685333,151163.0,1.0,13.0,7.0
2033,Pitof,nm0685759,37253.0,2.0,36.0,5.0
2034,JuanPittaluga,nm0685882,9852854.0,0.0,16.0,4.0
2035,EricPittard,nm0685889,5111031.0,0.0,33.0,6.0
2036,RafiPitts,nm0686020,152065.0,1.0,30.0,15.0
2037,ValeriaPivato,nm0686093,2110236.0,0.0,13.0,2.0
2038,MarceloPineyro,nm0686304,179232.0,0.0,36.0,11.0
2039,MichelePlacido,nm0686375,20434.0,2.0,50.0,82.0
2040,PatriciaPlattner,nm0686927,911718.0,0.0,21.0,4.0
2041,PacoPlaza,nm0687042,27715.0,3.0,26.0,23.0
2042,BillPlympton,nm0687739,52036.0,4.0,34.0,30.0
2043,RodrigoPla,nm0687751,255791.0,0.0,14.0,7.0
2044,BrunoPodalydes,nm0687913,90388.0,2.0,35.0,33.0
2045,BillPohlad,nm0688361,36142.0,1.0,15.0,2.0
2046,DidierPoiraud,nm0688489,1063889.0,0.0,9.0,4.0
2047,ThierryPoiraud,nm0688490,301432.0,0.0,27.0,7.0
2048,ManuelPoirier,nm0688544,641977.0,2.0,37.0,18.0
2049,Jean-MariePoire,nm0688585,101621.0,1.0,53.0,17.0
2050,LauraPoitras,nm0688636,43214.0,4.0,15.0,8.0
2051,BretislavPojar,nm0688653,469346.0,2.0,71.0,12.0
2052,EugenioPolgovsky,nm0689028,1434987.0,0.0,21.0,5.0
2053,BeatricePollet,nm0689552,841132.0,1.0,20.0,4.0
2054,RenanPolles,nm0689721,1825121.0,0.0,48.0,8.0
2055,JohnPolson,nm0689852,16685.0,0.0,36.0,35.0
2056,JindrichPolak,nm0689983,87876.0,0.0,0.0,0.0
2057,MarcoPontecorvo,nm0690602,439795.0,0.0,24.0,8.0
2058,LeaPool,nm0690794,76008.0,0.0,39.0,17.0
2059,ConstantinPopescu,nm0691223,426376.0,0.0,13.0,7.0
2060,ErikPoppe,nm0691547,70972.0,0.0,23.0,9.0
2061,PerePortabella,nm0691908,216754.0,0.0,40.0,10.0
2062,GillesPorte,nm0691953,197449.0,2.0,31.0,5.0
2063,VlastaPospisilova,nm0692770,597840.0,0.0,7.0,3.0
2064,CelinePouillon,nm0693553,2170252.0,0.0,0.0,0.0
2065,AlanPoul,nm0693561,21504.0,0.0,31.0,16.0
2066,HuguesPoulain,nm0693571,706038.0,0.0,26.0,4.0
2067,Jean-FrancoisPouliot,nm0693648,208166.0,1.0,17.0,6.0
2068,ChantalPoupaud,nm0693798,864385.0,0.0,0.0,0.0
2069,PascalePouzadoux,nm0693903,1715375.0,2.0,23.0,12.0
2070,Jean-PierrePozzi,nm0694855,1619051.0,0.0,24.0,3.0
2071,ManuelPradal,nm0694946,562945.0,0.0,24.0,7.0
2072,MarcosPrado,nm0695038,649349.0,0.0,17.0,7.0
2073,DougPray,nm0695629,111508.0,0.0,20.0,6.0
2074,FrederiquePressmann,nm0696316,2060906.0,0.0,34.0,2.0
2075,GinaPrince-Bythewood,nm0697656,14180.0,0.0,29.0,14.0
2076,FredericProust,nm0698964,11598813.0,0.0,15.0,13.0
2077,MartinProvost,nm0699095,94953.0,3.0,47.0,15.0
2078,MarcoSimonPuccioni,nm0699764,224279.0,0.0,18.0,5.0
2079,LuciaPuenzo,nm0699932,62043.0,1.0,16.0,13.0
2080,RobertPulcini,nm0700301,52528.0,1.0,26.0,18.0
2081,MariePerennou,nm0701821,923740.0,2.0,15.0,3.0
2082,EdgarPera,nm0702477,373164.0,0.0,13.0,14.0
2083,JannoPoldma,nm0702505,508886.0,0.0,6.0,4.0
2084,JulianPolsler,nm0702518,312642.0,0.0,0.0,5.0
2085,BenjaminQuabeck,nm0702705,504860.0,0.0,16.0,6.0
2086,StevenQuale,nm0702797,59229.0,0.0,19.0,6.0
2087,FlorenceQuentin,nm0703228,1763105.0,1.0,34.0,4.0
2088,RayQuint,nm0704072,1286120.0,0.0,16.0,4.0
2089,FredericQuiring,nm0704322,284225.0,0.0,31.0,37.0
2090,ArthurQwak,nm0704588,542043.0,0.0,17.0,4.0
2091,IlmarRaag,nm0704664,178822.0,0.0,11.0,5.0
2092,MichaelRadford,nm0705535,28934.0,2.0,37.0,15.0
2093,MichaelRaeburn,nm0706080,715889.0,0.0,48.0,10.0
2094,Pierre-LoupRajot,nm0707466,797799.0,1.0,37.0,55.0
2095,PhilippeRamos,nm0708763,500628.0,0.0,26.0,11.0
2096,LynneRamsay,nm0708903,11805.0,5.0,27.0,17.0
2097,PeterRamsey,nm0709056,35558.0,0.0,12.0,5.0
2098,AlainRaoust,nm0710639,913237.0,0.0,31.0,10.0
2099,BernardRapp,nm0710830,1378137.0,3.0,21.0,6.0
2100,Jean-PaulRappeneau,nm0710919,92235.0,3.0,56.0,11.0
2101,BrettRatner,nm0711840,11859.0,1.0,38.0,44.0
2102,BillyRay,nm0712753,21117.0,0.0,28.0,9.0
2103,Marie-HeleneRebois,nm0714346,6121191.0,0.0,18.0,7.0
2104,JavierRebollo,nm0714361,9450281.0,3.0,21.0,7.0
2105,MarcRecha,nm0714437,235355.0,0.0,25.0,18.0
2106,RyanRedford,nm0714865,2049076.0,0.0,0.0,0.0
2107,PeytonReed,nm0715636,19338.0,0.0,32.0,15.0
2108,JenniferReeder,nm0715781,58149.0,0.0,0.0,6.0
2109,MattReeves,nm0716257,2663.0,0.0,28.0,18.0
2110,NicolasWindingRefn,nm0716347,3741.0,3.0,24.0,32.0
2111,KellyReichardt,nm0716980,11550.0,2.0,32.0,13.0
2112,FergalReilly,nm0717678,225670.0,0.0,0.0,0.0
2113,SophieReine,nm0717959,189461.0,1.0,24.0,6.0
2114,AthinaRachelTsangari,nm0718125,37362.0,0.0,15.0,8.0
2115,LotteReiniger,nm0718201,109150.0,0.0,94.0,8.0
2116,IvanReitman,nm0718645,6652.0,0.0,52.0,23.0
2117,JasonReitman,nm0718646,5689.0,7.0,32.0,24.0
2118,EdgarReitz,nm0718671,109132.0,0.0,50.0,32.0
2119,FabienRemblier,nm0718881,824835.0,0.0,34.0,6.0
2120,ChrisRenaud,nm0719208,28866.0,0.0,15.0,9.0
2121,JohnRequa,nm0720135,37072.0,0.0,20.0,16.0
2122,AlainResnais,nm0720297,23458.0,17.0,78.0,57.0
2123,KevinReynolds,nm0721817,17007.0,0.0,36.0,12.0
2124,MollyReynolds,nm0721877,1041835.0,0.0,0.0,2.0
2125,YasminaReza,nm0722078,180233.0,1.0,29.0,3.0
2126,JoseMiguelRibeiro,nm0722875,364558.0,0.0,19.0,7.0
2127,Jean-MichelRibes,nm0722980,1044801.0,0.0,49.0,23.0
2128,GiulioRicciarelli,nm0723285,203356.0,0.0,21.0,13.0
2129,MagalyRichard-Serrano,nm0723917,587920.0,0.0,17.0,8.0
2130,Jean-FrancoisRichet,nm0724938,28914.0,3.0,29.0,18.0
2131,PatrickRidremont,nm0726034,89941.0,3.0,23.0,16.0
2132,ThomasRiedelsheimer,nm0726123,290571.0,0.0,14.0,7.0
2133,KilianRiedhof,nm0726136,115675.0,0.0,16.0,10.0
2134,PatriciaRiggen,nm0726638,59354.0,0.0,14.0,16.0
2135,EranRiklis,nm0726954,82595.0,0.0,28.0,15.0
2136,Rintaro,nm0727336,81062.0,0.0,32.0,10.0
2137,OlivierRinger,nm0727599,3305579.0,0.0,16.0,4.0
2138,CarlRinsch,nm0727754,46737.0,0.0,0.0,2.0
2139,AlainRiou,nm0727929,5561795.0,0.0,30.0,5.0
2140,ArnaudRiou,nm0727930,1809932.0,0.0,0.0,2.0
2141,DinoRisi,nm0728271,45562.0,2.0,67.0,60.0
2142,MarcoRisi,nm0728276,191190.0,1.0,42.0,15.0
2143,JacquesRivette,nm0729626,33303.0,1.0,66.0,45.0
2144,DenisRobert,nm0730628,1050060.0,0.0,23.0,5.0
2145,DanielRobichaud,nm0732106,748488.0,0.0,0.0,0.0
2146,Marie-MoniqueRobin,nm0732215,810768.0,0.0,13.0,12.0
2147,BruceRobinson,nm0732430,14599.0,3.0,43.0,10.0
2148,ToddRobinson,nm0733149,67256.0,0.0,24.0,6.0
2149,AdamRobitel,nm0733263,29561.0,0.0,21.0,8.0
2150,EricRochant,nm0733886,65957.0,3.0,39.0,17.0
2151,JeanRochefort,nm0734000,36127.0,4.0,61.0,129.0
2152,AlexandreRockwell,nm0734319,26811.0,0.0,32.0,11.0
2153,JoaoPedroRodrigues,nm0735134,78117.0,2.0,25.0,16.0
2154,AlbertoRodriguez,nm0735703,2153169.0,7.0,20.0,14.0
2155,BrunoRolland,nm0738311,628572.0,0.0,19.0,4.0
2156,MarkRomanek,nm0738796,26385.0,3.0,42.0,13.0
2157,Claude-MichelRome,nm0739168,443514.0,0.0,37.0,30.0
2158,ChristopheVanRompaey,nm0739755,1028162.0,2.0,14.0,4.0
2159,BrunoRomy,nm0739787,496688.0,1.0,30.0,9.0
2160,MarianaRondon,nm0740048,286837.0,1.0,20.0,3.0
2161,AxelleRopert,nm0740612,331218.0,2.0,24.0,16.0
2162,MireiaRos,nm0740760,123385.0,0.0,20.0,17.0
2163,JaimeRosales,nm0740963,135703.0,1.0,18.0,10.0
2164,BernardRose,nm0741262,32432.0,1.0,34.0,22.0
2165,MartinRosen,nm0742034,103841.0,0.0,49.0,3.0
2166,RudiRosenberg,nm0742323,917784.0,3.0,18.0,31.0
2167,GianfrancoRosi,nm0742941,117614.0,2.0,28.0,8.0
2168,MicheleRosier,nm0742982,904591.0,0.0,43.0,7.0
2169,GaylenRoss,nm0743417,31316.0,0.0,34.0,6.0
2170,MattRoss,nm0743671,8065.0,3.0,28.0,37.0
2171,KimRossiStuart,nm0744107,28932.0,3.0,37.0,34.0
2172,MarcRothemund,nm0745131,141564.0,1.0,21.0,17.0
2173,ThiloRothkirch,nm0745199,506668.0,0.0,9.0,4.0
2174,RodneyRothman,nm0745247,56812.0,0.0,23.0,4.0
2175,PatrickRotman,nm0745377,488446.0,0.0,23.0,13.0
2176,ArielRotter,nm0745438,282025.0,1.0,15.0,5.0
2177,CeciliaRouaud,nm0745510,335251.0,0.0,33.0,6.0
2178,ChristianRouaud,nm0745511,2217213.0,3.0,19.0,10.0
2179,Marc-AntoineRoudil,nm0745572,8006722.0,0.0,14.0,7.0
2180,Jean-ClaudeRousseau,nm0745948,294933.0,0.0,29.0,10.0
2181,DavidRoux,nm0746196,1195096.0,0.0,19.0,3.0
2182,MaximeRoy,nm0747115,2093377.0,0.0,8.0,7.0
2183,MichelRoyer,nm0747377,1588743.0,1.0,7.0,7.0
2184,MatthieuRoze,nm0747678,367742.0,1.0,35.0,45.0
2185,BrigitteRouan,nm0747690,206357.0,1.0,49.0,90.0
2186,JosephRuben,nm0747849,36243.0,2.0,39.0,16.0
2187,ChristopheRuggia,nm0749439,141130.0,0.0,21.0,4.0
2188,ChuckRussell,nm0751080,22635.0,0.0,41.0,15.0
2189,DavidO.Russell,nm0751102,4691.0,6.0,37.0,25.0
2190,JayRussell,nm0751221,79690.0,0.0,31.0,16.0
2191,AnthonyRusso,nm0751577,10960.0,0.0,26.0,27.0
2192,JoeRusso,nm0751648,11036.0,0.0,26.0,27.0
2193,StefanRuzowitzky,nm0752328,35657.0,1.0,24.0,20.0
2194,MichaelRymer,nm0753382,59377.0,3.0,26.0,19.0
2195,PascalRemy,nm0753734,3596134.0,0.0,0.0,2.0
2196,JeremieRenier,nm0753737,24329.0,5.0,31.0,73.0
