ID,star,STARmeter
nm0554705,Manuel Martin,1438781
nm2562994,Aurelien Patouillard,8322141
nm0451411,Berta Khapava,580838
nm11346384,Pierre Lavenu,7803124
nm4206854,Tanguy Onakoy,12885705
nm7067218,Florian Bresler,5196519
nm7626455,Augustin Raguenet,962572
nm8974904,Prashanti Talpankar,1556398
nm11672155,Chasity Moore,10719403
nm9163054,Yoel Weisshaus,300183
nm5605150,Noemie Chicheportiche,402526
nm6264344,Enrique Arrizon,39986
nm9029809,Warda Rammach,8811801
nm8135035,Alice Albergaria Borges,10957982
nm11494152,Chencho Dorji,9087095
nm10155566,Ainara Ranera,6909526
nm1065122,Milena Dreissig,72894
nm8137038,Hong Chang,4094098
nm4407999,Mariel Fernandez,873352
nm0503677,Michel Lerousseau,727936
nm9224749,Tatiana Gomez Contreras,501640
nm8746286,Anna Ivacheff,3102011
nm9524003,Sara Casu,1010377
nm9266871,Aalayna Lys,3860765
nm7263073,Timeo Bolland,555578
nm9045857,Christophe Rangoly,13070888
nm1772637,Hassam Ghancy,159570
nm3717148,Zineb Triki,30325
nm0362552,Lois Hardwick,94662
nm0643658,Oceane,121788
nm9858586,Jacques Borderie,6710114
nm8851522,Nicole Coffineau,3855990
nm8920557,Syuleyman Alilov Letifov,648151
nm9033062,Olga Dragunova,832626
nm3492325,Ines Marie Westernstroer,280373
nm8937993,Leonard Siampala,12300541
nm10704172,Gideon Levy,4615973
nm8961484,Martina Abbate,11190974
nm8561012,Lilly Jandreau,177863
nm9146008,Xavier Dias,10149596
nm11186212,Kirvin Barrios,3257132
nm8989757,Corinne Musallari,12711520
nm9236594,Herminio Amaro,7630456
nm9261972,Amandine Claudy,8878050
nm0890982,Nicolas Vaude,240037
nm9045904,Hichem Berdouk,4498848
nm8412222,Lilly Aspell,15969
nm14470750,Richard Ayoade,463183
nm2091626,Chloe Stefani,386607
nm5386604,Eliseo Fernandez,9149315
nm1078700,Sarah Harrison,11237904
nm10664946,Eeciahaa,7067170
nm0589269,Roy Miller,1476613
nm8181633,Vrezj Hakobyan,2434233
nm9360623,Zakaria Ben Ayyed,1069960
nm8856645,Jean Joude,3665230
nm12395243,Peng Jing,4186998
nm1801765,Stephanie Van Vyve,104884
nm9151964,Ethan Jonckeere,10899198
nm10082693,Vidal Arzoni,551232
nm10509267,Esther Gohourou,211699
nm6997926,Lamine Cissokho,705271
nm9253244,Takashi Kogawa,3310292
nm11447589,Jacqueline Kakou,295364
nm1551852,Pauline Serieys,377941
nm10641648,Abdou Balde,6082015
nm6465404,Xu Zheng,5269394
nm2378251,Tserendarizav Dashnyam,10681927
nm8682499,Sunil Shanker,926829
nm0316199,Claudio Giangreco,7134084
nm0992248,Isaac Hernandez,7984578
nm3321512,Razia Malik,5255867
nm8240643,Codrina Pricopoaia,2197230
nm9803644,Maria Paula Tabares Pena,3704425
nm3356281,Marina Glorian,9434975
nm8693019,Cristine Hambaseanu,7728703
nm4404428,Alana Boden,13647
nm0137233,Philippe Cariou,716351
nm7560535,Said Benchnafa,338444
nm9509309,Philippe Chompret,10328961
nm7098443,Simone Tassimot,7611763
nm7076040,Bianka Shigurova,10458997
nm9389103,Nourit Teboul,637737
nm9820631,Jhon Narvaez,390083
nm14987605,Leone Francois,1766569
nm9462761,Fafiole Palassio,4879167
nm9379599,Yann Delpech,8102279
nm1168059,Morten Thunbo,175012
nm0099980,Didier Bourguignon,3587667
nm15621925,Caroline Erikson,1462803
nm7165577,Albert Sezikeye,2961968
nm9449041,Evan Rosado,523057
nm9041832,Nora Gharib,483678
nm10977138,Jean-Francois Causeret,10166680
nm2027039,Ana Ivanova,205231
nm12124086,Joana Vieira,12360375
nm8156393,Shirin Akhlaghi,1795670
nm9582834,Guega Peixoto,11278882
nm9951292,Sacha Guerry,9969331
nm2108792,Vicente Vergara,245591
nm2282761,Andrius Bialobzeskis,854242
nm0671249,Wilma Pelly,113844
nm1138676,Tamara Yatsenko,1067394
nm7532664,Leonard Kunz,90677
nm0554623,Elena Martin,6736593
nm8479385,Baptiste Lalieu,4952361
nm11006397,Jeremy Senez,937611
nm5972330,Jaynee-Lynne Kinchen,67161
nm9947012,Mathis Romani,1491029
nm8722462,Lou-Teymour Thion,451282
nm11685144,Johnatan Sodre,5012244
nm9854120,Oliver Bodart,860638
nm11045196,Manuel Tavares Almeida,8020649
nm9824982,Marziyeh Rezaei,970745
nm10617144,Elias Amalric,11625263
nm7011303,Shahira Fahmy,115531
nm9948874,Hamza Khafif,2037511
nm1051366,Juliana Venter,269904
nm9770012,Ambrus Barcza,1575310
nm9785782,Nicolas Dibla,683028
nm9802914,Samuel Fasse,6725258
nm10356926,Rebeca Anghel,8330289
nm9822217,Louis Hubert,11137594
nm8957516,Rose Rebbot-Bohringer,11272340
nm10128409,Valentino Benvenuti,10919255
nm10098455,Oumaima Lyamouri,2036096
nm8179972,Julien Fayeulle,2610731
nm3111109,Rose Adam,309624
nm10020221,Pascal Sauvalle,3665738
nm7622498,Aaron Phagura,192545
nm6154956,Alexandru Bogdan,8461877
nm8715315,Rejane Faria,2213353
nm9970112,Sandra Poitoux,9341747
nm0539376,Joseph Malerba,124867
nm1495009,Yves Edouard,10305686
nm10045383,Rasmee Wayrana,5384560
nm0739274,Patrick Romer,508959
nm8128112,Louka Minnella,384765
nm2761321,Tarik Kopty,379393
nm11003958,Elad Shniderman,9066590
nm10750217,Cristal Aparicio,30639
nm9466526,Konstantinos Gogoulos,799552
nm2685927,Robert Jakab,257452
nm7514677,Lucas Dubois,6713088
nm7861293,Roman Villedieu,659451
nm9491727,Marcela Salinas,472785
nm12763801,Lea Carne,430031
nm10268977,Zaurbek Abdulloev,3254944
nm0243146,Jean-Yves Duparc,1501054
nm9367339,Morgane Raspail,11336653
nm5460989,Solmaz Ghani,1013659
nm8528988,Shuya Sophia Cai,8644
nm10176239,Xun Liang,7173737
nm1101898,Maxime Lefrancois,400698
nm11130414,Dayla De Medina,10548805
nm9549930,Damien Vuarraz,6135985
nm10333548,Eliza Brady-Girard,10917140
nm9861925,Jacob Whiteduck-Lavoie,223063
nm4992375,Marie Kauffmann,237811
nm9519157,Cem Goktas,7450099
nm9851700,Joel Noguera,1167882
nm9326456,Alina Zaliukaite-Ramanauskiene,4218477
nm9023816,Mony Ros,1411742
nm10646676,Aichetou Abdallahi Najim,5960835
nm1098175,Gigi Ledron,1238074
nm4544506,Pierre Lottin,28616
nm2234341,Nigel Farage,232614
nm0554998,Antonio Martinez,11200258
nm11293792,Ravi Patel,10996037
nm10537699,Javier Valdez,10250321
nm11894469,Gay DeForest,142126
nm2230727,Ida Celina,7149572
nm10327406,Denise Sardisco,438842
nm10657368,Sigurmar Albertsson,1228155
nm8761921,Renan Prevot,1288840
nm12648051,Nsumbo Tango Samuel,3817488
nm12776645,Daniel Castaneda Rincon,1608379
nm0043687,Angelo Aybar,4162650
nm9580644,Sergio Daniel Ramirez,3328949
nm0853583,Owen Teale,8465
nm5705004,Diana Sakalauskaite,5754258
nm11415997,Jonathan Sanchez,4080230
nm1031565,Ivan Nalbantov,12022350
nm8923002,Evelyn Claire,21352
nm10844346,Leonardo Najar Marquez,1044063
nm5148127,Dilyana Bouklieva,214590
nm10356678,Angelica Nicoara,4791608
nm6377227,Kim Sung-kyu,737249
nm10641693,Douae Belkhaouda,717263
nm10363322,Hilda Amira Douaouda,42586
nm10636373,Azouz Abdelkader,1609558
nm10636145,Hortensia Smith,12401028
nm5004074,Estelle Meyer,299696
nm9911884,Ernad Prnjavorac,1951763
nm10061101,Nora Dari,135011
nm10654994,Sakurako Konishi,148776
nm10746336,Marika Rizzi,11834579
nm8780242,Mica Arganaraz,313680
nm11665243,Tara Lee,6658336
nm13313770,Kiyane Benamara,1670012
nm0476482,Kseniya Kutepova,162417
nm9941921,Wilfrid Ameuille,6590645
nm9891602,Parvin Paru,11046030
nm2162346,Alix Poisson,29287
nm9777555,Jules Lefebvre,732723
nm1324972,Gerard Lefort,6957671
nm1493896,Barnabe Perrotey,7032471
nm11131070,Kaimana,8621
nm11583172,Melissa Olexa,1125032
nm10923123,Youssef Khemiri,4009101
nm4947583,Michael Kirch,409236
nm10655380,Nour Belkhiria,198321
nm10758456,Ludovic Torrent,5575186
nm12639394,Gabriel Merz Chammah,424998
nm6201108,Jocelyne Vignon,366568
nm8854606,Manon Palmer,1002768
nm6587545,Kerstin Daley-Baradel,2079456
nm10472733,Sydney Kowalske,116441
nm11143142,Franck Partaud,3373425
nm3999240,Melissa Barbaud,1449989
nm3712863,Andrew Still,114946
nm11787277,Heloise Roth,5727288
nm10221052,Sophie Ouaknine,9611499
nm5573976,Francois-Dominique Blin,182768
nm12345675,Nele Kayenberg,1211908
nm14049502,Brandon Ley,860838
nm8176493,Penda Daly Sy,3274894
nm10964269,Madi Minaidarov,2277813
nm8966654,Romane Libert,309292
nm13591019,Wismer Vasquez,8664058
nm13580099,Guka Han,212215
nm0145610,Laura Castro,8724423
nm11190555,Juan Jesus Varela,279075
nm0165442,Francois Clavier,836437
nm1156714,Sharlene Whyte,26905
nm9117702,Era Balaj,1456225
nm5731795,Celeste Casciaro,800038
nm12342719,Paloma Vauthier,650677
nm8237692,Musab Ekici,48326
nm11307607,Anna Fenderl,9469496
nm12713603,Grecia Rotolo,1066307
nm13795166,Alend Hazim,1857622
nm10846174,Agustina Malale,3919927
nm11686418,Zahir Messaoudene,12957547
nm2155246,Cristian Balint,1263829
nm9816692,Houda Hachemi,8130700
nm10542354,Carol Moore,5078645
nm14081666,Charlie Vauselle,811371
nm6077587,Anton von Lucke,58756
nm10441950,Lucille Guillaume,96037
nm11175694,Marie Lanfroy,1949291
nm12793801,Lyubov Vasylyna,2230351
nm1326897,Lydia Fotopoulou,757493
nm2949348,Cecile Fisera,365204
nm10883869,Jiajia Wang,4324758
nm11605875,Ayme Medeville,465171
nm0895606,Florence Viala,959047
nm9372867,Ola Orebiyi,251303
nm0938381,Smadi Wolfman,151701
nm12116582,Ina Rosenberg,9018504
nm10958421,Lou Cohen,9104682
nm4401484,Tiphaine Daviot,57028
nm12095040,Tara Abboud,25428
nm13361137,Monika Stalder,2167090
nm11693173,Phyllis Casterwiler,5256403
nm11583044,Elisza Cahaya,1084184
nm8471730,Christian Checa,197113
nm8287899,Missoum Slimani,894393
nm11255725,Taline Stewart,3963672
nm6781855,Nicolas Lumbreras,615628
nm4118897,Sofia Palomino,993320
nm0079868,Said Bey,242729
nm9717243,Karina Kolokolchykova,36700
nm8640472,Capucine Valmary,124820
nm0007811,Gassan Abbas,520666
nm8620841,Mohamed Tahar Zaoui,7973292
nm12290865,Katia Kazakova,9994380
nm13591544,Maira Villena,1384373
nm6108798,Manuel Severi,239301
nm7433607,Olimpia Malai,195374
nm13998171,Adele Pinckaers,903259
nm1291869,Jeanne Delavenay,6357036
nm9580178,Hugo Questel,706736
nm10692273,Patience Munchenbach,130567
nm0951976,Abbes Zahmani,509291
nm14110508,Ilan Schermann,8517086
nm0098292,Michael Brostrup,234651
nm0044749,Erol Babaoglu,196373
nm6548386,Radouan Leflahi,453768
nm10056874,Ahmed Abdel Laoui,869989
nm12942278,Bella Boonsang,1696742
nm1900143,Gregoire Monsaingeon,245205
nm10815521,Sanda Codreanu,530061
nm10673005,Ayumi Roux,100704
nm12933401,Oliko Barbakadze,1201144
nm3952521,Constance Labbe,33045
nm0270005,Ozay Fecht,527112
nm11621174,Shabnam Ghorbani,479829
nm12309509,Yana Isaienko,334365
nm7861170,Hussein Eliraqui,1203408
nm13959743,Cristiana Branquinho,2203245
nm14198205,Tetta Shimada,485645
nm11997237,Lucie Laurent,1721905
nm13693298,Noah Zandouche,729053
nm13582022,Gabin Tomasino,1655655
nm8532985,Cedric Moreau,1111499
nm10732245,Amine Hamidou,853069
nm12225796,Severino Sperandio,13225480
nm11462652,Ye Hongming,1308323
nm2644115,Nadia Charbel,298342
nm12647598,Soslan Khugaev,10911102
nm11307929,Santos Choque,5004676
nm12837017,Denise Trombin,6258363
nm12156190,Jade Jordan,221766
nm5382557,Eliza Stuyck,117943
nm12650924,Goya Rego,641706
nm12719984,Djanaina Francois,669689
nm10058040,Arriles Amrani,1005627
nm12723536,Fady Mina Fawzy,12605960
nm12641644,Kadar Abdoul-Aziz Ibrahim,1495212
nm12766672,Junior Asse,1906124
nm9111687,Eliane Umuhire,61559
nm12763483,Rayan Sarlak,179430
nm0373092,Christian Hecq,704788
nm3447958,Oussama Kheddam,173120
nm10235949,Milan Herms,537726
nm14073757,Dominic Sessa,531
nm0246757,Angel Diaz,10739366
nm9802466,Lola Aubriere,339072
nm3743244,Laura Sepul,85373
nm13054754,Carolina Rojas,6105204
nm2447639,Etienne Durot,1563503
nm2460292,Iazua Larios,31205
nm6444539,Agnes Godey,1785915
nm14572180,Binta Racine Sy,9896601
nm13597027,Louise Cor,8428812
nm9165599,Quintessa Swindell,8360
nm4689397,Judith Williquet,557208
nm9132489,Yoshira Escarrega,210850
nm4752156,Rabii Benjhaile,5425903
nm11160957,Latifa Aissat,3260734
nm4155909,Catherine Badet-Corniou,1777222
nm13975186,Luana Giuliani,72399
nm10758267,Vincent Overath,283638
nm15023556,Aristote Luyindula,1212037
nm13279063,Lino Godard,568088
nm8858440,Danny Exnar,118432
nm12787121,Catherine Clinch,31444
nm12703488,Azul Mazzeo,524463
nm12998749,Klara Kabylgazina,2964146
nm13581718,Macrina Barladeanu,201888
nm14854864,Vitoria Nogueira da Silva,718030
nm5794946,Elsa Guedj,193253
nm15530323,Yohta Kawase,2580164
nm1430098,Jacqueline Corado,240604
nm14020460,Mohammad Karaki,6953559
nm12799494,Fabrizio Ciavoni,598925
nm10150672,Iivo Tuuri,397793
nm0508830,Franck Libert,479183
nm14820947,Meriem Amiar,420619
nm13824712,Jose Pablo Segreda Johanning,2161801
nm1708793,Marie-Ange Geronimi,2087617
nm10971490,Stephane Colle,2763634
nm13652410,Feten Fdhili,954385
nm14004196,Santino Aguer Ding,9783801
nm0575696,Hugo Medina,755105
nm8596700,Fanny Vaager,338909
nm13580124,Esteban Brenes Serrano,3587336
nm10739338,Alina Khan,54918
nm15471897,Diego Alexander Mayorga,1557750
nm13610668,Rami Harrabi,8217806
nm10138559,Olga Mouak,667234
nm13171050,Choi Hee-jin,179799
nm2742746,Anat Hadid,213221
nm13611675,Ikbal Harbi,9388948
nm15322352,Claire Rodgerson,188658
nm0181429,Philippe Corti,1085042
nm2008826,David Elmaleh,457084
nm0545862,Elisabeth Margoni,145858
nm0152474,Mireya Chapman,728193
nm0693751,Jerome Pouly,451823
nm14004257,Hassane Alili,1534765
nm11031228,Mathis Sonzogni,2434486
nm1071149,Gregoire Bonnet,96182
nm13883430,Sebastian Dascalu,1760996
nm13602686,Itziar Manero,179618
nm13633111,Lucy Halliday,85287
nm4746399,Jung So-min,6424
nm13684474,Lotfi Zarouel,8064587
nm1523587,Itziar Ituno,6602
nm11207060,Miodrag Jovanovic,11524052
nm0191201,Guy Cuevas,2045617
nm13866829,Edouard Prevot,967291
nm5402517,Andy Pimor,1500237
nm14282086,Avis See-tho,1050524
nm7867622,MiMi Ryder,55985
nm2536619,Ola G. Furuseth,140214
nm10606841,Jacques Faure,10786932
nm13087557,Darsan Sharma,2189708
nm8860518,Mohana Krishnan,43204
nm11773402,Juliette Charrin,5810087
nm15188803,Angelique Atlan,11638132
nm14163049,Enva Lewis,38565
nm5232172,Benjamin Westfall,93211
nm3579934,Carolina Vinci,1104213
nm5053972,Arisa Nakano,27242
nm7906561,Antoine Millet,1006884
nm3640840,Minako Inoue,11947234
nm14744254,Nazar Goma,430945
nm14765780,Nguyen Thinh,1597995
nm3303544,Lia Abuladze,1250130
nm8088246,Pauline Belle,9267226
nm3646632,Shikha Talsania,94237
nm10140129,Azuki Hagino,1003393
nm3526100,Lydie Wai,1557037
nm0386848,Alfred Hitchcock,956344
nm0019924,Eric Allan,306743
nm0800311,Morgane Simon,1149712
nm1561651,Sinead Matthews,9855
nm0545645,Gaspare Marchione,10781826
nm1687756,Max Hayter,738999
nm0237834,James Dreyfus,12745
nm0876788,Ruben Tapiero,1618376
nm0033821,Pietro Arciadiacono,5076517
nm0858284,Victoire Thivisol,28189
nm0149192,Fatma Ceylan,819526
nm0050976,Veronique Balme,959595
nm0120683,Maud Buquet,1271493
nm0752294,Ange Ruze,10202582
nm0036907,Gaetano Aronica,240637
nm0762524,Giuseppe Sanfelice,361899
nm0939702,Frank Wood,12474975
nm0647946,Kevin Olson,651358
nm0422514,Robert Jezek,197766
nm0728517,Lee Ritchey,717272
nm1028701,Sorin Coliban,10771273
nm0972608,Camille Vatel,2203807
nm1051073,Nicolas Kalsch,5410266
nm0605281,Mitsuko Mori,513480
nm0060821,Stephen Bateman,7445189
nm0542278,Erni Mangold,93984
nm10355335,Arthur Miller,7378871
nm1126097,Hoyatala Hakimi,9304685
nm0246353,Vincent Deneriaz,3859564
nm0499546,Pascal Leguennec,12567208
nm0807278,Allison Smith,7476
nm0953540,Andrzej Zarnecki,1407165
nm11202648,Enrique Iglesias,4446582
nm1000181,Matthew Ferguson,1959467
nm1205086,Laurent Piemontesi,325226
nm1186505,Albane Urbin,4012668
nm0337246,Hammou Graia,627859
nm0261249,Guillermo Esqueche,862689
nm0156700,Cedric Chevalme,198607
nm0073415,Aleksandr Berda,293995
nm0538953,Jean-Baptiste Malartre,720947
nm1310349,Bison Katayama,1700599
nm11485064,Megan Burns,4308018
nm1591758,Ryan Falconer,135190
nm0516582,Jean-Louis Loca,692468
nm2311844,Tuo Jilin,6626219
nm0245049,Juliette Duval,1759776
nm3687627,Ivan Tushin,10262446
nm1271933,Hajar Hamlili,3445324
nm1444936,Sasha Alliel,11443832
nm0503424,Alexandre Le Provost,5067536
nm1212717,Claude Cretient,12329674
nm3360040,Gulam Khairallah,9814025
nm0240426,Yan Duffas,702824
nm1742330,Musurpei Ole Toroge,6877383
nm1382822,Marie Felix,1684491
nm1345644,Jules-Angelo Bigarnet,696306
nm7052865,Elina Vaska,378061
nm3119525,Fethi Ghares,4094475
nm0134593,Anne Cantineau,6240918
nm2012616,Menothy Cesar,818933
nm0875585,Christele Tual,860559
nm0891502,Nataliya Vdovina,89201
nm0362570,Edward Hardwicke,19672
nm1616486,Habib Cheik,5806808
nm3649337,Vincent Crowley,248451
nm0685651,Maria Pitarresi,757373
nm0269438,Michel Favory,7335323
nm0488690,Vanessa Larre,445972
nm1671567,Johanna Andrea Mora,7431978
nm0387914,Jan Hockey,925214
nm0244763,Albane Duterc,9585427
nm1227678,Scott Green,1017457
nm1594891,Laurence Cordier,159158
nm1566336,Shamshad Akhtar,133831
nm1626241,Momoko Shimizu,445685
nm0337106,Jerry Grayson,84812
nm0230080,James Dodd,11733572
nm11748020,Jojo,13134934
nm0217845,Joel Delsaut,766683
nm0953407,Patrick Zard,907712
nm1935774,Mathis Arguillere,3749907
nm2519134,Zekeria Ebrahimi,233120
nm1742335,Hassan Ouled-Bouarif,6604047
nm1433105,Brittany Oaks,65122
nm1900755,Rick Bramucci,520446
nm1064338,Mi-suk Lee,6610874
nm11554024,Camille Gauthier,6164754
nm4651687,Marilyne Fontaine,484160
nm0945922,Adolfo Yanelli,700485
nm11770384,Antonio Fisher,7548026
nm1924710,Jeremie Segard,2092834
nm0026710,Evert Anderson,8407973
nm0747094,Laurence Roy,6002317
nm2363557,Andree Cambier,9658156
nm2510048,Fabrice Murgia,9583424
nm0451875,Nozha Khouadra,200439
nm15528653,Shuuji Kashiwabara,11649027
nm0286248,Pierre Forget,616738
nm0420457,Jacqueline Jehanneuf,463067
nm1508231,Brandon Ratcliff,159273
nm10851262,Zach Mills,8727439
nm1702654,Fatym Layachi,1060160
nm2629610,Horia Ioan,2188592
nm2859160,Abdelhamid Aktouche,2440128
nm2263498,Inge Decaesteker,10679085
nm2217346,Amonphan Gongtragan,13251411
nm2004529,Omar Cowan,1001170
nm2975562,Jackie Salit,7207860
nm0698921,Danielle Proulx,186924
nm2026039,Pierre Derenne,1158979
nm13228678,Lyubov Petrova,7315690
nm0559338,Percy Matsemela,285849
nm2343533,Eduardo Dascar,6423682
nm12934028,Efren Ramirez,12874908
nm8298789,Eric Darnell,1293577
nm2234365,Giacomo Passarelli,12911396
nm2454812,Benjamin Feuillet,2227510
nm2166785,Delphine Depardieu,578562
nm2262052,Shiloh Henderson,1172038
nm2434060,Susheel Kumar Batra,11443839
nm10901293,Nathan Corbett,11630806
nm0492100,Lily Lavina,2054901
nm0706625,Thierry Ragueneau,889858
nm0848083,Vantha Talisman,5372127
nm3366818,Davia Martelli,595348
nm1560551,Farida Ouchani,879445
nm1242047,Montse Pla,663137
nm2293694,Roland Rappaport,7266090
nm0496381,Vincent Lecuyer,360197
nm13564575,Jordan Garrett,7013731
nm3183101,Derya Ayverdi,796084
nm10861795,Bodi,12646383
nm2514271,Primrata Dej-Udom,136759
nm0683531,Marie Pillet,204114
nm3750829,Barry Chernoh,11723985
nm1048105,Anne Caillon,81119
nm2486428,Panward Hemmanee,155011
nm13216828,Stuart Goodwin,10836536
nm2336252,Nicolas Schweri,8356847
nm0144274,Pierre Cassignard,276669
nm0545459,Francois-Regis Marchasson,560521
nm2674499,Tolga Cayir,6897748
nm1109166,Silvina Fontelles,10370148
nm1821102,Alex Ferris,36368
nm2154309,Armin Omerovic,264379
nm3256690,Loris Carraro,4011968
nm3495911,Chibundu Orukwowu,167926
nm3183378,Edouard Piessevaux,11020902
nm15571822,Kippei Shiina,10153284
nm12363329,Brandon Walters,9288380
nm9133922,Jean Dell,8990301
nm0746156,Steve Routman,58244
nm0875208,Yoshiko Tsubouchi,259629
nm0610086,Alain Moussay,1322596
nm0623332,Mahmoud Nazaralian,660070
nm0312407,Ruth Geller,748234
nm12207269,Christopher Baker,2753249
nm3222487,Aboubacar Eros Sissoko,6743401
nm10224060,Kim Young-jae,912302
nm1799112,Julissa Bermudez,38599
nm2654452,Magdalena Kopp,541728
nm8245433,Yoshimi Jo,2232873
nm12838446,Charlie Watts,7753774
nm2105350,Jil Milan,1294096
nm1067369,Didier Toupy,1257623
nm1477185,Alexandra Fleischer,2034855
nm2475780,Flore Labrot,9518979
nm2867956,Kaique Jesus Santos,2667703
nm3119989,Madeleine Budd,134116
nm2739469,Joe Siffleet,1831731
nm2214860,Wangari Maathai,468422
nm11781713,Aliya,12872563
nm3081911,Nassereba Keita,6160328
nm1878524,Rym Takoucht,2083201
nm0829380,Ewan Stewart,19637
nm12437773,Andrew Newberg,2901298
nm3141448,Payam Madjlessi,418446
nm1668574,Jim McBride,6917401
nm3161120,Maeva Fertier,6843486
nm0025067,Beatrice Miller,346395
nm7520374,Jessica Carlson,13196204
nm1518669,Alexandra Martinez,668377
nm4863653,Simona Hulsemann,12921655
nm3119588,Khojeh Nader,5649713
nm3307851,Alice Gautier,1113376
nm3037214,Avinoam Blumenkrantz,1215019
nm6565305,Peter Hook,3468898
nm3605384,Alev Ucarer,6453725
nm1089546,Fabienne Dorey,10727764
nm0149704,Gerard Chaillou,566483
nm2858114,Che Corr,6376083
nm3010533,Sara Eriksson,492458
nm0306274,Laura Garcia,1194597
nm2996844,Natee Srimanta,3057812
nm1770590,Eileen Yanez,348469
nm2932814,Victoria Aragones,10370629
nm2931120,Dawn Glickman,10385706
nm3380786,Mohamad Fasihi,8912708
nm14866567,Chris Addison,12206886
nm8000861,Chul-min Lee,850400
nm4254238,Lucky Jacob,5306445
nm3801217,Malik Sall,4743635
nm3545303,Lola Tuyaerts,7905523
nm3227151,Benoit Cauden,5680813
nm3798283,Elsa Pierret,10459801
nm0883462,Dominique Valadie,633750
nm2236338,Paul Cahen,491301
nm2672302,Sebastien Bergeron-Carranza,12438330
nm0479384,Chrystelle Labaude,115173
nm2189563,Zoe Duthion,1659563
nm3666482,Teje Tesfahun,2390706
nm3938076,Patrick-Noel Mulder,8676203
nm2748232,Clara Eichinger,7942417
nm12277725,Penelope Rose,2209136
nm2919958,Federico Flores,6655688
nm3624362,Gustavo Giacosa,8378987
nm0421818,Jeong Eun-pyo,479973
nm3464521,Mika Aguilos,5745002
