ID,Director,STARmeter
nm2023522,Zarina Abdullah,4312758
nm9731877,Zachary Keane,1007860
nm1598332,Uday Pratap Singh,279926
nm9058712,Specter Berlin,264999
nm4983195,Antony Weber,1460716
nm0267064,Claude Faraldo,277116
nm10612476,Matthew Stalletti,920265
nm1245246,Michael McCudden,11059615
nm11590111,Arjun Kumar .S.,10805849
nm0483434,Fotos Lambrinos,418737
nm0902006,Géza von Bolváry,384651
nm0497384,Helen Lee,1540853
nm12301691,Seunghun Kim,617791
nm0550222,Stephen Marro,1288724
nm8899901,Youngjun Lee,1286935
nm4279838,Ariel Vida,198938
nm0010929,Doug Adams,570586
nm2021288,Mauro D'Addio,629710
nm10716808,Santhanamoorthy,729478
nm0477917,Ulrich König,717277
nm1842570,Noel Lawrence,328069
nm8441614,G.N.K. Rao,13117135
nm8584662,Pradeep Bhattarai,1658228
nm0362686,Justin Hardy,268594
nm0814855,Jon Sorensen,486019
nm8024513,Arun Chandu,330307
nm2268214,Elias Matar,685904
nm0058290,Vladimir Barskiy,450474
nm5746541,D. Sumana Kittur,12609953
nm0864771,Lai Chi To,1520423
nm0352268,Ralph Habib,724364
nm9317246,Tyrone Jackson,143594
nm6132802,Nevin Hiong,857582
nm9444186,Kabilan Plondran,180304
nm0896139,Paulette Victor-Lifton,124032
nm0538938,Curzio Malaparte,890955
nm7387752,Zhang Yang,1260194
nm0497702,Kwang-hoon Lee,919459
nm6131392,Derek Talib,289287
nm0553397,Italo Martinenghi,1031690
nm0347465,David A. Stewart,71768
nm6373208,Chris Bayon,1198162
nm6874683,Alejandro Trigos,1122318
nm2540281,Sharique Minhaj,708448
nm0426461,Dwayne Johnson-Cochran,68668
nm0040407,Dimitris Athanitis,481257
nm3478072,Elliot Cowan,1435971
nm2260958,Jaded Aueychimplee,5071328
nm1284696,Venky,731347
nm2917980,Antony Hickling,131559
nm1009747,Ernesto Aguilar,748075
nm10437067,Khushal Mhetre,4920370
nm0350695,Adolf Gärtner,580440
nm0948192,Tin-Hung Yiu,11937326
nm2960065,Diony Kempen,1952999
nm12387421,Hafijul Islam,3251264
nm3847788,Tosin Coker,328541
nm0675961,Nevzat Pesen,1116058
nm5042466,Michael Sorokorensky,9435213
nm7160226,Konstantin Timofeev,11607694
nm4068935,Jesse Anholt,1402254
nm4544031,Jamal Hall,478630
nm4784934,Ricardo Gomez,6006363
nm10965293,Vishwanath Arigela,3871520
nm8490444,Michael G. Barrett Jr.,3709159
nm0706286,Ali Rafie,244747
nm3134641,Jim Townsend,6467855
nm4030326,Christopher Philip Rusin,4445930
nm0539598,Tirlok Malik,541289
nm0614479,Maeve Murphy,1900184
nm6339809,Yusheng Tian,658759
nm11621613,Rickey Bird,1766483
nm7121331,A.G. Amid,319054
nm1792977,Aziz Khan,783847
nm2488143,Oswaldo Montenegro,938882
nm1699760,Yasemin Türkmenli,789792
nm0590882,Matej Minac,239035
nm0483645,Chris LaMont,176094
nm0713615,Karan Razdan,175552
nm4400961,Prakash,329935
nm3163756,Bose Venkat,368466
nm1062304,Sérgio Goldenberg,1734940
nm1139238,Ismael Rodríguez Jr.,926416
nm0539218,Horacio Maldonado,1250150
nm0451869,Levan Khotivari,5865701
nm0484353,Kurt Land,1605157
nm0996320,Gautam Adhikari,825571
nm0363021,K.K. Haridas,712647
nm6905889,Vishwanath Batchu,1127557
nm0159741,Carlos Hugo Christensen,206497
nm0748861,Brian Rudnick,332000
nm5939754,Bianca Crespo,501146
nm12478630,Sean Hibbeler,94587
nm0073221,Agustín Bernal,87461
nm2662020,José Skaf,1024779
nm7393999,Jae-Myeong Shin,2128934
nm0270182,Robert Fedor,1170927
nm0461849,Per Knutzon,11764289
nm7255023,Jonathan Albano,491394
nm0016060,Guillermo Jaime Alarid,10602378
nm0191394,Alan Cullimore,8652634
nm3531450,Matthew Charles Hall,1136286
nm0645328,Manuel R. Ojeda,724267
nm1096065,Alexander Dannenberg,1443325
nm0748979,Oscar Rudolph,179028
nm6428181,J. Arcane,351590
nm0466467,Norbert Schultze,516124
nm0651393,Jorge Ortín,217092
nm4404983,Andreas Marawell,259646
nm0154858,Chi Chang,659811
nm0739127,Pepe Romay,303678
nm2438575,Michael Cody,841428
nm0042758,Luis Avalos,4380856
nm4006781,Nashat Abdullatif,6149603
nm0244519,Javier Durán,952303
nm0865322,Cornel Todea,1787516
nm0441530,Chikao Katsui,364873
nm0045584,Steve Bacic,7841
nm0805752,Wladyslaw Slesicki,11061639
nm0162834,Icaro Cisneros,8700909
nm2846043,Vasilis Myrianthopoulos,445241
nm0554920,Adolfo Martínez Solares,258778
nm0492275,Martin Lavut,362707
nm10567047,Chaithanya Acharya,3372213
nm0728189,Leidulv Risan,622110
nm3673847,Julian Galea,930692
nm0701576,Ivan Pyrev,275437
nm12410972,Salar Tehrani,6212231
nm7933605,Shubhabrata Chatterjee,5480294
nm1655484,Akil Wingate,311821
nm1238254,Dan Macarthur,605733
nm1534860,Sally Cookson,462106
nm10344554,Kejing Lü,1262715
nm0788538,Jesse Shapiro,662327
nm4536111,Sunill Khosla,1195234
nm4250814,Narayana Cabral,249479
nm6078398,Wahid Sanouji,299973
nm0344985,Anders Grönros,800505
nm0002990,Dianah Wynter,368232
nm1310756,Ming Jin Woo,273217
nm2925947,Yutaka Yamamoto,1748885
nm0292050,Jay Frasco,815720
nm1115341,Dale Stelly,113094
nm1728206,Anne-Sophie Dutoit,240427
nm9881520,Alex Posito,812634
nm5739954,Joshua Reale,574498
nm8523744,Christina Faith,617624
nm2516321,S.M. Kerstein,1652332
nm6138113,Jason Byrne,1239886
nm9214224,John Joseph,1355572
nm2013822,Khoo Koh,1150780
nm0198128,Patrice Dally,2068496
nm0936754,Chris Witherspoon,334020
nm0398848,Talun Hsu,334271
nm0000226,Will Smith,422
nm9847834,Jeffrey Ault,10746444
nm0494702,Yue Lü,547862
nm10655846,Olivia Jones,10006590
nm1859422,G. Robert Vornkahl,509554
nm13262901,Jeff Chan,1045422
nm5906508,Raja Ismail,765346
nm0630245,Cassandra Nicolaou,686812
nm10424397,Camille Delhommeau,3940322
nm4003178,Gurvinder Singh,133965
nm4451899,David Matthew Weese,411371
nm2820724,Branislav R. Tatalovic,191148
nm10441137,Vinayan C.S.,857359
nm1081824,Pavo Marinkovic,421733
nm10255650,Anil Pg Raj,5069621
nm3387699,B. Padmanabham,755263
nm1463050,Pierre de Suzzoni,1818599
nm3809735,Chaiporn Panichrutiwong,6369042
nm0284282,Gösta Folke,6288563
nm2961288,Matt Mitchell,13198747
nm0620132,Genji Nakamura,644763
nm3539307,Holden Andrews,4972813
nm0834028,Frank Strecker,314732
nm10028497,Nia Xin,1527757
nm5496245,Prakash Satam,1572977
nm5786337,Rasheed Stephens,184041
nm2031400,Jordan Krug,1609578
nm7009992,Matt Spade,13154124
nm0445368,Xhanfize Keko,444608
nm0922185,Kevin L. West,7254424
nm3019239,Yoshiaki Okumura,1374814
nm0818915,Fernando Spiner,951000
nm2386027,Dawn Furness,1485975
nm2563700,Jason Impey,90693
nm0603826,Rafael Moreno Alba,1965870
nm3749449,Jay Ravindra,1137897
nm9921662,Sean Doyle,10427859
nm0346618,Dulal Guha,197718
nm1597563,Lertsiri Boonmee,634308
nm0910852,Chao Wang,384431
nm10306226,Romi,11671165
nm3887648,Daniel Nunez,503568
nm3475246,Crosby Tatum,1557420
nm10045366,Lalith Rathnayake,1898003
nm0670480,Shu-Pei Sun,759962
nm0325216,Heinz Goldberg,7703313
nm7941308,Aya Igashi,1804877
nm12478936,Vijayanandha,2091198
nm0439124,Rocco Karega,354365
nm3271326,Sam Bahre,1657928
nm0517665,Tom Logan,65259
nm0913737,Bob Wasson,696350
nm4811630,Amir Hossein Torabi,797780
nm5033949,K.P. Suveeran,12375774
nm1883174,K.C. Handra,5994346
nm5459636,Brandon Prewitt,444016
nm1300011,Sadaqat Hussein,1534129
nm5858328,Nicholas Michael Jacobs,554869
nm1388520,Mohan J. Bijlani,1048587
nm0931073,Kevin Short,362044
nm0106908,Anja Breien,712356
nm3703064,Bijith Bala,978028
nm1253630,Vijayanand,825638
nm9368163,Tom Stout,6295196
nm5485383,Hiroshi Adachi,717080
nm0004266,Anne Hathaway,226
nm4471783,Janek Ambros,62780
nm0742985,Willy Rozier,272055
nm1087802,Ricardo Montes,4647477
nm0538480,Hal R. Makelim,762219
nm3783639,Joseph Villapaz,714127
nm1252919,Adrián Quiroga,2823626
nm0847270,Shin Takakuwa,2631761
nm0424645,Brian Eric Johnson,59555
nm0867268,Wilson Tong,235097
nm12380973,Musthafa Gutz,7363771
nm0402165,John Huneck,453783
nm5178299,Saqib Malik,1027239
nm5644130,Ralph Sepe,82451
nm2064088,David Groves,2092431
nm3481015,Scott Murden,2309103
nm0303658,Ian Gamazon,1037414
nm3241399,Bryce McGuire,8456
nm5971240,Hatef Alimardani,356198
nm8313434,Edward Calvin Green,6868680
nm9146079,Suresh Govind,4403771
nm4368676,Kerem Topuz,1566443
nm9767985,Suvendu Ghosh,514393
nm0563339,Vasilis Mazomenos,525359
nm4557355,Paul Fleschner,848102
nm0925143,Liz White,1089150
nm6032504,Steve Merlo,314522
nm0257148,Thomas Engel,809591
nm8626517,Christopher Anthony Luciano,769656
nm0596624,Luis Molina Casanova,435887
nm1387002,Jeffrey Reyes,374221
nm5577520,Simon Baker,884808
nm3268500,Curt Wiser,680972
nm6487475,Moe McCoy,963078
nm1673020,Mikolaj Haremski,11683396
nm0316284,Giancarlo Giannini,8177
nm1701382,Ryan McLaughlin,655331
nm0116307,John W. Brunius,778413
nm0326020,John Goldschmidt,270739
nm1907744,Gabriel Dowrick,149158
nm7618959,Massimiliano Russo,1276382
nm2845464,Laron Austin,1497798
nm1637840,Mark Schimmel,554787
nm0533247,Kenneth MacKenna,77367
nm4754017,Aleksandr Alyoshechkin,7057477
nm0793882,Kaze Shindô,2056128
nm2561552,Sandra Tuerk,4569732
nm0903438,Tomás Vorel,471875
nm4284320,Benedict Mart,12758349
nm1431206,Ryan Bottiglieri,466732
nm8508935,S. Bani,995177
nm0503211,Marquise Lepage,1130687
nm10138868,Eduardo Guillot,1721686
nm8922686,Neeraj Joshi,280151
nm0841416,E.W. Swackhamer,83517
nm0489155,Börje Larsson,2114747
nm0399944,Phillip Hudson,6753582
nm1367916,Shiv Sahni,13027407
nm1185286,Kaladharan,667695
nm3454214,Kauê Telloli,2133396
nm0110505,Eduardo Manzanos,12810050
nm4852399,Prakash Kunte,242388
nm2495959,Omar Rodriguez-Lopez,195904
nm0432007,Curd Jürgens,18508
nm0755718,Kenki Saegusa,1193862
nm6459647,Scott Monk,7167393
nm0891714,Herman van Veen,249813
nm1027518,Terry Merrill,693289
nm6461704,Grace Edwin-Okon,1884700
nm4454614,Cristiano Giardina,1743946
nm0325051,Myron J. Gold,2170068
nm8268170,Samuel Marko,1919397
nm5425698,Stewart Menelaws,1212113
nm0451222,Hamid Ali,331558
nm2544460,Lit-Ban Chan,12382074
nm13461001,Bilyana Kirilova,8039839
nm0956970,Gérard Zingg,767912
nm5193859,Yasutake Torii,12121346
nm0817400,Matt Spease,726452
nm2855173,Angelos Spartalis,2112122
nm0844532,Mario Sábato,627887
nm2255678,Markus F. Adrian,549957
nm0251456,Richard Eichberg,230666
nm9095187,Narayan Rayamajhi,9597983
nm0353587,Mark Haggard,423415
nm8223765,Raghavendra K. Gollahalli,2895219
nm0045064,Babu Mohan,482079
nm7953287,Vijaya Kiran,2982973
nm5427169,Ryan Eatherton,900037
nm11933227,Kim Tanaka,3078480
nm12200262,S. Kaarthieswaran,1715877
nm4472711,Dan Forgues,2794026
nm0323924,Sebastian Goder,1494493
nm1056179,Mikhail Shevchuk,1327867
nm2154063,Benjamin Lopez,195212
nm5875315,Guru Deshpande,1583797
nm1698637,Alexander Baack,645997
nm0326397,Jacob Goldwasser,766587
nm3325366,Denny Barnes,1591611
nm3536270,Liang Qiao,9971455
nm4391781,Serdar Dogan,1903056
nm0881517,Mike Upton,174220
nm0082420,Hans Billian,68637
nm13677525,Elijah Rodriguez,8999856
nm2832121,Mike Alcazaren,996835
nm6371247,Isaac Medeiros,393062
nm0945915,Jose Yandoc,1438737
nm0403477,Maurice Hurley,112097
nm5286141,Redoan Rony,437970
nm0762517,Hulki Saner,426042
nm0687759,Vera Plívová-Simková,804589
nm1334483,Jacky Katu,480309
nm0593180,Bruce Mitchell,574135
nm2988472,R.R. Baker,972520
nm3442154,Bahman Goodarzi,802833
nm6445315,Binu Ulahhannan,12557391
nm7581882,Trevor Peckham,907653
nm6491968,Tripp Tiffany,7876434
nm10539816,Keekee Suki,203300
nm14537066,Lee Yun Ho,978088
nm2859853,Mario Maurer,68857
nm4906236,Brad Burke,710548
nm0157352,Yvan Chiffre,680021
nm6165418,Xie Yi,1687433
nm5777367,Rudi Aryanto,7976677
nm5665870,Hedy Suryawan,1487402
nm0197219,Heinrich Dahms,11635681
nm4597487,Simone Barbetti,1507100
nm0538321,Albert Kai-kwong Mak,152156
nm3212799,Chloé Leriche,602512
nm2778341,Saeed Soheili,1093867
nm8818858,S.K. Satya,1932494
nm1032940,Raju Subramaniam,2499518
nm9342262,Ji Bi,11353755
nm1084096,Dwayne Buckle,411335
nm6146134,Nikita Arzhakov,1894951
nm8004220,Abbas Amini,231610
nm1960491,Eiji Nakamura,444630
nm0309383,Michel Gast,1064212
nm0039775,Aditya Assarat,414665
nm0606977,Todd Morris,300262
nm4005750,Guillaume Protsenko,984108
nm3816988,D.K. Suresh,475986
nm1876309,Emil Cruz Jr.,767851
nm0623374,Eduard Nazarov,626423
nm0664760,Angelo Pasquini,1479427
nm0091380,Carl Boese,463531
nm0460834,Castleton Knight,1656187
nm0697152,Sherman Price,569886
nm0043881,David Aylott,293319
nm4939794,Sidharth Bharathan,257829
nm0674151,Alejandro Perla,1939041
nm0477378,Gordon Kyle,11259612
nm11142337,Karthik,7594220
nm0005171,Angus Macfadyen,6605
nm3604010,Bjarne Wong,1986840
nm0195496,Harry d'Abbadie d'Arrast,228744
nm1031969,Miriam Pfeiffer,3862037
nm0415769,Otto Alexander Jahrreiss,844038
nm7126405,Kiran Rao Paruvella,5345596
nm0872868,Laurence Trimble,288020
nm3746566,Pasquale Murena,12311759
nm0383856,Weyler Hildebrand,445544
nm0140819,Gene Carroll,12617979
nm3228109,Yupeng Zhou,1592123
nm5452291,Chris Jupp,1255299
nm2645255,Daniel Kremer,122588
nm0565434,Robert McCarty,700011
nm0228479,Robert Ditchburn,1032339
nm1869802,Robert Arnold,502439
nm2184504,Rajasimha,776309
nm0400700,John Hughes,496998
nm5293223,Ari Savonen,49423
nm0852019,Baz Taylor,217760
nm5691616,Anthony White,2050135
nm0080191,Lekhraj Bhakri,589581
nm2318697,Michio Mitsuno,3705925
nm0121400,Gary Burghoff,5452
nm0696093,Darrin Prescott,56853
nm6932286,Stalin Ramalingam,948315
nm0695264,L.V. Prasad,233036
nm1628232,Byeong-gan Yang,1473621
nm0893227,Albie Venter,4996216
nm7342784,M. Nimesh Varshan,13085935
nm0488814,Keith Larsen,37251
nm0079729,Eddie Beverly Jr.,1088084
nm1265678,Michael Phillip Edwards,260627
nm1347107,Krishnakant Pandya,1523941
nm0464742,Pawel Komorowski,625408
nm1377673,Austin Andrews,168533
nm0324347,Peter Goedel,1018428
nm0882883,Jack Vacek,259081
nm3575376,Michael Wade Johnson,963167
nm2594913,Virág Zomborácz,673032
nm0335942,Dolorès Grassian,9570427
nm1390536,Pepe Marcos,1071840
nm1546686,Alice Lowe,9028
nm5484842,Ba Vu Nguyen,7794949
nm1103578,Douglas Ray,570498
nm0045898,Walter Baczynsky,7931169
nm0695060,Rubens da Silva Prado,435690
nm0151390,Jared Chandler,89274
nm8476649,Baldev S. Jhingan,12145249
nm6096731,Paulo Munhoz,733502
nm4761947,Bonifacio Angius,391232
nm0863853,Daniel Tinayre,477079
nm0812479,Viktor Sokolov,1464411
nm0151751,Kil-soo Chang,2030678
nm0285710,Joe Ford,4692814
nm3865717,Lex Sidon,650633
nm0523769,Xuechang Lu,4559609
nm0740363,Tom Rooney,3084383
nm0322611,Jack Glenn,1472989
nm0529390,Pavel Lyubimov,1225067
nm3308199,Jöns Jönsson,575346
nm0138156,Rune Carlsten,1798020
nm4420679,Sanjoy Nag,1550021
nm0233676,Angelo Dorigo,10812934
nm1076635,Gustavo Alex Giannini,251117
nm0875173,Athina Tsoulis,3598439
nm5530601,Rajaputra Ranjith,366267
nm0713283,Jack Raymond,317058
nm4744434,Chaoyang Niu,796372
nm0246206,Efim Dzigan,1202985
nm4579025,Jonathan Stien,2123587
nm5814133,Toma Enache,358870
nm0399065,Ying Wong,1775383
nm1030424,Keval P. Kashyap,9949753
nm3872651,Boaz Armoni,12309756
nm5239516,Philip Cappello,1209378
nm4494242,Erica Summers,1174329
nm0616107,A. Muthu,2078802
nm0163357,Garrett Clancy,1862442
nm0461922,Sing-Pui O,416879
nm0023119,Sirus Alvand,584146
nm3653567,Chris Tempel,1743275
nm0712257,Vincent Ravalec,586601
nm5561974,P. Sheshadri,505386
nm4408957,Vineet Khetrapal,1205445
nm0072329,Carlos Benpar,416282
nm4603556,Quicksilver,6916756
nm0172334,Gunther Collins,601706
nm1746170,Frank Matson,1134301
nm4251911,Alan Becker,184567
nm3056909,Dayanand,8789964
nm3690857,Jody Marriott Bar-Lev,402197
nm0726952,Dina Zvi-Riklis,1826527
nm9608250,Pitchumani,10461863
nm0886208,Robert van de Coolwijk,825424
nm10026276,Patrick Dolan,695253
nm0406135,Zygmunt Hübner,447071
nm8506442,Noel Escondo,819473
nm0333753,Susi Graf,11608452
nm4646355,Alok Nembang,676309
nm4257365,Dong-Yeop Sin,1749930
nm0086095,Andrei Blaier,254846
nm4182891,Ken'ichi Ohmori,1691928
nm1908073,Eric Kepner,6368230
nm1465817,Thijs Römer,72361
nm1093028,Peggy Bruen,387070
nm3598167,Miguel Urrutia,503294
nm2078220,James June Schneider,1332809
nm1531492,Gyanendra Bahadur Deuja,1755169
nm2752212,Haruo Inoue,927917
nm0107271,Dan Brennan,693838
nm4446337,Soner Caner,180400
nm1586089,Maruti,276802
nm1736906,Benjamin Busch,80934
nm2385664,Henry Weintraub,7894635
nm6923829,Abdullah H. Abuljadail,1346380
nm0824216,Giorgio Stegani,323823
nm0879780,Teruyoshi Uchimura,852693
nm0220204,Pouran Derakhshandeh,547312
nm0706480,Vedantam Raghavaiah,756387
nm0137081,Michael Cargile,630113
nm0498300,Su Li,985936
nm0861336,Robert Thornby,1482865
nm0841049,Torben Anton Svendsen,1632240
nm0172523,Max Allan Collins,128358
nm0051019,Béla Balogh,2095550
nm0424472,Albert Johnson,189846
nm0106423,George P. Breakston,208359
nm0182818,Peter Cotes,380511
nm0503305,Tom LePine,1233210
nm0616601,Walter C. Mycroft,8043922
nm0051367,Jaroslav Balík,10607251
nm0635741,Mehdi Norowzian,258689
nm0622532,Rene Naufahu,87763
nm1126276,Chang-geun Jeon,11843430
nm0365789,Norman Harrison,1287582
nm1013670,Michael Thorp,4170335
nm0541762,Kay Mander,3644813
nm0118839,Leonard Buczkowski,1861786
nm0769585,Armand Schaefer,214443
nm8142837,Jamshed Jan Muhammad,2174552
nm0742915,Marianna Roshal,1644455
nm1120043,Jeffrey Wolinski,1854780
nm0218404,Aristide Demetriade,2651991
nm6118316,Geoff Wilson,8604536
nm0134252,Raymond Cannon,908915
nm0182386,Andrea Costantini,1492581
nm0690942,Henry Poon,3852228
nm8574481,Ken Richardson,3732897
nm5445941,Shiv Kumar,632992
nm0850466,Aarne Tarkas,333124
nm0305693,José García Hernández,544049
nm0098960,Jean-Louis Bouchaud,9116489
nm0415151,Henry Jacques,3689462
nm1167227,Jóakim Reynisson,8948041
nm0323418,Wolfgang Glück,550580
nm0837729,S. Sukhdev,487741
nm0067384,Amo Bek-Nazaryan,170336
nm0281243,Marta Flantz,4637645
nm0649572,Ryszard Ordynski,532737
nm1595279,Leonardo L. Garcia,1328375
nm0890086,Max Varnel,948710
nm0127635,Jean Maley,1361229
nm0583183,Jean Meyer,926316
nm1128822,Manik Chatterjee,733022
nm0558594,Louis Mathew,1336829
nm0927445,Robert Wiemer,363241
nm1267716,Rodrigo Bellott,285828
nm0140342,Jean Larriaga,715325
nm0296685,Boris Frumin,622742
nm1410423,Todd Jason Cook,245492
nm0782779,Rodoh Seji,7082460
nm0759135,Aleksei Saltykov,1922493
nm0553428,Rene Martinez Jr.,571842
nm0649482,Catherine Ord,2888204
nm0837208,Liliek Sudjio,439344
nm0394873,Leonard J. Horn,473246
nm0486600,Olivier Langlois,548424
nm1007581,Manobala,73096
nm0672394,Pauli Pentti,718521
nm1345841,Feroz Chinoy,397918
nm0665264,Guram Pataraia,3041604
nm1258010,Achiel Nasrun,1658138
nm0117725,Jürgen Brüning,510233
nm0158920,Giuli Chokhonelidze,281561
nm0454148,Lung Chien,796635
nm9259804,Rocko Zevenbergen,360136
nm0857409,Lars G. Thelestam,717591
nm0622325,Christopher Nation,308107
nm4918035,Richard Knight Jr.,1771800
nm0334552,Nikos Grammatikos,259820
nm1588773,Vinod Talwar,188780
nm0668824,Barry Peak,2132198
nm0912383,Lothar Warneke,629094
nm4858613,Isaac Fenter,1929197
nm9105073,Marcus Scott,1201342
nm12104628,Atish Tripathi,11053595
nm7531377,Pavel,538406
nm0126996,Florian Mischa Böder,8412657
nm1856701,Levent Demirkale,1066479
nm0119685,Rudolf Buitendach,54007
nm1362697,John Poague,364927
nm2993483,Simon Hill,320642
nm12079608,Minnal Murugan,877894
nm2098458,Tony Baez Milan,706464
nm0155641,Wen-tang Cheng,794505
nm1050097,Isaki Lacuesta,144473
nm5936406,Kumaravelan,762653
nm3237136,Abel Berry,220356
nm8942747,Selena D.,659979
nm0960965,Kaushik Ghatak,1126686
nm12795462,Zhao Xiaoou,10578304
nm8717928,Kim Jong-jin,10046254
nm1533465,Najaa Young,470093
nm7850791,Ümit Köreken,312407
nm0667038,Paul Rapp,84881
nm11335759,Polygalov Arseniy,9062169
nm1814880,Martin Lund,283395
nm6907202,Ivan Bernard Hruska,5849212
nm2091299,Dong Han,12562946
nm11201615,Dineshkumar Subashchandra,7369533
nm0869115,Bruce Toscano,635151
nm6617642,Jason Young,6218088
nm1954740,Gert Ludewig,12640827
nm0211725,Mauricio de Sousa,220351
nm1199770,Murali Nagavally,347297
nm0663328,Larry Parr,546114
nm12006149,Derick Muller,9033819
nm0179018,Ricardo Coral,1068882
nm2486735,Aaron Boltz,1043265
nm1258367,Avril E. Russell,355903
nm8564922,Huy Yaleng,1098182
nm1240779,Bayo Akinfemi,82217
nm5222178,Erdem Tepegöz,121147
nm0655230,Henri Pachard,98065
nm10203216,Zeekay,1365273
nm7609904,Shashank Udapurkar,142841
nm11734226,Wangmi,11439249
nm1509181,Roberto Carminati,9660652
nm2199272,Raama Mehra,1365580
nm7924272,Narasimha Nandi,2103847
nm0599214,João César Monteiro,80201
nm13341273,Joon Oh,1841128
nm0645967,Juan Carlos Olaria,3007611
nm4473775,Srikanth 'Sri' Appalaraju,1357076
nm5758702,V. Ravichandran,109022
nm0072872,Thomas Bentley,1083204
nm10057054,Chetan Maddineni,559719
nm1768247,Julius Alfonso,1060904
nm12043111,Xifan Dai,3181309
nm1932967,David Leo,233819
nm1815960,Trevor King,4926160
nm6710715,Maria Brenda Acopiado,107671
nm0163227,Philippe Clair,550264
nm9096869,Ullas Unnikrishnan,11200312
nm0681467,Miguel Picazo,305997
nm8868807,Nicolás Iaciancio,2145586
nm0704694,Vijay Raaz,29804
nm0440052,Abai Karpykov,9436494
nm10476801,Clint Drago,12603738
nm0745230,Jim Rothman,628049
nm0074163,Edward Berger,17035
nm0503663,Stefan Lernous,500212
nm0739908,Ruj Ronapop,10578888
nm0950361,Nasiruddin Yousuff,707638
nm5442474,Kevin Nwankwor,1479038
nm9485637,Chiara Campara,9113595
nm8266457,Tian Yao,1627627
nm12991667,ShamSurya JohnPaulRaj,11488928
nm4658533,Basil da Cunha,178306
nm0790281,Jack Shea,113486
nm10058781,Alexandre David Lejuez,468452
nm8202366,Vahid Amirkhani,10318398
nm1415463,Diederik Ebbinge,144638
nm5872114,Carlyle Stewart,11561243
nm1766055,Dave Hill,162979
nm0441940,Leonard Katzman,95744
nm1078916,William Lu,6751871
nm2129355,Harnath Policherla,689711
nm0725526,Ronnie Ricketts,236668
nm1571927,Leif Holt,401538
nm5297236,Anthony James Faure,578799
nm1211137,Isabel de Ocampo,260819
nm12780382,Balaraju M.,1435376
nm11261505,Ren Yingjian,2136810
nm7762768,Hatsuki Yokoo,12887219
nm0764314,P.L. Santoshi,178515
nm3443921,Thomas Knight Reign,1037232
nm0704664,Ilmar Raag,142927
nm0371565,Walker Haynes,253993
nm8670230,Kate Bohan,208242
nm10523965,Kwame Kyei Baffour,945572
nm0462029,Masahiro Kobayashi,272264
nm10071881,Shiva Ganesh,12300326
nm7511697,Soo Sung Lee,329145
nm1029659,Kamran Ghadakchian,1700100
nm2256820,Tony D'Alessio,7699891
nm5717829,Vinicius J. Santos,9068572
nm0623321,Sadhana Shivdasani,50030
nm4856709,Fairul Nizam Ablah,651086
nm9375624,Harikrishna S.,6768785
nm0453956,Poulad Kimiayi,267596
nm10075676,MaJaMa,606409
nm6864127,Lomorpich Rithy,6068280
nm4252354,Helier Bissell-Thomas,2043796
nm8087836,Stephen Meret,5967616
nm12175073,Jake Sway,8420446
nm4604633,Scott Schwartz,623063
nm2705964,Grant McPhee,394256
nm3043439,Sean Cranston,254966
nm5957420,Ben Winston,8163406
nm10521526,Shabeer Yena,11600029
nm10091596,Kevin Jimenez Bernal,1487829
nm3973781,Xian Lim,77634
nm3498249,João Paulo Simões,174319
nm9134628,Brittany Ballantyne,826136
nm10283020,George Dibble,602928
nm3405997,Toshiya Kominami,1411464
nm10366049,Víctor Leali,9305219
nm5433696,Maksim Boev,1823107
nm0653949,Jonas Overton,1340197
nm0862692,Paul Tickell,486188
nm0104150,Todd Braley,322110
nm1463602,Kiko Goifman,1976391
nm3420862,Aurélia Mengin,415576
nm9102026,Nick Sapwell,3075411
nm9383676,Sikkandhar Dulkarnain,12577105
nm4424310,Shilpa Krishnan Shukla,1961852
nm7644226,Bikash Raj Acharya,1920526
nm0759070,James Salter,231429
nm4297896,L. Tanner Smith,532494
nm1839743,André Erkau,810376
nm1672074,Eubulus Timothy,1354237
nm3123035,Huayang Fu,1744549
nm9767413,Sundar Surya,10716359
nm6837112,Victoria Sutton,1985652
nm1743370,Ahmet Sönmez,467249
nm6581156,Taavi Peelo,427412
nm7424878,Miguel Berzal de Miguel,1918944
nm9860928,Sumeesh Ramakrishnan,6206288
nm10072518,Ramana Mogili,640158
nm6657727,Chris Carmona,950583
nm4886312,Marc Ferrer,356577
nm4485256,Maxi Velloso,802824
nm4793918,Alfredo Castruita,570170
nm5083208,Cody Kussoy,966917
nm7972249,Kaiyang Jiang,3422229
nm2370244,Charliebebs Gohetia,1281459
nm9728696,P.S. Arjun,8002521
nm9546797,Kalyana Chandrasekera,3627062
nm5525290,Michael Chapman,311665
nm3919676,Adam Schabow,1972936
nm3083885,Mann Munoz,986101
nm9528884,Akiko Kodama,11872810
nm1867722,Teddy Soeriaatmadja,274624
nm0815738,Mohammed Soudani,913565
nm5364588,Scarlet Moreno,284520
nm0901295,Ivan Vojnár,10782828
nm7510401,Bhaurao Nanasaheb Karhade,5493054
nm0067946,Néjib Belkadhi,831924
nm1961741,Pablo Aragüés,786513
nm9710596,Saleem Baba,2170152
nm5005683,Roberto Albanesi,610423
nm0736496,Koos Roets,699655
nm0066823,Olivier Beguin,1928715
nm0180260,Jonas Cornell,637225
nm1032748,Theeratorn Siriphunvaraporn,1103648
nm2817144,Mel Mills,590977
nm10157940,Yang Cheng,3978096
