Column1;ID;titre_original;acteur_1;acteur_2;acteur_3;acteur_4;real_1;real_2;real_3;scen_1;scen_2;scen_3;distrib_1;distrib_2;distrib_3;genre_1;genre_2;genre_3;genre_4;genre_5;genre_6;genre_7;pays;jour_sortie;mois_sortie;annee_sortie;day_of_week_sortie;note_presse;duree;premiere_semaine_france;budget
6775;235394;Un Jeune Poète;Rémi Taffanel; Enzo Vassallo; Léonore Fernandes; Christophe Caballero;Damien Manivel;;;Damien Manivel; Isabel Pagliai; Suzana Pedro;Shellac;;;Comédie dramatique;;;;;;;France;29.0;4.0;2015.0;2.0;3.5;71.0;2135.0;
6776;235399;Pension complète;Franck Dubosc; Gérard Lanvin; Pascale Arbillot; Audrey Dana;Florent Siri;;;Cécile Sellam; Mathieu Oullion; Matt Alexander;StudioCanal;;;Comédie;;;;;;;France;30.0;12.0;2015.0;2.0;1.3;85.0;167711.0;
6777;235401;Compostelle, le chemin de la vie;;;;;Freddy Mouchard;;;Freddy Mouchard;;;Betel films;;;Documentaire;;;;;;;France;1.0;4.0;2015.0;2.0;2.8;98.0;310.0;
6778;235405;On est vivants;;;;;Carmen Castillo;;;Carmen Castillo;;;Happiness Distribution;;;Documentaire;;;;;;;France;29.0;4.0;2015.0;2.0;2.9;103.0;2800.0;
6779;235406;L'Homme qui répare les femmes;;;;;Thierry Michel;;;Colette Braeckman; Thierry Michel; Christine Pireaux;JHR Films;;;Documentaire;;;;;;;Belgique;17.0;2.0;2016.0;2.0;3.8;112.0;5258.0;
6780;235408;Neighbors 2: Sorority Rising;Seth Rogen; Zac Efron; Rose Byrne; Chloë Grace Moretz;Nicholas Stoller;;;Jay Cohen; Seth Rogen;" Brendan O&#039;Brien";Universal Pictures International France;;;Comédie;;;;;;;U.S.A.;6.0;7.0;2016.0;2.0;2.5;93.0;217611.0;$35,000,000 (estimated)
6781;235433;Salt and Fire;Michael Shannon; Gael García Bernal; Veronica Ferres; Werner Herzog;Werner Herzog;;;Werner Herzog; Tom Bissell;;Potemkine Films;;;Thriller;;;;;;;U.S.A.;7.0;12.0;2016.0;2.0;1.8;93.0;4400.0;$23,888
6782;235439;Opération Correa;;;;;Pierre Carles;;;Pierre Carles;;;Les Films des Deux Rives;;;Documentaire;;;;;;;France;15.0;4.0;2015.0;2.0;3.9;84.0;197.0;
6783;235465;Brimstone;Dakota Fanning; Guy Pearce; Carice van Houten; Kit Harington;Martin Koolhoven;;;Martin Koolhoven;;;The Jokers ; Les Bookmakers;;Drame; Thriller; Western;;;;;Pays-Bas;22.0;3.0;2017.0;2.0;3.0;149.0;20654.0;€12,000,000 (estimated)
6784;235470;Esto Es Lo Que Hay;"Aldo Baquero Rodriguez &#039;El Aldeano&#039;";" Silvio Liam Rodriguez &#039;Silvito el Libre&#039;"; Bian Oscar Rodriguez Gala;;Léa Rinaldi;;;Léa Rinaldi; Léa Rinaldi;;JHR Films;;;Documentaire;;;;;;;France;2.0;9.0;2015.0;2.0;3.4;111.0;3360.0;
6785;235471;Little go girls;;;;;Eliane de Latour;;;Eliane de Latour;;;JHR Films;;;Documentaire;;;;;;;France;9.0;3.0;2016.0;2.0;2.8;93.0;967.0;
6786;235484;Edgar Morin, Chronique d'un regard;Edgar Morin;;;;Céline Gailleurd; Oliver Bohler;;;;;Tamasa Distribution;;;Documentaire;;;;;;;France;29.0;4.0;2015.0;2.0;3.4;81.0;882.0;
6787;235507;Carole Matthieu;Isabelle Adjani; Corinne Masiero; Lyes Salem; Ola Rapace;Louis-Julien Petit;;;Louis-Julien Petit; Samuel Doux; Fanny Burdino;Paradis Films;;;Drame; Thriller;;;;;;France;19.0;11.0;2016.0;5.0;2.8;85.0;2719.0;
6788;235526;Sky;Diane Kruger; Norman Reedus; Gilles Lellouche; Lena Dunham;Fabienne Berthaud;;;Fabienne Berthaud; Pascal Arnold;;Haut et Court;;;Drame;;;;;;;France;6.0;4.0;2016.0;2.0;2.7;103.0;17657.0;
6789;235571;Bang Gang (Une Histoire D'Amour Moderne);Finnegan Oldfield; Marilyn Lima; Lorenzo Lefebvre; Daisy Broom;Eva Husson;;;Eva Husson;;;Ad Vitam;;;Drame;;;;;;;France;13.0;1.0;2016.0;2.0;2.9;102.0;20116.0;$136,891
6790;235572;L'Oeil du Cyclone;"Maïmouna N&#039;Diaye"; Fargass Assandé; Abidine Dioari; Issaka Sawouadogo;Sékou Traoré;;;Luis Marques; Christophe Lemoine (II);;Destiny Films;;;Drame;;;;;;;France;22.0;11.0;2017.0;2.0;2.9;104.0;144.0;
6791;235582;Le Grand Bain;Mathieu Amalric; Guillaume Canet; Benoît Poelvoorde; Jean-Hugues Anglade;Gilles Lellouche;;;Gilles Lellouche; Ahmed Hamidi; Julien Lambroschini;StudioCanal;;;Comédie; Drame;;;;;;France;24.0;10.0;2018.0;2.0;4.1;122.0;1527394.0;$39,208,480
6792;235589;An;Kiki Kirin; Masatoshi Nagase; Kyara Uchida; Miyoko Asada;Naomi Kawase;;;Naomi Kawase; Durian Sukegawa;;Haut et Court;;;Comédie; Drame;;;;;;France;27.0;1.0;2016.0;2.0;3.9;113.0;67743.0;¥234,000,000 (estimated)
6793;235590;Le Jeune Karl Marx;August Diehl; Stefan Konarske; Vicky Krieps; Olivier Gourmet;Raoul Peck;;;Raoul Peck; Pascal Bonitzer; Pierre Hodgson;Diaphana Distribution;;;Biopic; Drame; Historique;;;;;France;27.0;9.0;2017.0;2.0;3.2;118.0;50733.0;€9,500,000 (estimated)
6794;235591;Un Profil Pour Deux;Pierre Richard; Yaniss Lespert; Fanny Valette; Stéphane Bissot;Stéphane Robelin;;;Stéphane Robelin;;;La Belle Company;;;Comédie; Romance;;;;;;France;12.0;4.0;2017.0;2.0;3.0;101.0;70305.0;€9,000,000 (estimated)
6795;235606;Comme des garçons;Max Boublil; Vanessa Guide; Solène Rigot; Bruno Lochet;Julien Hallard;;;Julien Hallard; Jean-Christophe Bouzy; Julien Hallard;Mars Films;;;Comédie;;;;;;;France;25.0;4.0;2018.0;2.0;3.8;90.0;59758.0;$592,954
6796;235620;Un Sac De Billes;Dorian Le Clech; Batyste Fleurial; Patrick Bruel; Elsa Zylberstein;Christian Duguay;;;Alexandra Geismar; Jonathan Allouche; Benoît Guichard;Gaumont Distribution;;;Drame;;;;;;;France;18.0;1.0;2017.0;2.0;3.1;114.0;406076.0;$21,400,000 (estimated)
6797;235632;Annette;Adam Driver; Marion Cotillard; Simon Helberg; Devyn McDowell;Leos Carax;;;Ron Mael; Russell Mael; Leos Carax;UGC Distribution;;;Drame; Comédie musicale; Romance;;;;;France;7.0;7.0;2021.0;2.0;3.9;140.0;66761.0;
6798;235657;Tout de suite maintenant;Agathe Bonitzer; Vincent Lacoste; Lambert Wilson; Isabelle Huppert;Pascal Bonitzer;;;Pascal Bonitzer; Agnès De Sacy; Pascal Bonitzer;Ad Vitam;;;Drame;;;;;;;France;22.0;6.0;2016.0;2.0;3.5;98.0;92025.0;$1,251,878
6799;235668;Inupiluk + Le film que nous tournerons au Groenland;Thomas Blanchard; Thomas Scimeca; Ole Eliassen; Adam Eskildsen;Sébastien Betbeder;;;Sébastien Betbeder;;;UFO Distribution;;;Comédie;;;;;;;France;25.0;2.0;2015.0;2.0;3.0;64.0;1025.0;
6800;235694;Howard Zinn, une histoire populaire américaine;Howard Zinn; Noam Chomsky; Chris Hedges;;Olivier Azam; Daniel Mermet;;Olivier Azam; Daniel Mermet;;Les Films des Deux Rives;;;Documentaire;;;;;;;France;29.0;4.0;2015.0;2.0;3.0;106.0;6784.0;
6801;235700;Le Coeur régulier;Isabelle Carré; Jun Kunimura; Niels Schneider; Fabrizio Rongione;"Vanja D&#039;Alcantara";;;"Vanja D&#039;Alcantara"; Olivier Adam; Gilles Taurand;Condor Distribution;;;Drame;;;;;;;Belgique;30.0;3.0;2016.0;2.0;2.9;95.0;26599.0;
6802;235734;Ils sont partout;Yvan Attal; Benoît Poelvoorde; Valérie Bonneton; Dany Boon;Yvan Attal;;;Yvan Attal; Emilie Frèche;;Wild Bunch Distribution;;;Comédie;;;;;;;France;1.0;6.0;2016.0;2.0;2.2;111.0;100097.0;$1,211,744
6803;235738;Francisco: el Padre Jorge;Dario Grandinetti; Silvia Abascal; Laura Novoa; Leonor Manso;Beda Docampo Feijóo; Eduardo Giana;;Beda Docampo Feijóo; Elisabetta Piqué;;Saje Distribution;;;Biopic; Drame;;;;;;Argentine;28.0;9.0;2016.0;2.0;2.9;104.0;36996.0;$1,784,438
6804;235757;Muse;Elliot Cowan; Franka Potente; Ana Ularu; Manuela Vellés;Jaume Balagueró;;;Jaume Balagueró; Fernando Navarro;;The Jokers ; Les Bookmakers;;Fantastique; Epouvante-horreur; Thriller;;;;;Espagne;4.0;4.0;2018.0;2.0;2.2;107.0;120.0;
6805;235769;Saint Amour;Gérard Depardieu; Benoît Poelvoorde; Vincent Lacoste; Céline Sallette;Benoît Delépine; Gustave Kervern;;Benoît Delépine; Gustave Kervern;;Le Pacte;;;Comédie; Drame;;;;;;France;2.0;3.0;2016.0;2.0;3.4;102.0;268187.0;$3,280,041
6806;235771;Creative Control;Benjamin Dickinson; Nora Zehetner; Dan Gill; Alexia Rasmussen;Benjamin Dickinson;;;Benjamin Dickinson; Micah Bloomberg;;Damned Distribution;;;Drame;;;;;;;U.S.A.;9.0;11.0;2016.0;2.0;3.0;97.0;464.0;$1,000,000 (estimated)
6807;235817;Trois contes de Borges;Hector Spivak; Juan Pablo Miño; Frédérique Monblanc; Adriano Do Vale Salguerio;Maxime Martinot;;;Jorge Luis Borges;;;Vendredi Distribution;;;Aventure;;;;;;;France;4.0;7.0;2018.0;2.0;3.2;77.0;506.0;
6808;235818;Brûle la mer;;;;;Nathalie Nambot; Maki Berchache;;;;;Les Films de l'Atalante;;;Documentaire;;;;;;;France;9.0;11.0;2016.0;2.0;3.6;75.0;292.0;
6809;235828;Robin Hood;Taron Egerton; Jamie Foxx; Jamie Dornan; Eve Hewson;Otto Bathurst;;;Ben Chandler; David James Kelly;;Metropolitan FilmExport;;;Action; Aventure;;;;;;U.S.A.;28.0;11.0;2018.0;2.0;2.0;116.0;197360.0;
6810;235845;DieuMerci !;Lucien Jean-Baptiste; Baptiste Lecaplain; Delphine Théodore; Olivier Sitruk;Lucien Jean-Baptiste;;;Grégory Boutboul;;;Wild Bunch Distribution;;;Comédie;;;;;;;France;9.0;3.0;2016.0;2.0;3.3;95.0;74650.0;€3,628,121 (estimated)
6811;235862;Arrête ton Cinéma!;Sylvie Testud; Josiane Balasko; Zabou Breitman; Fred Testot;Diane Kurys;;;Diane Kurys; Sylvie Testud; Sylvie Testud;Bac Films;;;Comédie;;;;;;;France;13.0;1.0;2016.0;2.0;3.0;90.0;83248.0;$5,033
6812;235872;La Marcheuse;Qiu Lan; Yannick Choirat; Louise Chen; Philippe Laudenbach;Naël Marandin;;;Naël Marandin; Marion Doussot;;Rezo Films;;;Drame; Thriller;;;;;;France;3.0;2.0;2016.0;2.0;3.0;80.0;4421.0;
6813;235874;Sarusuberi: Miss Hokusai;;;;;Keiichi Hara;;;Miho Maruo; Hinako Sugiura;;Eurozoom;;;Animation; Biopic; Drame; Historique;;;;Japon;2.0;9.0;2015.0;2.0;3.9;93.0;19196.0;$222,670
6814;235875;À peine j'ouvre les yeux;Baya Medhaffar; Ghalia Benali; Aymen Omrani; Montassar Ayari;Leyla Bouzid;;;Leyla Bouzid; Marie-Sophie Chambon;;Shellac;;;Drame;;;;;;;France;23.0;12.0;2015.0;2.0;3.8;106.0;23107.0;$30,989
6815;235886;Mile 22;Mark Wahlberg; Lauren Cohan; Iko Uwais; Ronda Rousey;Peter Berg;;;Lea Carpenter; Graham Roland; Lea Carpenter;Metropolitan FilmExport;;;Action; Thriller;;;;;;U.S.A.;29.0;8.0;2018.0;2.0;3.1;95.0;119049.0;$50,000,000 (estimated)
6816;235888;Loba;;;;;Catherine Béchard;;;;;;Ibéri Films;;;Documentaire;;;;;;;Espagne;8.0;4.0;2015.0;2.0;3.8;89.0;15.0;
6817;236006;Shut In;Naomi Watts; Oliver Platt; Charlie Heaton; Jacob Tremblay;Farren Blackburn;;;Christina Hodson;;;EuropaCorp Distribution;;;Fantastique; Thriller;;;;;;France;30.0;11.0;2016.0;2.0;2.8;90.0;56727.0;
6818;236025;Antigang;Jean Reno; Caterina Murino; Alban Lenoir; Thierry Neuvic;Benjamin Rocher;;;François Loubeyre; Tristan Schulmann;;SND;;;Action; Policier;;;;;;France;19.0;8.0;2015.0;2.0;2.3;93.0;193422.0;$3,056,677
6819;236040;Umimachi Diary;Haruka Ayase; Masami Nagasawa; Kaho; Suzu Hirose;Hirokazu Kore-eda;;;Hirokazu Kore-eda; Akimi Yoshida;;Le Pacte;;;Drame;;;;;;;Japon;28.0;10.0;2015.0;2.0;3.6;128.0;48106.0;$467,555
6820;236050;Café Society;Jesse Eisenberg; Kristen Stewart; Steve Carell; Blake Lively;Woody Allen;;;Woody Allen;;;Mars Films;;;Comédie; Drame; Romance;;;;;U.S.A.;11.0;5.0;2016.0;2.0;4.1;96.0;365813.0;$30,000,000 (estimated)
6821;236088;Kishibe no tabi;Eri Fukatsu; Tadanobu Asano; Yû Aoi; Akira Emoto;Kiyoshi Kurosawa;;;Kiyoshi Kurosawa; Takashi Yujita; Kazumi Yumoto;Condor Distribution;;;Drame; Romance;;;;;;France;30.0;9.0;2015.0;2.0;4.3;127.0;30117.0;$70,296
6822;236089;Amis publics;Kev Adams; Vincent Elbaz; Paul Bartel (II); Chloé Coulloud;Edouard Pluvieux;;;Grégory Boutboul; John Eledjam; Kev Adams;La Belle Company;;;Comédie;;;;;;;France;17.0;2.0;2016.0;2.0;2.7;98.0;404366.0;
6823;236098;In the Room;Josie Ho; George Young; Woo-sik Choi; Kim Kkot-bi;Eric Khoo;;;Jonathon Lim; Andrew Hook;;Condor Distribution;;;Drame; Romance;;;;;;Singapour;24.0;8.0;2016.0;2.0;3.4;104.0;13222.0;SGD 1,000,000 (estimated)
6824;236105;Sunrise;Adil Hussain; Tannishtha Chatterjee; Ashalata Wabgaonkar; Rakesh Mehra;Partho Sen-Gupta;;;Partho Sen-Gupta;;;Eurozoom;;;Drame;;;;;;;Inde;2.0;3.0;2016.0;2.0;3.3;85.0;1305.0;700000.0
6825;236133;Que viva Eisenstein !;Elmer Bäck; Luis Alberti; Maya Zapata; Rasmus Slätis;Peter Greenaway;;;Peter Greenaway;;;Pyramide Distribution;;;Biopic;;;;;;;Pays-Bas;8.0;7.0;2015.0;2.0;3.2;105.0;10725.0;
6826;236147;Orel & Gringe;Orelsan; Gringe; Seydou Doucouré; Claude Urbiztondo Llarch;Orelsan; Christophe Offenstein;;Orelsan; Christophe Offenstein; Stéphanie Murat;Orange Studio;;;Comédie; Comédie musicale;;;;;;France;9.0;12.0;2015.0;2.0;3.4;90.0;98370.0;1800000.0
6827;236155;Bakemono No Ko;;;;;Mamoru Hosoda;;;Mamoru Hosoda;;;Gaumont Distribution;;;Aventure; Animation;;;;;;Japon;13.0;1.0;2016.0;2.0;4.0;119.0;1943.0;$490,643
6828;236169;La Cité muette;;;;;Sabrina Van Tassel;;;;;;DistriB Films;;;Documentaire;;;;;;;France;13.0;5.0;2015.0;2.0;3.1;88.0;680.0;€100,000 (estimated)
6829;236216;Sangre de mi sangre;;;;;Jérémie Reichenbach;;;;;;ISKRA;;;Documentaire;;;;;;;France;22.0;4.0;2015.0;2.0;4.0;78.0;357.0;
6830;236218;Tout schuss;José Garcia; Manon Valentin; Melha Bedia; François Deblock;François Prévôt-Leygonie; Stephan Archinard;;Serge Lamadie; Stephan Archinard; François Prévôt-Leygonie;SND;;;Comédie;;;;;;;France;13.0;1.0;2016.0;2.0;1.8;96.0;201653.0;$3,630,580
6831;236231;Ooops ! Noah is gone;;;;;Toby Genkel; Sean McCormack (II);;Mark Hodkinson; Toby Genkel; Richard Conroy;Paradis Films;;;Aventure; Animation;;;;;;Allemagne;9.0;12.0;2015.0;2.0;3.2;86.0;97019.0;€8,400,000 (estimated)
6832;236237;Mercenaire;Toki Pilioko; Iliana Zabeth; Mikaele Tuugahala; Laurent Pakihivatau;Sacha Wolff;;;Sacha Wolff;;;Ad Vitam;;;Drame;;;;;;;France;5.0;10.0;2016.0;2.0;3.6;104.0;15229.0;$82,933
6833;236242;Gaston Lagaffe;Théo Fernandez; Pierre-François Martin-Laval; Arnaud Ducret; Jérôme Commandeur;Pierre-François Martin-Laval;;;Pierre-François Martin-Laval; Mathias Gavarry; André Franquin;UGC Distribution;;;Comédie;;;;;;;France;4.0;4.0;2018.0;2.0;2.1;83.0;236756.0;$20,000,000 (estimated)
6834;236295;El abrazo de la serpiente;Jan Bijvoet; Brionne Davis; Nilbio Torres; Antonio Bolivar;Ciro Guerra;;;Ciro Guerra; Jacques Toulemonde Vidal;;Diaphana Distribution;;;Aventure; Drame;;;;;;Colombie;23.0;12.0;2015.0;2.0;4.1;124.0;20309.0;$1,400,000 (estimated)
6835;236312;Un Petit Boulot;Romain Duris; Michel Blanc; Alice Belaïdi; Gustave Kervern;Pascal Chaumeil;;;Michel Blanc; Iain Levinson; Michel Blanc;Gaumont Distribution;;;Comédie;;;;;;;France;31.0;8.0;2016.0;2.0;3.5;97.0;163510.0;$2,987,328
6836;236320;Le Secret des banquises;Guillaume Canet; Charlotte Le Bon; Anne Le Ny;" Patrick d&#039;Assumçao";Marie Madinier;;;Marie Madinier;;;Mars Films;;;Comédie;;;;;;;France;22.0;6.0;2016.0;2.0;3.0;81.0;12292.0;$63,828
6837;236349;Je compte sur vous;Vincent Elbaz; Julie Gayet; Zabou Breitman; Ludovik;Pascal Elbé;;;Pascal Elbé; Isaac Sharry;;Rezo Films;;;Comédie dramatique; Thriller;;;;;;France;30.0;12.0;2015.0;2.0;2.5;98.0;81868.0;$762,935
6838;236367;La Promesse de l'aube;Charlotte Gainsbourg; Pierre Niney; Didier Bourdon; Jean-Pierre Darroussin;Eric Barbier;;;Eric Barbier; Marie Eynard; Romain Gary;Pathé;;;Biopic; Drame;;;;;;France;20.0;12.0;2017.0;2.0;3.3;131.0;250088.0;$9,242,157
6839;236389;The Girl With All The Gifts;Gemma Arterton; Glenn Close; Paddy Considine; Sennia Nanua;Colm McCarthy;;;Mike Carey (II); Mike Carey (II);;La Belle Company;;;Drame; Epouvante-horreur; Thriller;;;;;Grande-Bretagne;28.0;6.0;2017.0;2.0;3.3;112.0;60193.0;£4,000,000 (estimated)
6840;236397;Morgan;Kate Mara; Anya Taylor-Joy; Toby Jones; Rose Leslie;Luke Scott;;;Seth W. Owen;;;Twentieth Century Fox France;;;Epouvante-horreur; Science Fiction; Thriller;;;;;U.S.A.;28.0;9.0;2016.0;2.0;2.3;92.0;57059.0;8000000.0
6841;236404;Aurora;Amparo Noguera; Luis Gnecco; Jaime Vadell; Francisco Pérez-Bannen;Rodrigo Sepúlveda;;;Rodrigo Sepúlveda;;;Zootrope Films;;;Drame;;;;;;;Chili;24.0;2.0;2016.0;2.0;3.1;83.0;106.0;€200 (estimated)
6842;236409;Demain et tous les autres jours;Luce Rodriguez; Noémie Lvovsky; Mathieu Amalric; Anaïs Demoustier;Noémie Lvovsky;;;Noémie Lvovsky; Florence Seyvos;;Gaumont Distribution;;;Drame;;;;;;;France;27.0;9.0;2017.0;2.0;3.3;91.0;23862.0;€7,000,000 (estimated)
6843;236414;Prendre le Large;Sandrine Bonnaire; Mouna Fettou; Kamal El Amri; Ilian Bergala;Gaël Morel;;;Gaël Morel; Rachid O.;;Les Films du Losange;;;Drame;;;;;;;France;8.0;11.0;2017.0;2.0;3.6;103.0;27562.0;$322,016
6844;236415;Ma Vie De Courgette;;;;;Claude Barras;;;Céline Sciamma; Gilles Paris; Germano Zullo;Gebeka Films;;;Animation; Drame; Famille;;;;;Suisse;19.0;10.0;2016.0;2.0;4.4;66.0;190027.0;€6,500,000 (estimated)
6845;236418;La vache;Fatsah Bouyahmed; Lambert Wilson; Jamel Debbouze; Julia Piaton;Mohamed Hamidi;;;Mohamed Hamidi; Alain-Michel Blanc; Fatsah Bouyahmed;Pathé;;;Comédie;;;;;;;France;17.0;2.0;2016.0;2.0;3.3;91.0;338745.0;$5,300,000 (estimated)
6846;236434;Belye nochi pochtalyona Alekseya Tryapitsyna;Aleksey Tryapitsyn; Irina Ermolova; Timur Bondarenko; Viktor Kolobkov;Andrey Konchalovsky;;;Andrey Konchalovsky; Elena Kiseleva;;ASC Distribution;;;Drame;;;;;;;Russie;15.0;7.0;2015.0;2.0;3.6;101.0;9947.0;€1,200,000 (estimated)
6847;236453;Katie Says Goodbye;Olivia Cooke; Christopher Abbott; Mireille Enos; Mary Steenburgen;Wayne Roberts;;;Wayne Roberts;;;Bodega Films;;;Drame;;;;;;;U.S.A.;18.0;4.0;2018.0;2.0;3.4;88.0;6706.0;
6848;236460;La Prunelle de mes yeux;Mélanie Bernier; Bastien Bouillon; Antonin Fresson; Chloé Astor;Axelle Ropert;;;Axelle Ropert;;;Diaphana Distribution;;;Comédie;;;;;;;France;21.0;12.0;2016.0;2.0;2.2;90.0;4587.0;€68,000 (estimated)
6849;236462;L'Indomptée;Clotilde Hesme; Jenna Thiam; Tchéky Karyo; Pascal Rénéric;Caroline Deruas;;;Caroline Deruas; Maud Ameline; Maud Ameline;Les Films du Losange;;;Drame;;;;;;;France;15.0;2.0;2017.0;2.0;2.5;98.0;3868.0;
6850;236463;Orpheline;Adèle Haenel; Adèle Exarchopoulos; Solène Rigot; Gemma Arterton;Arnaud des Pallières;;;Arnaud des Pallières; Christelle Berthevas;;Le Pacte;;;Drame;;;;;;;France;29.0;3.0;2017.0;2.0;3.2;111.0;39419.0;€4,630,000 (estimated)
6851;236466;Eshtebak;Nelly Karim; Hani Adel; Ahmed Malek; Tarek Abdel Aziz;Mohamed Diab;;;Mohamed Diab; Khaled Diab;;Pyramide Distribution;;;Drame; Thriller;;;;;;France;14.0;9.0;2016.0;2.0;3.3;98.0;10741.0;$18,215
6852;236498;Nocturnal Animals;Amy Adams; Jake Gyllenhaal; Michael Shannon; Aaron Taylor-Johnson;Tom Ford;;;Tom Ford; Austin Wright;;Universal Pictures International France;;;Drame; Thriller;;;;;;U.S.A.;4.0;1.0;2017.0;2.0;2.9;117.0;124137.0;$22,500,000 (estimated)
6853;236527;Neiges d'automne;Armelle Bérengier; Marie Petiot; Alice Dessuant; Céline Bévierre;Hugo Bardin;;;Hugo Bardin; Céline Bévierre;;Cinéma Saint-André des Arts;;;Comédie dramatique;;;;;;;France;27.0;5.0;2015.0;2.0;3.3;95.0;160.0;
6854;236539;No Land's Song;Sara Najafi; Parvin Namazi; Sayeh Sodeyfi; Elise Caron;Ayat Najafi;;;Ayat Najafi;;;Jour2fête;;;Documentaire; Musical;;;;;;Allemagne;16.0;3.0;2016.0;2.0;3.8;95.0;22317.0;
6855;236552;C'est quoi ce travail ?;Nicolas Frize;;;;Luc Joulé; Sébastien Jousse;;Luc Joulé; Sébastien Jousse;;Shellac;;;Documentaire;;;;;;;France;14.0;10.0;2015.0;2.0;3.5;100.0;1569.0;
6856;236566;Kachkaniraqmi;;;;;Javier Corcuera;;;Javier Corcuera; Ana de Prada;;Aloest Distribution;;;Documentaire;;;;;;;Pérou;4.0;11.0;2015.0;2.0;3.0;123.0;437.0;
6857;236567;L'Économie du couple;Bérénice Bejo; Cédric Kahn; Marthe Keller; Catherine Salée;Joachim Lafosse;;;Joachim Lafosse; Fanny Burdino; Mazarine Pingeot;Le Pacte;;;Drame;;;;;;;Belgique;10.0;8.0;2016.0;2.0;3.5;101.0;58616.0;$13,693
6858;236586;Baden Baden;Salomé Richard; Claude Gensac; Swann Arlaud; Olivier Chantreau;Rachel Lang (II);;;Rachel Lang (II); Julie Ghesquiere; Rachel Lang (II);Jour2fête;;;Comédie dramatique;;;;;;;France;4.0;5.0;2016.0;2.0;3.7;99.0;9841.0;€2,000,000 (estimated)
6859;236608;Les Beaux Jours d'Aranjuez;Reda Kateb; Sophie Semin; Jens Harzer; Nick Cave;Wim Wenders;;;Wim Wenders; Peter Handke;;Alfama Films;;;Drame;;;;;;;Allemagne;9.0;11.0;2016.0;2.0;2.5;98.0;5876.0;$91,854
6860;236671;Lamb;Rediat Amare; Indris Mohamed; Surafel Teka; Kidist Siyum;Yared Zeleke;;;Yared Zeleke; Géraldine Bajard;;Haut et Court;;;Drame;;;;;;;France;30.0;9.0;2015.0;2.0;3.4;94.0;9012.0;$14,547
6861;236672;Parcours d'amour;;;;;Bettina Blümner;;;Bettina Blümner;;;Chapeau Melon Distribution;;;Documentaire;;;;;;;Allemagne;22.0;6.0;2016.0;2.0;3.0;81.0;80.0;$727
6862;236674;Patriots Day;Mark Wahlberg; Kevin Bacon; John Goodman; J.K. Simmons;Peter Berg;;;Peter Berg; Matt Cook; Joshua Zetumer;Metropolitan FilmExport;;;Drame; Thriller;;;;;;U.S.A.;8.0;3.0;2017.0;2.0;2.8;129.0;37359.0;$45,000,000 (estimated)
6863;236711;Des nouvelles de la planète Mars;François Damiens; Vincent Macaigne; Veerle Baetens; Jeanne Guittet;Dominik Moll;;;Dominik Moll; Gilles Marchand;;Diaphana Distribution;;;Comédie;;;;;;;France;9.0;3.0;2016.0;2.0;3.4;101.0;40312.0;€6,300,000 (estimated)
6864;236722;Ispytanie;Elena An; Karim Pakachakov; Narinman Bekbulatov-Areshev; Danila Rassomakhin;Alexander Kott;;;Alexander Kott;;;ZED;;;Drame;;;;;;;Russie;10.0;6.0;2015.0;2.0;3.5;95.0;6651.0;
6865;236724;Visite ou Mémoires et confessions;Manoel de Oliveira;;;;Manoel de Oliveira;;;Manoel de Oliveira; Augustina Bessa-Luis; Augustina Bessa-Luis;Epicentre Films;;;Biopic; Documentaire; Drame;;;;;Portugal;6.0;4.0;2016.0;2.0;4.1;70.0;3571.0;
6866;236733;Rampage;Dwayne Johnson; Naomie Harris; Malin Åkerman; Jake Lacy;Brad Peyton;;;Ryan Engle; Carlton Cuse; Ryan J. Condal;Warner Bros. France;;;Action; Aventure;;;;;;U.S.A.;2.0;5.0;2018.0;2.0;2.3;108.0;344794.0;120000000.0
6867;236758;Un Monstruo de Mil Cabezas;Jana Raluy; Sebastian Aguirre Boëda; Hugo Albores; Nora Huerta;Rodrigo Plá;;;Laura Santullo;;;Memento Distribution;;;Drame; Thriller;;;;;;Mexique;30.0;3.0;2016.0;2.0;4.0;74.0;12519.0;$24,852
6868;236759;Cendres;Hiromi Asai;;;;Idrissa Guiro; Mélanie Pavy;;Idrissa Guiro; Mélanie Pavy;;Docks 66;;;Documentaire;;;;;;;France;10.0;6.0;2015.0;2.0;3.5;74.0;1423.0;CHF 20,000 (estimated)
6869;236815;Même pas peur!;Ashkenaton; Jean Baubérot; Laurence Blisson; Gilles Boitte;Ana Dumitrescu;;;;;;BarProd;;;Documentaire;;;;;;;France;7.0;10.0;2015.0;2.0;3.0;105.0;284.0;
6870;236818;Sieranevada;Mimi Branescu; Judith State; Bogdan Dumitrache; Dana Dogaru;Cristi Puiu;;;Cristi Puiu;;;Wild Bunch Distribution;;;Drame;;;;;;;Roumanie;3.0;8.0;2016.0;2.0;3.7;173.0;14645.0;€1,400,000 (estimated)
6871;236844;Five Nights At Freddy's;Josh Hutcherson; Piper Rubio; Elizabeth Lail; Matthew Lillard;Emma Tammi;;;Scott Cawthon; Emma Tammi; Seth Cuddeback;Universal Pictures International France;;;Epouvante-horreur;;;;;;;U.S.A.;8.0;11.0;2023.0;2.0;2.3;110.0;493993.0;
6872;236889;Mini héros;;;;;Mark Brownlow;;;Mark Brownlow; Michael Gunton;;Les Productions de la Géode;;;Documentaire;;;;;;;France;7.0;10.0;2015.0;2.0;3.7;50.0;1305.0;
