,nom_scenaristes,recompenses_scenaristes,carriere_duree_scenaristes,films_series_scenaristes
5879,NarjissSlaoui,0.0,0.0,0.0
5880,LailaStieler,0.0,0.0,0.0
5881,HeleneGremillon,0.0,0.0,0.0
5882,ChemaGarciaIbarra,0.0,1.0,3.0
5883,LouisFerre,0.0,0.0,0.0
5884,JozefSchek,0.0,0.0,0.0
5885,KajaKrawczyk-Wnuk,0.0,0.0,0.0
5886,ArunasZebriunas,0.0,0.0,4.0
5887,AliceNellis,0.0,19.0,11.0
5888,TonvanZantvoort,1.0,0.0,2.0
5889,EevaPutro,0.0,0.0,9.0
5890,VerenaParavel,0.0,10.0,5.0
5891,AndreasFontana,0.0,0.0,0.0
5892,ElieGrappe,0.0,0.0,2.0
5893,CyrilSchaublin,0.0,0.0,2.0
5894,MariAlessandrini,0.0,0.0,0.0
5895,WallyCook,0.0,0.0,0.0
5896,ArnolddeParscau,0.0,10.0,5.0
5897,SandrineKiberlain,4.0,38.0,79.0
5898,RyanGreaves,0.0,0.0,0.0
5899,ValdimarJohannsson,1.0,21.0,2.0
5900,JuanDiegoBotto,0.0,38.0,61.0
5901,SlonySow,0.0,22.0,10.0
5902,JimmyLaporal-Tresor,0.0,10.0,4.0
5903,MauricioCarrasco,0.0,0.0,0.0
5904,CatherineDiament,0.0,0.0,0.0
5905,LigiahVillalobos,0.0,0.0,0.0
5906,AzraDenizOkyay,0.0,3.0,0.0
5907,DamienLeone,0.0,0.0,9.0
5908,NimaJavidi,0.0,0.0,3.0
5909,SamanthaLeriche-Gionet,0.0,0.0,0.0
5910,Marie-FrancineLeJalu,0.0,0.0,2.0
5911,JacquesLoeuille,0.0,0.0,3.0
5912,EricaSchmidt,0.0,0.0,0.0
5913,MerawiGerima,0.0,0.0,0.0
5914,HansLukasHansen,0.0,0.0,0.0
5915,CatherineRechard,0.0,0.0,3.0
5916,SelvaAlmada,0.0,0.0,0.0
5917,ElenaLopezRiera,0.0,0.0,2.0
5918,DmytroSukholytkyy-Sobchuk,0.0,0.0,3.0
5919,RafikiFariala,0.0,4.0,2.0
5920,AliceEkman,0.0,0.0,0.0
5921,IsmaelElIraki,0.0,0.0,2.0
5922,LiseThibeault,0.0,0.0,0.0
5923,AnnSirot,0.0,11.0,7.0
5924,JosephineHopkins,0.0,7.0,8.0
5925,DaniloCaputo,0.0,0.0,0.0
5926,ChristosNikou,0.0,1.0,3.0
5927,RomainQuirot,0.0,0.0,4.0
5928,JurePavlovic,0.0,0.0,2.0
5929,JonathanBarre,0.0,0.0,7.0
5930,NathanGrossman,0.0,0.0,0.0
5931,JoshuaTickell,0.0,0.0,8.0
5932,Anne-MarieSangla,0.0,0.0,0.0
5933,OlivierZuchuat,0.0,17.0,5.0
5934,LinaSoualem,0.0,13.0,5.0
5935,SteveAchiepo,0.0,12.0,5.0
5936,OualidMouaness,0.0,0.0,0.0
5937,MariaSchrader,1.0,29.0,32.0
5938,ZoeBruneau,0.0,17.0,18.0
5939,CecileDucrocq,3.0,18.0,11.0
5940,ChrisThomasDevlin,0.0,0.0,0.0
5941,AmeenNayfeh,0.0,0.0,2.0
5942,EcheJanga,0.0,9.0,3.0
5943,EmmaBenestan,0.0,8.0,5.0
5944,DamienOunouri,0.0,11.0,4.0
5945,BilyanaKazakova,0.0,0.0,0.0
5946,EmmanuelPoulain-Arnaud,0.0,11.0,6.0
5947,ValentineVarela,0.0,26.0,15.0
5948,MichelePlacido,2.0,50.0,82.0
5949,LucMarescot,0.0,26.0,7.0
5950,SimonRieth,0.0,0.0,2.0
5951,LeonardoMedel,0.0,0.0,0.0
5952,NicolRuizBenavides,0.0,0.0,2.0
5953,CarrollCartwright,0.0,0.0,0.0
5954,JuanjoGimenezPena,0.0,15.0,4.0
5955,ManuelSchapira,5.0,22.0,13.0
5956,OrenUziel,0.0,9.0,2.0
5957,ElisabethVogler,0.0,0.0,3.0
5958,KazuoIshiguro,0.0,0.0,0.0
5959,Anne-LaureDaffis,0.0,14.0,5.0
5960,NatalyaMerkulova,0.0,4.0,4.0
5961,MarieKreutzer,0.0,10.0,7.0
5962,Booder,0.0,13.0,14.0
5963,RomainBaudean,0.0,0.0,0.0
5964,KatyBrand,0.0,13.0,10.0
5965,EdPerkins,0.0,0.0,4.0
5966,DavidCoggeshall,0.0,21.0,0.0
5967,TiWest,1.0,16.0,27.0
5968,JemimaKhan,0.0,0.0,0.0
5969,IdaTecher,0.0,16.0,3.0
5970,ChristosMassalas,0.0,0.0,2.0
5971,JuanPabloFelix(II),0.0,0.0,0.0
5972,AkikoOhku,0.0,0.0,3.0
5973,TakeharuSakurai,0.0,0.0,0.0
5974,RekiKawahara,0.0,5.0,0.0
5975,JustPhilippot,0.0,9.0,8.0
5976,FadetteDrouard,0.0,0.0,0.0
5977,MohammadRezaAslani,0.0,45.0,2.0
5978,JeanneAslan,0.0,0.0,0.0
5979,MarkChappell,0.0,20.0,2.0
5980,ThomasPaulot,0.0,0.0,0.0
5981,AndersOlholm,0.0,8.0,0.0
5982,TiagoRodrigues,0.0,0.0,0.0
5983,OlivierTreiner,5.0,13.0,3.0
5984,ManuelNietoZas,0.0,16.0,3.0
5985,ShaunGrant,0.0,15.0,2.0
5986,UtaBeria,0.0,4.0,0.0
5987,IoanaMoraru,0.0,0.0,0.0
5988,LaurianeEscaffre,1.0,17.0,21.0
5989,AngusMacLane,0.0,13.0,6.0
5990,CecileLarripa,0.0,0.0,0.0
5991,JesseChatham,0.0,0.0,0.0
5992,SabrinaVanTassel,0.0,24.0,10.0
5993,BlertaBasholli,0.0,0.0,0.0
5994,AlexCamilleri,0.0,0.0,0.0
5995,PalomaSermon-Dai,0.0,0.0,2.0
5996,PeterSattler,0.0,13.0,2.0
5997,SamuelD.Hunter,0.0,0.0,0.0
5998,NicolasPhilibert,3.0,51.0,25.0
5999,RemiBrachet,0.0,0.0,2.0
6000,SarahKaminsky,0.0,0.0,0.0
6001,RobJabbaz,0.0,0.0,0.0
6002,MagnusVattrodt,0.0,0.0,0.0
6003,LukeHolland,0.0,0.0,2.0
6004,SylvieAudcoeur,0.0,30.0,34.0
6005,CecileDumas,0.0,0.0,0.0
6006,CharlotteLeBon,0.0,14.0,27.0
6007,NoemieMerlant,2.0,13.0,40.0
6008,LaurenSchukerBlum,0.0,0.0,0.0
6009,LoudaBenSalah-Cazanas,0.0,0.0,2.0
6010,MaryamMoghadam,0.0,10.0,5.0
6011,DenesNagy,0.0,0.0,2.0
6012,AleksandreKoberidze,0.0,1.0,6.0
6013,KinYeeAu,0.0,0.0,0.0
6014,FabriceBracq,0.0,0.0,6.0
6015,StefanieMisrahi,0.0,0.0,0.0
6016,HamyRamezan,0.0,0.0,4.0
6017,RachelJoyce(II),0.0,0.0,0.0
6018,YngvildSveFlikke,0.0,0.0,4.0
6019,KaterynaGornostai,0.0,0.0,2.0
6020,CelineDevaux,2.0,9.0,6.0
6021,IciarBollain,0.0,38.0,34.0
6022,IsaCampo,0.0,14.0,3.0
6023,CharlotteVandermeersch,0.0,13.0,11.0
6024,EmanueleGerosa,0.0,0.0,0.0
6025,EvaVitija,0.0,12.0,2.0
6026,EmilieFreche,0.0,8.0,0.0
6027,ClaudiaVarejao,0.0,15.0,6.0
6028,JimmyWarden,0.0,6.0,0.0
6029,CorinnaFaith,0.0,0.0,2.0
6030,DelphineLehericey,0.0,15.0,6.0
6031,GuillaumeMaidatchevsky,0.0,5.0,3.0
6032,HugoP.Thomas,0.0,7.0,4.0
6033,CedricIdo,0.0,18.0,11.0
6034,YosukeKuroda,0.0,0.0,0.0
6035,FlorenceVignon,3.0,28.0,7.0
6036,BogdanGeorgeApetri,0.0,12.0,3.0
6037,HiroshiSeko,0.0,10.0,0.0
6038,ZenoGraton,0.0,0.0,2.0
6039,VirginieSauveur,0.0,21.0,12.0
6040,ChiaraMalta,0.0,14.0,9.0
6041,ChieHayakawa,0.0,0.0,3.0
6042,AlessioRigodeRighi,0.0,0.0,6.0
6043,SayakaKuwamura,0.0,0.0,0.0
6044,HugoSobelman,0.0,0.0,2.0
6045,AbbasAmini,1.0,3.0,4.0
6046,JuhoKuosmanen,6.0,14.0,6.0
6047,CheloLoureiro,0.0,14.0,0.0
6048,JoeriChristiaen,0.0,0.0,2.0
6049,AbdallahAl-Khatib,0.0,0.0,0.0
6050,NickMay,0.0,0.0,0.0
6051,MohamedNadif,0.0,17.0,6.0
6052,ZhengLuXinyuan,0.0,0.0,2.0
6053,MarieAmiguet,0.0,5.0,0.0
6054,NessimChikhaoui,0.0,8.0,2.0
6055,LauraWandel,0.0,0.0,2.0
6056,RoccoPucillo,0.0,0.0,0.0
6057,LaurelineAmanieux,0.0,0.0,0.0
6058,SebastianManiscalco,0.0,7.0,11.0
6059,AkihiroNishino,0.0,0.0,0.0
6060,TakuKishimoto,0.0,9.0,0.0
6061,IvanArsenjev,0.0,0.0,0.0
6062,Bernard-HenriLevy,0.0,38.0,11.0
6063,ElyDagher,0.0,0.0,3.0
6064,Anne-SophieBion,0.0,0.0,0.0
6065,KiraKovalenko,0.0,0.0,2.0
6066,AlejandroLoayzaGrisi,0.0,0.0,0.0
6067,MarcoBorromei,0.0,0.0,0.0
6068,KateDolan,0.0,0.0,0.0
6069,TeaLindeburg,0.0,0.0,0.0
6070,JulienHilmoine,0.0,0.0,0.0
6071,BorisFrumin,0.0,32.0,0.0
6072,ThomasDaneskov,0.0,0.0,0.0
6073,MartineDeyres,0.0,12.0,3.0
6074,LaurenHadaway,0.0,0.0,0.0
6075,BenHopkins,0.0,25.0,9.0
6076,CyrilleDroux,0.0,0.0,2.0
6077,YeYe,0.0,0.0,0.0
6078,ShlomiElkabetz,1.0,17.0,10.0
6079,CharlotteGainsbourg,4.0,40.0,82.0
6080,GessicaGeneus,0.0,14.0,5.0
6081,EurydicedaSilva,0.0,0.0,0.0
6082,JuanManuelCotelo,0.0,19.0,6.0
6083,AhmedAmer(II),0.0,0.0,0.0
6084,KhadarAhmed,0.0,0.0,0.0
6085,SimonCoulibalyGillard,0.0,0.0,0.0
6086,LaurePortier,0.0,0.0,0.0
6087,SaulWilliams,0.0,43.0,18.0
6088,PanahPanahi,0.0,0.0,0.0
6089,PayalKapadia,0.0,0.0,3.0
6090,KittyPercy,0.0,0.0,0.0
6091,OtmarGutmann,0.0,0.0,0.0
6092,NicoletteKrebitz,0.0,37.0,44.0
6093,CarlotaPereda,0.0,0.0,6.0
6094,DavidHemingson,0.0,26.0,0.0
6095,Jean-StephaneBron,1.0,24.0,12.0
6096,MathieuNaert,0.0,11.0,5.0
6097,GeorgesCombe,0.0,0.0,3.0
6098,GuillaumeMautalent,0.0,16.0,0.0
6099,MichaelBernadat,0.0,0.0,2.0
6100,EmilieAussel,0.0,0.0,3.0
6101,FabriceMaruca,0.0,22.0,8.0
6102,HaruhikoMimura,0.0,0.0,0.0
6103,ThierryDechilly,0.0,0.0,0.0
6104,Jean-BaptisteThoret,0.0,0.0,4.0
6105,AnaMariscal,0.0,0.0,14.0
6106,LaurentGeslin,0.0,0.0,0.0
6107,GuillaumeLorin,0.0,0.0,2.0
6108,PhilTippett,2.0,44.0,8.0
6109,DavidLanzmann,0.0,24.0,9.0
6110,AtsukoIshizuka,0.0,0.0,4.0
6111,GuillaumeBureau,0.0,12.0,3.0
6112,JulienGuetta,0.0,14.0,7.0
6113,MehdiHmili,0.0,0.0,2.0
6114,AnnaJadowska,0.0,16.0,7.0
6115,ChristopherKeenan,0.0,0.0,0.0
6116,InesMariaBarrionuevo,0.0,0.0,5.0
6117,CherryChevapravatdumrong,0.0,0.0,0.0
6118,MaximeGorki,0.0,0.0,0.0
6119,KiroRusso,0.0,0.0,2.0
6120,JakrawalNilthamrong,0.0,0.0,2.0
6121,AkikoNogi,0.0,8.0,0.0
6122,AntoinetteBoulat,0.0,27.0,0.0
6123,DanielGeller,0.0,8.0,3.0
6124,AlyMuritiba,1.0,12.0,19.0
6125,YukikoSode,0.0,0.0,2.0
6126,CelineSong,0.0,2.0,3.0
6127,JulieLerat-Gersant,0.0,5.0,3.0
6128,SatomiOhshima,0.0,0.0,0.0
6129,MayaSarfaty,0.0,0.0,2.0
6130,Jean-LucHerbulot,0.0,13.0,9.0
6131,SherazadeKhalladi,0.0,0.0,0.0
6132,JulienDray,0.0,0.0,0.0
6133,RobinPront,2.0,11.0,5.0
6134,AntonLikiernik,0.0,0.0,0.0
6135,StephaneFreiss,3.0,38.0,86.0
6136,DomienHuyghe,0.0,0.0,0.0
6137,LaetitiaMoller,0.0,0.0,0.0
6138,RyotaNakano,0.0,0.0,2.0
6139,ChantalGerlier-Martin,0.0,0.0,0.0
6140,MatteoTortone,0.0,0.0,0.0
6141,ElsaLePeutrec,0.0,0.0,0.0
6142,AgustinaSanMartin,0.0,0.0,3.0
6143,DianaCardozo(II),0.0,0.0,2.0
6144,ChristinePireaux,0.0,0.0,0.0
6145,LaurieLassalle,0.0,0.0,4.0
6146,JenniKivisto,0.0,0.0,0.0
6147,DjamelTahi,0.0,0.0,0.0
6148,Fuse,0.0,5.0,0.0
6149,JordiGasull,0.0,0.0,0.0
6150,ArnaudFournierMontgieux,0.0,0.0,2.0
6151,OmarBelkacemi,0.0,0.0,0.0
6152,SharanArt,0.0,0.0,3.0
6153,JudithAuffray,0.0,2.0,3.0
6154,LeonardoBrzezicki,0.0,0.0,3.0
6155,JudithKerr,0.0,0.0,0.0
6156,CarloVogele,0.0,14.0,5.0
6157,JustinLerner,0.0,5.0,3.0
6158,IsabelPena,2.0,8.0,0.0
6159,AZ,0.0,1.0,0.0
6160,GuillaumeBodin,0.0,12.0,4.0
6161,LaraFremder,0.0,0.0,0.0
6162,JoelAkafou,0.0,0.0,2.0
6163,GeneStupnitsky,1.0,16.0,6.0
6164,KaoutherAdimi,0.0,0.0,0.0
6165,YukikoMishima,0.0,0.0,4.0
6166,NatxoLopez,0.0,0.0,2.0
6167,MargueritedeHillerin,0.0,0.0,0.0
6168,RaphaelMathie,0.0,0.0,3.0
6169,FreddieWilkinson,0.0,0.0,0.0
6170,SophieGuillemin,0.0,25.0,43.0
6171,DeanFleischer-Camp,0.0,0.0,3.0
6172,BrettMorgen,0.0,18.0,12.0
6173,DelphineDeloget,0.0,13.0,6.0
6174,GillesLegardinier,0.0,0.0,0.0
6175,LenKawahara,0.0,0.0,0.0
6176,MikeVanWaes,0.0,0.0,0.0
6177,JanGassmann,0.0,17.0,6.0
6178,CelineGailleurd,0.0,0.0,2.0
6179,JorgeAmat,0.0,45.0,14.0
6180,DaceRiduze,0.0,19.0,7.0
6181,SylvieGautier,0.0,0.0,0.0
6182,DavidWagner(II),0.0,0.0,0.0
6183,FranciscaAlegria,0.0,2.0,2.0
6184,FrancoisBusnel,0.0,15.0,4.0
6185,ThomasLacoste,0.0,6.0,7.0
6186,AliAsgari,0.0,15.0,7.0
6187,ColmBairead,0.0,0.0,0.0
6188,PaoloGenovese,0.0,13.0,12.0
6189,LinnGottfridsson,0.0,0.0,0.0
6190,FionavanHeemstra,0.0,0.0,0.0
6191,MarianoBiasin,0.0,0.0,0.0
6192,OkuraTakahiro,0.0,0.0,0.0
6193,CecileAllegra,0.0,9.0,3.0
6194,AlessandraCelesia,0.0,18.0,8.0
6195,JoaoMillerGuerra,0.0,11.0,6.0
6196,BryanMarciano,0.0,6.0,3.0
6197,AjeBrucken,0.0,0.0,0.0
6198,TristanBenoit,0.0,0.0,0.0
6199,YamasakiJuichiro,0.0,0.0,0.0
6200,SophieTavertMacian,0.0,0.0,3.0
6201,YelenaPopovic,0.0,0.0,0.0
6202,KamilaAndini,1.0,6.0,5.0
6203,LiRuijun,0.0,7.0,5.0
6204,MasaakiSakai,0.0,45.0,0.0
6205,MaryaZarif,0.0,0.0,0.0
6206,Jean-LouisCros,0.0,24.0,12.0
6207,NathalieVannereau,0.0,0.0,2.0
6208,LucHermann,0.0,0.0,0.0
6209,XavierGayan,0.0,0.0,5.0
6210,CristeleAlvesMeira,0.0,9.0,4.0
6211,FirasKhoury,0.0,0.0,2.0
6212,SimonPanay,0.0,0.0,0.0
6213,ClareWeiskopf,0.0,0.0,2.0
6214,BastienMilheau,0.0,0.0,0.0
6215,JeanHeches,0.0,23.0,4.0
6216,SoudadeKaadan,0.0,0.0,4.0
6217,CiroDeCaro,0.0,0.0,2.0
6218,LaurentBertoni,0.0,0.0,0.0
6219,SergeThebaud,0.0,0.0,0.0
6220,LeaDomenach,0.0,10.0,2.0
6221,MikkoMyllylahti,0.0,0.0,2.0
6222,JasmineTrinca,2.0,23.0,38.0
6223,TatianaBecquet-Genel,0.0,0.0,3.0
6224,NoahTeichner,0.0,1.0,0.0
6225,JoseEduardoAgualusa,0.0,0.0,0.0
6226,ColineAbert,0.0,8.0,0.0
6227,PerSchreiner,0.0,0.0,0.0
6228,AudreyGinestet,0.0,0.0,0.0
6229,RossanaDiazCosta,0.0,0.0,2.0
6230,LillahHalla,0.0,3.0,2.0
6231,AnaSofiaFonseca,0.0,1.0,0.0
6232,JudeBauman,0.0,0.0,3.0
6233,VincentMottez,0.0,1.0,0.0
6234,LauraBaumeisterdeMontis,0.0,1.0,0.0
6235,IrisKaltenback,0.0,0.0,0.0
6236,ValentinaMaurel,0.0,7.0,5.0
6237,Baloji,1.0,4.0,2.0
6238,EmadAleebrahimDehkordi,0.0,0.0,0.0
6239,ErigeSehiri,0.0,0.0,3.0
6240,NafsikaGuerry-Karamaounas,0.0,0.0,0.0
6241,LaurentVayriot,0.0,24.0,5.0
6242,AliCherri,0.0,1.0,3.0
6243,ManuelaMartelli,0.0,11.0,9.0
6244,MarusyaSyroechkovskaya,0.0,0.0,0.0
6245,EwaPiaskowska,0.0,22.0,0.0
6246,FlorianHeinzen-Ziob,0.0,0.0,3.0
6247,KristofferBorgli,0.0,1.0,4.0
6248,ArielEscalanteMeza,0.0,0.0,2.0
6249,FranklinSiouxBob,0.0,0.0,0.0
6250,SaimSadiq,1.0,0.0,0.0
6251,FabianHernandez,0.0,1.0,0.0
6252,AnnieErnaux,0.0,13.0,2.0
6253,DenisGheerbrant,0.0,44.0,24.0
6254,YoussefChebbi,0.0,11.0,5.0
6255,MartinJauvat,0.0,2.0,4.0
6256,CharlotteWells,0.0,0.0,3.0
6257,DjibrilDiopMambety,0.0,30.0,8.0
6258,LotfyNathan,0.0,0.0,2.0
6259,LaurentGranier,0.0,10.0,7.0
6260,VirgileNovarina,0.0,0.0,0.0
6261,Diam&#039;s,,,
6262,HarkaitzCano,0.0,0.0,0.0
6263,BenjaminChaud,0.0,0.0,0.0
6264,HughHudson,0.0,35.0,12.0
6265,DominiqueGonzalez-Foerster,0.0,14.0,5.0
6266,FrancescaMarciano,0.0,44.0,2.0
6267,AmadouMariko,0.0,0.0,0.0
6268,KarineBlanc,0.0,22.0,8.0
6269,YaroslavVoytseshek,0.0,0.0,0.0
6270,AlexandreO.Philippe,0.0,14.0,11.0
6271,ParkerFinn,0.0,0.0,4.0
6272,AhmadBahrami,0.0,0.0,3.0
6273,EmeranceDubas,0.0,0.0,3.0
6274,CamillePonsin,0.0,17.0,5.0
6275,TinaSatter,0.0,0.0,0.0
6276,EmiliaNedzi,0.0,0.0,0.0
6277,AndreeLambert,0.0,0.0,0.0
6278,AndreaBagney,0.0,1.0,0.0
6279,SuzyCohen,0.0,12.0,3.0
6280,DavidDepesseville,0.0,18.0,2.0
6281,SalimKechiouche,0.0,27.0,49.0
6282,TakehikoInoue,0.0,15.0,0.0
6283,FredericJurie,0.0,0.0,0.0
6284,GabrielaCapello,0.0,0.0,0.0
6285,GeromeBarry,0.0,0.0,0.0
6286,FranciscoKosterlitz,0.0,0.0,0.0
6287,NathalieBoutefeu,0.0,31.0,71.0
6288,LauraCitarella,0.0,11.0,6.0
6289,ItsasoArana,0.0,12.0,18.0
6290,GeorgiaOakley,0.0,0.0,0.0
6291,FyzalBoulifa,0.0,3.0,4.0
6292,GenkiKawamura,0.0,13.0,2.0
6293,DanielGoldhaber,0.0,0.0,4.0
6294,Hong-seonKim,0.0,0.0,3.0
6295,RudyMilstein,0.0,13.0,8.0
6296,RonanDeSuin,0.0,0.0,0.0
6297,MehdiFikri,0.0,2.0,0.0
6298,HankHoffman,0.0,0.0,0.0
6299,PatriciaMortagne,0.0,13.0,0.0
6300,LeaClermont-Dion,0.0,0.0,0.0
6301,DaigoMatsui,0.0,0.0,5.0
6302,VincentOrst,0.0,0.0,3.0
6303,AntoninFourlon,0.0,14.0,0.0
6304,MarjoryDejardin,0.0,0.0,3.0
6305,NoemiGruner,0.0,1.0,0.0
6306,ClayTatum,0.0,0.0,0.0
6307,AnnaMedveczky,0.0,0.0,2.0
6308,FlorentLacaze,0.0,0.0,0.0
6309,Muchuan,0.0,0.0,0.0
6310,HugoBachelet,0.0,0.0,3.0
6311,HadiMohaghegh,0.0,0.0,3.0
6312,AdrienBeau,0.0,14.0,5.0
6313,AlanSimon,0.0,0.0,2.0
6314,VamshiPaidipally,0.0,0.0,2.0
6315,VladimirLeon,0.0,17.0,14.0
6316,SofiaAlaoui,0.0,5.0,5.0
6317,CarolinaCavalli,0.0,2.0,0.0
6318,VictorErice,1.0,60.0,12.0
6319,VukLungulov-Klotz,0.0,0.0,0.0
6320,DannyPhilippou,0.0,0.0,3.0
6321,MattisHermanNyquist,0.0,7.0,5.0
6322,ShivaNirvana,0.0,0.0,4.0
6323,Florie-AnneBerrehar,0.0,0.0,0.0
6324,LegrandBemba-Debert,0.0,0.0,0.0
6325,ShengLingzhi,0.0,0.0,0.0
6326,ValerieGuillaudot,0.0,0.0,0.0
6327,BishalDutta,0.0,6.0,2.0
6328,FrancoisMargolin,0.0,35.0,10.0
6329,YohannCharrin,0.0,20.0,2.0
6330,CamilleJapy,0.0,33.0,81.0
6331,MollyManningWalker,1.0,3.0,2.0
6332,S.G.Charles,0.0,0.0,0.0
6333,FelipeGalvezHaberle,0.0,12.0,2.0
6334,ManonDecor,0.0,3.0,0.0
6335,FabienMazzocco,0.0,3.0,3.0
6336,FredericTouchard,0.0,0.0,3.0
6337,Yves-MarieMahe,0.0,26.0,5.0
6338,AlineGeller,0.0,0.0,0.0
6339,BriceGravelle,0.0,7.0,0.0
6340,ClaraBouffartigue,0.0,7.0,2.0
6341,MohamedKordofani,0.0,0.0,0.0
6342,AnVrombaut,0.0,28.0,8.0
6343,JustineHarbonnier,0.0,0.0,2.0
6344,MaciekHamela,0.0,0.0,0.0
6345,PhamThienAn,1.0,4.0,2.0
6346,LouisSeguin,0.0,29.0,6.0
6347,CharlesGuerinSurville,0.0,4.0,2.0
6348,ArnaudGerber,0.0,0.0,2.0
6349,IolandeCadrin-Rossignol,0.0,29.0,3.0
6350,KaranShrikantSharma,0.0,0.0,0.0
6351,ClaireGlorieux,0.0,15.0,2.0
6352,LaurentMetterie,0.0,0.0,3.0
6353,MadonneAshwin,0.0,0.0,0.0
6354,AdhikRavichandran,0.0,0.0,2.0
6355,NelsonDilipkumar,0.0,5.0,4.0
6356,AstridDesbordes,0.0,0.0,0.0
6357,HejerCharf,0.0,20.0,4.0
6358,VivekAgnihotri,0.0,0.0,5.0
6359,Jean-PierreBloc,0.0,0.0,0.0
6360,ZoeChantre,0.0,1.0,4.0
6361,SylvestreMeinzer,0.0,0.0,2.0
6362,ColineGrando,0.0,0.0,2.0
6363,KartikSingh,0.0,2.0,4.0
6364,Jean-MichelRopers,0.0,11.0,7.0
6365,AndrzejMunk,1.0,6.0,6.0
6366,AlfredHitchcock,1.0,58.0,78.0
6367,GracilianoRamos,0.0,0.0,0.0
6368,AdamUlrych,0.0,0.0,0.0
6369,KrzysztofKieslowski,3.0,30.0,40.0
6370,MichaelKustow,0.0,0.0,0.0
6371,EmmanuelleBada,0.0,0.0,0.0
6372,LucBeraud,0.0,49.0,24.0
6373,IreneMecchi,0.0,0.0,0.0
6374,JohnCheever,0.0,0.0,0.0
6375,RodSerling,0.0,19.0,4.0
6376,FrancoMaresco,1.0,24.0,8.0
6377,EricDarnell,0.0,23.0,7.0
6378,AlaHlehel,0.0,0.0,0.0
6379,TedElliot,0.0,0.0,0.0
6380,KevinFox,0.0,25.0,3.0
6381,NinaWilcoxPutnam,0.0,0.0,0.0
6382,BrentMaddock,0.0,17.0,0.0
6383,RustemIbrahimbekov,0.0,0.0,0.0
6384,LilloIacolino,0.0,0.0,0.0
6385,EnriqueUrbizu,9.0,27.0,20.0
6386,MattStone,0.0,30.0,13.0
6387,RosalindeDeville,0.0,0.0,0.0
6388,WilliamShakespeare,0.0,0.0,0.0
6389,FredericRaphael,2.0,52.0,0.0
6390,TimHerlihy,0.0,28.0,3.0
6391,MurrayHead,0.0,48.0,17.0
6392,EmineCeylan,0.0,0.0,0.0
6393,EiichiYamamoto,0.0,37.0,5.0
6394,Jean-PierreBacri,10.0,40.0,62.0
6395,Jean-MarieRemy,0.0,0.0,0.0
6396,MarkWheaton,0.0,14.0,0.0
6397,GaryTrousdale,0.0,23.0,9.0
6398,IsabelEllsen,0.0,0.0,0.0
6399,EmmanueleBernheim,0.0,29.0,0.0
6400,JoeBatteer,0.0,0.0,0.0
6401,AnnieProulx,0.0,0.0,0.0
6402,TomEpperson,0.0,0.0,0.0
6403,JohnLeCarre,0.0,55.0,5.0
6404,CherylEdwards,0.0,0.0,0.0
6405,NathalieKristy,0.0,0.0,0.0
6406,LarryFerguson,0.0,16.0,3.0
6407,HarryBrown,1.0,57.0,0.0
6408,CarynLucas,0.0,29.0,0.0
6409,AlReinert,0.0,12.0,0.0
6410,NealTabachnick,0.0,0.0,0.0
6411,ThomEnriquez,0.0,0.0,0.0
6412,WaynePowers,0.0,14.0,3.0
6413,MichaelEllis,0.0,0.0,0.0
6414,JohnCarpenter,1.0,53.0,44.0
6415,JoanneHarris,0.0,0.0,0.0
6416,JohnMilius,0.0,55.0,13.0
6417,FranWalsh,3.0,29.0,2.0
6419,ChristophDarnstadt,0.0,22.0,0.0
6420,AndrewMiller,0.0,27.0,10.0
6421,JohnZinman,0.0,0.0,0.0
6422,PatrickLussier,0.0,25.0,15.0
6423,LarryGelbart,0.0,43.0,2.0
6424,CathyYuspa,0.0,23.0,0.0
6425,BrianRegan,0.0,18.0,3.0
6426,BetsyStahl,0.0,0.0,0.0
6427,KellyAsbury,0.0,30.0,7.0
6428,Izm,0.0,17.0,8.0
6429,ZakiaBouchaala,1.0,26.0,7.0
6430,ManuelRivas,0.0,0.0,0.0
6431,DenisPodalydes,0.0,35.0,154.0
6432,Jean-PierreAubert,0.0,0.0,0.0
6433,BarryFanaro,0.0,0.0,0.0
6434,StephenJ.Rivele,0.0,0.0,0.0
6436,RobPerez,0.0,6.0,0.0
6437,DemianLichtenstein,0.0,18.0,4.0
6438,SusannaMoore,0.0,0.0,0.0
6439,RuthRendell,0.0,0.0,0.0
6440,JimTaylor,0.0,0.0,0.0
6442,DawnFrench,0.0,38.0,25.0
6443,EugeneIonesco,0.0,32.0,5.0
6444,JackieBerroyer,0.0,35.0,118.0
6445,LucianoVincenzoni,0.0,0.0,0.0
6446,AlexLasker,0.0,0.0,0.0
6447,PierreLeroux,0.0,12.0,0.0
6448,LouisNowra,0.0,0.0,0.0
6449,RandyKornfield,0.0,0.0,0.0
6450,AlbertUderzo,0.0,53.0,2.0
6451,UmaThurman,2.0,35.0,72.0
6452,TimRasmussen,0.0,0.0,0.0
6453,GeneBrewer,0.0,0.0,0.0
6454,DougWright,0.0,0.0,0.0
6455,CathyRabin,0.0,0.0,0.0
6456,Jean-ClaudeDeret,0.0,53.0,14.0
6457,LazaroGomezCarriles,0.0,0.0,0.0
6458,DanielWallace,0.0,0.0,0.0
6459,MickGarris,0.0,32.0,29.0
6460,GeneColan,0.0,0.0,0.0
6461,ElfriedeJelinek,0.0,27.0,2.0
