,nom_scenaristes,recompenses_scenaristes,carriere_duree_scenaristes,films_series_scenaristes
6462,AntoineLanciaux,0.0,14.0,6.0
6463,JohnA.Keel,0.0,0.0,0.0
6464,AlainAgat,0.0,13.0,0.0
6465,ChristopheCheysson,0.0,0.0,0.0
6466,P.J.Hogan,0.0,29.0,11.0
6467,JohnHughes,0.0,27.0,10.0
6468,ChapTaylor,0.0,0.0,0.0
6469,CliffHollingsworth,0.0,0.0,0.0
6470,LauraJones,0.0,0.0,0.0
6471,PatrickSmithKelly,0.0,0.0,0.0
6472,JoshuaOppenheimer,0.0,18.0,2.0
6473,ChuckBarris,0.0,6.0,2.0
6474,GreggChabot,0.0,0.0,0.0
6475,ThierryThomas,0.0,22.0,3.0
6476,MaxAllanCollins,0.0,21.0,2.0
6477,AlexandreDumasPere,0.0,0.0,0.0
6478,AgnesFustier-Dahan,0.0,0.0,0.0
6479,DaisukeTengan,0.0,18.0,2.0
6480,KristineJohnson,0.0,20.0,2.0
6481,MarlonWayans,2.0,35.0,42.0
6482,PaulScheuring,0.0,18.0,2.0
6483,AlainTasma,1.0,41.0,36.0
6484,GaryDrucker,0.0,0.0,0.0
6485,DavidHewson,0.0,0.0,0.0
6486,MarcRocco,0.0,18.0,4.0
6487,LanceCrouther,0.0,8.0,0.0
6488,BrandonCamp,0.0,16.0,4.0
6489,MilesMillar,0.0,21.0,4.0
6490,EricVicaut,0.0,0.0,0.0
6491,EvanGoldberg,0.0,16.0,9.0
6492,DavidWeissman,0.0,11.0,2.0
6493,JonathanHales,0.0,0.0,0.0
6494,DidierDaeninckx,0.0,29.0,0.0
6495,RobertConrath,0.0,0.0,0.0
6496,AlanCumming,0.0,31.0,87.0
6497,C.JayCox,0.0,20.0,2.0
6498,PaulYurick,0.0,0.0,0.0
6499,WilliamBlakeHerron,0.0,19.0,0.0
6500,GraceElliott,0.0,0.0,0.0
6501,DianeLake,0.0,0.0,0.0
6502,RobertAltman,8.0,59.0,58.0
6503,DavidGiler,0.0,0.0,0.0
6504,MichaelCunningham,0.0,29.0,5.0
6505,MaryOlson-Kromolowski,0.0,0.0,0.0
6506,GraceCaryBickley,0.0,0.0,0.0
6507,OwenWilson,1.0,29.0,69.0
6508,MegCabot,0.0,0.0,0.0
6509,MitchellHooper,0.0,0.0,0.0
6510,KeithGordon,0.0,42.0,43.0
6511,RichardJefferies,0.0,17.0,0.0
6512,BenoitPoelvoorde,4.0,33.0,79.0
6513,Jean-PolFargeau,0.0,0.0,0.0
6514,LuigiIllica,0.0,0.0,0.0
6515,ConstanceVerluca,0.0,0.0,0.0
6516,RobertWade,0.0,0.0,0.0
6517,MichaelFrostBeckner,0.0,18.0,0.0
6518,DavidH.Steinberg,0.0,23.0,2.0
6519,PaulGuay,0.0,0.0,0.0
6520,MattBerry(II),0.0,0.0,0.0
6521,MichaelMcGruther,0.0,3.0,0.0
6522,JamesPatterson,0.0,29.0,0.0
6523,OlivierDouyere,0.0,0.0,0.0
6524,StephenJ.Anderson,0.0,10.0,2.0
6525,Jean-MarcBarr,0.0,39.0,83.0
6526,PeterJewell,0.0,0.0,0.0
6527,KlausAntes,0.0,0.0,0.0
6528,AllanKnee,0.0,0.0,0.0
6529,ErikSkjoldbjaerg,0.0,25.0,8.0
6530,JohnHay,0.0,29.0,9.0
6531,ErnestoGuevara&quot;CheGuevara&quot;,,,
6532,JosephKanon,0.0,0.0,0.0
6533,ArthurQwak,0.0,17.0,4.0
6534,MichaelPye,0.0,0.0,0.0
6535,JamesL.White,0.0,0.0,0.0
6536,MikeFerris,0.0,0.0,0.0
6537,TimFirth,0.0,0.0,0.0
6538,FrancoZeffirelli,1.0,72.0,38.0
6539,JosephConnolly,0.0,0.0,0.0
6540,PierreErwanGuillaume,0.0,25.0,4.0
6541,DavidRonn,0.0,25.0,0.0
6542,AnthonyYarkovich,0.0,0.0,0.0
6543,PascaleFroment,0.0,0.0,0.0
6544,JohnTurman,0.0,0.0,0.0
6545,Jean-FrancoisTarnowski,0.0,0.0,0.0
6546,ArtMonterastelli,0.0,36.0,0.0
6547,CarolineIp,0.0,12.0,0.0
6548,VincenzoCerami,0.0,44.0,0.0
6549,PaoloRota,0.0,0.0,0.0
6550,GerardMartin,0.0,35.0,6.0
6551,ChristianOster,0.0,0.0,0.0
6552,KimYipKwong,0.0,15.0,2.0
6553,LesWeldon,0.0,31.0,4.0
6554,CharlesFrazier,0.0,0.0,0.0
6555,BohumilHrabal,0.0,31.0,2.0
6556,Seong-sanJeong,0.0,0.0,0.0
6557,GerardPires,0.0,39.0,17.0
6558,FrankAbagnaleJr.,0.0,0.0,0.0
6559,Louis-PascalCouvelaire,0.0,10.0,6.0
6560,ManuelBoursinhac,0.0,32.0,11.0
6561,MattManfredi,0.0,20.0,0.0
6562,FrancisGirod,0.0,40.0,36.0
6563,RogerPullis,0.0,0.0,0.0
6564,ErdmanPenner,0.0,0.0,0.0
6565,JonBokenkamp,0.0,21.0,0.0
6566,CarolineThivel,0.0,0.0,0.0
6567,KevinBrodbin,0.0,0.0,0.0
6568,AdamJayEpstein,0.0,19.0,2.0
6569,EikoKadono,0.0,0.0,0.0
6570,JohnNickle,0.0,0.0,0.0
6571,MarkRosenthal,0.0,31.0,5.0
6572,RichardDebuisne,0.0,26.0,3.0
6573,JeffLau,0.0,22.0,8.0
6574,SachaGervasi,1.0,21.0,5.0
6575,StephenMcFeely,0.0,18.0,0.0
6576,JesseWigutow,0.0,19.0,0.0
6577,MarkMullin,0.0,0.0,0.0
6578,GillesMimouni,0.0,15.0,3.0
6579,SadayukiMurai,0.0,0.0,0.0
6580,MaurineDallasWatkins,0.0,0.0,0.0
6581,J.M.Barrie,0.0,0.0,0.0
6582,PierrePalmade,0.0,30.0,27.0
6583,CalebCarr,0.0,0.0,0.0
6584,RankoBozic,0.0,0.0,0.0
6585,LaurenMcLaughlin,0.0,0.0,0.0
6586,CharlesPerriere,0.0,0.0,3.0
6587,KevinO&#039;Neill(II),,,
6588,EveAhlert,0.0,0.0,0.0
6589,ChanningGibson,0.0,22.0,0.0
6590,BartGavigan,0.0,0.0,0.0
6591,MarkFrost,0.0,43.0,2.0
6593,J.MackyeGruber,0.0,3.0,2.0
6594,GuljitBindra,0.0,0.0,0.0
6595,MarkO&#039;Keefe,,,
6596,SergeLehman,0.0,0.0,0.0
6597,J.B.Priestley,0.0,0.0,0.0
6598,DavidLevien,0.0,25.0,6.0
6599,StanislawLem,0.0,0.0,0.0
6600,PatrickModiano,0.0,32.0,0.0
6601,Kan-CheungTsang,0.0,0.0,0.0
6602,MargueriteDuras,0.0,39.0,21.0
6603,StephenKing,0.0,48.0,17.0
6604,AntoineDulery,0.0,43.0,133.0
6605,BenoitLestang,0.0,26.0,3.0
6606,DavidT.Wagner,0.0,0.0,0.0
6607,LizzyWeiss,0.0,19.0,0.0
6608,LauranPaine,0.0,0.0,0.0
6609,LaurentVachaud,0.0,30.0,2.0
6610,SergeBrussolo,0.0,0.0,0.0
6611,Byung-samMin,0.0,0.0,0.0
6612,NickGriffin,0.0,12.0,0.0
6613,PeterBriggs,0.0,0.0,2.0
6614,CarolineEliacheff,0.0,0.0,0.0
6615,RobertHarling,0.0,23.0,2.0
6616,OrsonScottCard,0.0,3.0,0.0
6617,StevenE.DeSouza,0.0,27.0,3.0
6618,GlennBerger,0.0,0.0,0.0
6619,KimWatson,0.0,0.0,0.0
6620,AriHandel,0.0,25.0,0.0
6621,JanPinkava,1.0,10.0,0.0
6622,DanielHandler,0.0,16.0,0.0
6623,BramStoker,0.0,0.0,0.0
6624,AmelieNothomb,0.0,23.0,0.0
6625,EmmanuelBenbihy,0.0,13.0,0.0
6626,TobeHooper,0.0,43.0,32.0
6627,DavidWu,0.0,36.0,17.0
6628,WilliamHanna,0.0,61.0,16.0
6629,DavidBenulto,0.0,0.0,0.0
6630,JohnKamps,0.0,0.0,0.0
6631,AjitpalSingh,0.0,0.0,0.0
6632,JohnFasano,0.0,26.0,5.0
6634,LorneCameron,0.0,0.0,0.0
6635,GeorgeGallo,0.0,35.0,20.0
6636,FlorenceSeyvos,0.0,0.0,0.0
6637,A.J.Quinnell,0.0,0.0,0.0
6638,AaronStockard,0.0,0.0,0.0
6639,RobertBrener,0.0,0.0,0.0
6640,LauraHillenbrand,0.0,0.0,0.0
6641,BenedictFitzgerald,0.0,0.0,0.0
6642,DanHarris,1.0,20.0,5.0
6643,Homer,0.0,0.0,0.0
6644,DannyPang,0.0,16.0,17.0
6645,DesirCarre,0.0,8.0,5.0
6646,PieterJanBrugge,0.0,37.0,2.0
6647,RobertSouza,0.0,0.0,0.0
6648,NadinePerront,0.0,12.0,0.0
6649,RenaudBendavid,0.0,0.0,0.0
6650,FabriceRoger-Lacan,0.0,26.0,2.0
6651,GeorgeWebster,0.0,19.0,11.0
6652,ThomasEidson,0.0,0.0,0.0
6653,AistSergeyev,0.0,0.0,0.0
6654,FrankA.Cappello,0.0,16.0,3.0
6655,MiloAddica,0.0,17.0,3.0
6656,CarterCrocker,0.0,0.0,0.0
6657,A.A.Milne,0.0,0.0,0.0
6658,MargaretGriecoOberman,0.0,0.0,0.0
6659,StephaneSanoussi,0.0,0.0,0.0
6660,Jean-PhilippeDugand,0.0,8.0,0.0
6661,StuartBlumberg,1.0,19.0,3.0
6662,CurtisHanson,3.0,47.0,17.0
6663,MariePerennou,2.0,15.0,3.0
6664,SteveBarancik,0.0,0.0,0.0
6665,PhilipK.Dick,0.0,0.0,0.0
6666,SandroContinenza,0.0,0.0,0.0
6667,IraLevin,0.0,0.0,0.0
6668,GastonLeroux,0.0,0.0,0.0
6669,ClaireMercier,0.0,18.0,0.0
6670,JacquesFerrandez,0.0,10.0,0.0
6671,AmandaSilver,0.0,30.0,0.0
6672,CelineGarcia,0.0,0.0,0.0
6673,RobertCrais,0.0,0.0,0.0
6674,Jean-FrancoisGoyet,1.0,40.0,2.0
6675,PatrickHasburgh,0.0,31.0,0.0
6676,ScottRosenberg,0.0,28.0,4.0
6677,AndreBarde,0.0,0.0,0.0
6678,ChristiannaBrand,0.0,0.0,0.0
6679,JackGoldenRussell,0.0,0.0,0.0
6680,NathalieVierne,0.0,0.0,0.0
6681,MarkSpragg,0.0,0.0,0.0
6682,NickWilling,2.0,18.0,15.0
6683,GaelleMarce,0.0,0.0,0.0
6684,KurtEichenwald,0.0,0.0,0.0
6685,GeraldPetievich,0.0,0.0,0.0
6686,ThorntonWilder,0.0,0.0,0.0
6687,RonJ.Friedman,0.0,0.0,0.0
6688,JacquesMesrine,0.0,0.0,0.0
6689,AshokAmritraj,0.0,0.0,0.0
6690,GillDennis,0.0,29.0,2.0
6691,CedricLaty,0.0,0.0,3.0
6692,IrinaGontchar,0.0,0.0,0.0
6693,YacineTeguia,0.0,0.0,0.0
6694,JoelSchumacher,0.0,44.0,37.0
6695,AoiHiiragi,0.0,0.0,0.0
6696,IainSoftley,0.0,23.0,14.0
6697,JeanTabary,0.0,0.0,0.0
6698,KevinKennedy,0.0,24.0,0.0
6699,VinceGilligan,2.0,29.0,10.0
6700,ElainePope,0.0,0.0,0.0
6701,WolfgangBecker(II),1.0,29.0,6.0
6702,DenisJeambar,0.0,5.0,2.0
6703,FredericDard,0.0,45.0,2.0
6704,ClareNaylor,0.0,0.0,0.0
6705,GuyZylberstein,0.0,0.0,0.0
6706,ElmoreLeonard,0.0,0.0,0.0
6707,BrunoSolo,0.0,29.0,95.0
6708,RobertLudlum,0.0,0.0,0.0
6709,HansChristianAndersen,0.0,0.0,0.0
6710,HeleneWoillot,0.0,0.0,0.0
6711,CorentinJulius,0.0,0.0,0.0
6712,StephenSondheim,1.0,85.0,4.0
6713,PierreLeccia,0.0,16.0,4.0
6714,PatrickLigardes,0.0,28.0,52.0
6715,EmmanueldeBrantes,0.0,4.0,3.0
6716,RossLaManna,0.0,0.0,0.0
6717,OsamuTezuka,0.0,24.0,13.0
6718,JenniferWeiner,0.0,12.0,0.0
6719,SpikeLee,4.0,47.0,89.0
6720,AlexandreNovototski,0.0,0.0,0.0
6721,CheungChi-Sing,0.0,0.0,0.0
6722,IgorAptekman,0.0,0.0,0.0
6723,AlainAttal,1.0,40.0,3.0
6724,RobCohen,0.0,44.0,26.0
6725,PaulTodisco,0.0,18.0,3.0
6726,NigelBalchin,0.0,0.0,0.0
6727,StevenP.Wegner,0.0,0.0,0.0
6728,OlgaVincent,0.0,35.0,2.0
6729,CharlesDickens,0.0,0.0,0.0
6730,ChrisStokes,0.0,14.0,13.0
6731,SukanyaVongsthapat,0.0,0.0,0.0
6732,Jean-CarolLarrive,0.0,15.0,2.0
6733,ErichStrobel,0.0,0.0,0.0
6734,MathieuFabiani,0.0,34.0,0.0
6735,DanBrown,0.0,0.0,0.0
6738,YannMartel,0.0,0.0,0.0
6739,GillesCarle,0.0,42.0,16.0
6740,DougieBrimson,0.0,0.0,0.0
6741,JohnSanford,0.0,73.0,4.0
6742,BobbyMoresco,4.0,31.0,10.0
6743,DerekDrymon,0.0,22.0,3.0
6744,DianaOssana,0.0,0.0,0.0
6745,BenGarent,0.0,0.0,0.0
6746,BobBaker,3.0,0.0,2.0
6747,KatsuhiroOtomo,0.0,34.0,10.0
6748,SpikeFeresten,0.0,26.0,0.0
6749,RobertBaer,0.0,3.0,3.0
6750,DominiqueSampiero,0.0,0.0,0.0
6751,SteveGalluccio,0.0,0.0,0.0
6752,PierreUytterhoeven,1.0,55.0,0.0
6753,RosalindWiseman,0.0,0.0,0.0
6754,FranckMoisnard,0.0,0.0,0.0
6755,AndrewBirkin,0.0,45.0,7.0
6756,KeirPearson,0.0,0.0,0.0
6757,DanielZelman,0.0,22.0,4.0
6758,SusieMorgenstern,0.0,0.0,0.0
6759,GeraldSibleyras,0.0,0.0,0.0
6760,ChristopheMordellet,0.0,0.0,0.0
6761,PeterS.Seaman,0.0,19.0,0.0
6762,JulesBarbeyd&#039;Aurevilly,,,
6763,PhilipRoth,0.0,0.0,0.0
6764,JohnLasseter,6.0,42.0,24.0
6765,JohnWagner,0.0,0.0,0.0
6766,BarbaraConstantine,0.0,0.0,0.0
6767,RavenMetzner,0.0,11.0,0.0
6768,RobertBenton,5.0,41.0,15.0
6769,BrettHalliday,0.0,0.0,0.0
6770,FabienNury,0.0,11.0,2.0
6771,PeterMayle,0.0,36.0,0.0
6772,AdamGross,0.0,0.0,0.0
6773,ClaraBingham,0.0,0.0,0.0
6774,KentHarper,0.0,6.0,5.0
6775,PhilippeLasry,1.0,34.0,7.0
6776,StephaneHessel,0.0,5.0,6.0
6777,F.X.Toole,0.0,0.0,0.0
6778,SebastienFechner,0.0,0.0,0.0
6779,LaurentGuyot,0.0,25.0,2.0
6780,FengLi,0.0,0.0,0.0
6781,MarkPenney,0.0,0.0,0.0
6782,AnthonySwofford,0.0,0.0,0.0
6783,SariEzouz,0.0,0.0,0.0
6784,IreneStarewitch,0.0,81.0,0.0
6785,RobertMcCrea,0.0,0.0,0.0
6786,PatriceChereau,8.0,38.0,28.0
6787,MatthewFrost,0.0,11.0,2.0
6788,VeroniqueReymond,1.0,15.0,8.0
6789,HermanWeigel,0.0,41.0,0.0
6790,DonMcEnergy,0.0,0.0,0.0
6791,LuigiFalorni,0.0,4.0,4.0
6792,GillesPorte,2.0,31.0,5.0
6793,EmmanuelList,0.0,0.0,0.0
6794,Jean-LucEstebe,0.0,0.0,0.0
6795,SethBass,0.0,0.0,0.0
6796,RupertHolmes,0.0,21.0,0.0
6797,ArthurCahn,0.0,11.0,2.0
6798,EdithNesbit,0.0,0.0,0.0
6799,BeroBeyer,0.0,0.0,0.0
6800,PhilipHalprin,0.0,0.0,0.0
6801,JacquesMartineau,1.0,22.0,10.0
6802,MicheleBernier,1.0,42.0,67.0
6803,KhaledHosseini,0.0,0.0,0.0
6804,AlexTse,0.0,19.0,0.0
6805,Jean-PierreSinapi,1.0,27.0,13.0
6806,AntoniaFraser,0.0,0.0,0.0
6807,YvonRouve,0.0,0.0,0.0
6808,KhanChan,0.0,0.0,0.0
6809,JaunjoIbanez,0.0,0.0,0.0
6810,KarimHussain,0.0,22.0,4.0
6811,BenedicteGalup,0.0,16.0,2.0
6812,BrigitteBuc,0.0,30.0,8.0
6813,JoeKeenan,1.0,27.0,0.0
6814,JamesSiegel,0.0,0.0,0.0
6815,CarloCollodi,0.0,0.0,0.0
6816,SimoneLageoles,0.0,0.0,0.0
6817,GeorgesSimenon,0.0,0.0,0.0
6818,HenryBean,1.0,36.0,4.0
6819,DominiqueMainard,0.0,0.0,0.0
6820,ThomasWittenburg,0.0,0.0,0.0
6821,JeromeBoivin,0.0,22.0,5.0
6822,S.Milliere,0.0,0.0,0.0
6823,BillRaden,0.0,0.0,0.0
6824,TonyLeech,0.0,8.0,2.0
6825,NathalieLafaurie,0.0,49.0,3.0
6826,PhilippeCabot,0.0,0.0,0.0
6827,JoachimFest,0.0,28.0,0.0
6828,Jean-MarieGourio,0.0,28.0,2.0
6829,LouInglebert,0.0,0.0,0.0
6830,EduardoBerti,0.0,0.0,0.0
6831,Jean-FrancoisLeforsonney,0.0,0.0,0.0
6832,MatthewCarrol,0.0,21.0,0.0
6833,ChristopherBuckley,0.0,0.0,0.0
6834,GuillaumeBreaud,0.0,35.0,5.0
6835,MikeWerb,0.0,29.0,0.0
6836,PaulLovett,0.0,0.0,0.0
6837,SergeiLukyanenko,0.0,0.0,0.0
6838,MichaelWynne(II),0.0,0.0,0.0
6839,ScottHeim,0.0,0.0,0.0
6840,TeganWest,0.0,40.0,17.0
6841,DebraHill,0.0,29.0,3.0
6842,SteveCarell,10.0,32.0,66.0
6843,NathalieVailloud,0.0,0.0,0.0
6844,TsutomuKamishiro,0.0,0.0,0.0
6845,SaidSmihi,0.0,0.0,0.0
6846,StevenMillhauser,0.0,0.0,0.0
6847,Marie-AnneChazel,1.0,48.0,75.0
6848,RobertGraysmith,0.0,0.0,0.0
6849,HadrienSoulezLariviere,0.0,0.0,0.0
6850,ChristianChapiron,0.0,0.0,0.0
6851,NeilGaiman,0.0,27.0,8.0
6852,HeinrichVonKleist,0.0,0.0,0.0
6853,AnnaMariaMonticelli,0.0,29.0,3.0
6854,IsabelleSobelmann,0.0,2.0,0.0
6855,Ji-hoonHan,0.0,12.0,0.0
6856,LisaBenchikh-Pellier,0.0,0.0,0.0
6857,RaphaelMeltz,0.0,0.0,0.0
6858,GiovanniBoccaccio,0.0,0.0,0.0
6859,RichardWeber,0.0,58.0,2.0
6860,ValerieStroh,0.0,51.0,37.0
6861,SantiagoCalori,0.0,0.0,0.0
6862,ThanapatTaweesuk,0.0,0.0,0.0
6863,FelixSalten,0.0,0.0,0.0
6864,Marie-LaurenceAttias,0.0,0.0,0.0
6865,PaulGallico,0.0,0.0,0.0
6866,OdileBarski,0.0,0.0,0.0
6867,CliffordIrving,0.0,32.0,0.0
6868,FrancoisEmmanuel,0.0,0.0,0.0
6869,GrantHeslov,4.0,39.0,36.0
6870,AlexisQuentin,0.0,34.0,0.0
6871,PeterGaulke,0.0,0.0,0.0
6872,LolitaPille,0.0,0.0,0.0
6873,DanielGerson,0.0,14.0,0.0
6874,KathyGreenberg,0.0,0.0,0.0
6875,MichelDufresne,0.0,5.0,0.0
6876,TomEyen,0.0,0.0,0.0
6877,MarcHerpoux,0.0,12.0,0.0
6878,ChuTien-Wen,0.0,0.0,0.0
6879,BillMarsilli,0.0,0.0,0.0
6880,AlfonsoCuaron,15.0,40.0,22.0
6881,JayLavender,0.0,9.0,0.0
6882,MathewPeterman,0.0,0.0,0.0
6883,JosephTura,0.0,0.0,0.0
6884,ErinGruwell,0.0,0.0,0.0
6885,KenLaZebnik,0.0,19.0,0.0
6886,GeraldClarke,0.0,0.0,0.0
6887,ZhangTan,0.0,0.0,0.0
6888,PierreGranier-Deferre,2.0,56.0,33.0
6889,OlivierLegrain,0.0,0.0,0.0
6890,SophieHiet,0.0,20.0,0.0
6891,CorinneBenizio,0.0,0.0,0.0
6892,RasmusGuldberg-Kjaer,0.0,0.0,0.0
6893,EricBernt,0.0,21.0,0.0
6894,MarjolaineNonon,0.0,0.0,0.0
6895,LaurenWeisberger,0.0,0.0,0.0
6896,PierreChaillan,0.0,0.0,0.0
6897,WilliamJ.Locke,0.0,0.0,0.0
6898,C.GabyMitchell,0.0,0.0,0.0
6899,DorisKearnsGoodwin,0.0,3.0,2.0
6900,MessaoudHattou,0.0,16.0,10.0
6901,Jean-TeddyFilippe,0.0,18.0,10.0
6902,GantuyaLhagva,0.0,0.0,0.0
6903,PeterLaird,0.0,29.0,0.0
6904,Napalee,0.0,0.0,0.0
6905,GeorgeCrile,0.0,0.0,0.0
6906,GeorgePlimpton,0.0,44.0,14.0
6907,FarhadSafinia,0.0,10.0,0.0
6908,TomPerrotta,0.0,0.0,0.0
6909,AgustinaBessa-Luis,0.0,0.0,0.0
6910,JackFinney,0.0,52.0,0.0
6911,CinqueLee,0.0,26.0,7.0
6912,W.SomersetMaugham,0.0,39.0,0.0
6913,StephenHunter(II),0.0,0.0,0.0
6914,MarianelaMaldonado,0.0,10.0,0.0
6915,RichardAdams,0.0,25.0,0.0
6917,AdamKreutner,0.0,19.0,0.0
6918,MarkJacobson,0.0,22.0,13.0
6919,DeborahCurtis,0.0,0.0,0.0
6920,GemmaArterton,0.0,14.0,47.0
6921,SteveFeke,0.0,0.0,0.0
6922,LaurenceSterne,0.0,0.0,0.0
6923,YasushiAkimoto,0.0,0.0,0.0
6924,BianZhihong,0.0,0.0,0.0
6925,GaiaGuasti,0.0,15.0,0.0
6926,StephenFry,0.0,41.0,87.0
6927,ChristopherPaolini,0.0,0.0,0.0
6928,BruceA.Taylor,0.0,25.0,0.0
6929,BrianRudnick,0.0,0.0,0.0
6930,AtholFugard,0.0,26.0,2.0
6931,EricKnight,0.0,1.0,0.0
6932,Won-sikLee,0.0,0.0,0.0
6933,ElieMeirovitz,0.0,0.0,0.0
6934,MelanieDimantas,0.0,0.0,0.0
6935,RonHansen,0.0,0.0,0.0
6936,OlivierAdam,0.0,0.0,0.0
6937,BrianTaylor,0.0,25.0,13.0
6938,YannBrion,0.0,0.0,0.0
6939,SandraNettelbeck,0.0,17.0,5.0
6940,MirceaEliade,0.0,0.0,0.0
6941,Jean-DanielVerhaeghe,0.0,30.0,45.0
6942,JacquesSotty,0.0,0.0,0.0
6943,HaraldKloser,0.0,29.0,0.0
6944,PaulBesson,0.0,9.0,5.0
6945,Jean-MarieDuprez,0.0,32.0,3.0
6946,RaynoldGideon,0.0,34.0,2.0
6947,PeterStuart,0.0,0.0,0.0
6948,ChrisChow,0.0,0.0,0.0
6949,PietDeRycker,0.0,7.0,7.0
6950,DomitillaCalamai,0.0,0.0,0.0
6951,SheldonTurner,3.0,16.0,3.0
6952,AdamGierasch,0.0,18.0,11.0
6953,PauletteBourgeois,0.0,7.0,0.0
6954,FrancisZamponi,0.0,0.0,0.0
6955,AlanAyckbourn,0.0,0.0,0.0
6956,GianguidoSpinelli,0.0,13.0,0.0
6957,MichaelGolding,0.0,0.0,0.0
6958,ZoeHeller,0.0,0.0,0.0
6959,AnnaGavalda,0.0,0.0,0.0
6960,PerHolst,0.0,0.0,0.0
6961,MichelHouellebecq,1.0,45.0,13.0
6962,Dupuy-Berberian,0.0,0.0,0.0
6963,TranMinhNam,0.0,0.0,0.0
6964,BilleAugust,3.0,45.0,30.0
6965,FredericRoumy,0.0,0.0,0.0
6966,JoseGiovanni,0.0,44.0,20.0
6967,GregoryJ.Bradley,0.0,0.0,0.0
6968,UptonSinclair,0.0,0.0,0.0
6969,JamesV.Hart,0.0,0.0,0.0
6970,EricRognard,0.0,23.0,2.0
6971,Jean-AndreYerles,0.0,19.0,0.0
6972,JonKrakauer,0.0,0.0,0.0
6973,JacquesAkchoti,0.0,27.0,0.0
6974,DavidChubinishvili,0.0,0.0,0.0
6975,OlivierDoran,1.0,27.0,24.0
6976,VincentParonnaud,7.0,16.0,10.0
6977,BillCorbett,0.0,0.0,2.0
6978,LucioMad,0.0,0.0,0.0
6979,FabriceZiolkowski,0.0,0.0,0.0
6980,MartineMarignac,0.0,34.0,2.0
6981,MichelRoyer,1.0,7.0,7.0
6982,MartinCrimp,0.0,0.0,0.0
6983,HuguesMartin,0.0,0.0,0.0
6984,FabienGuyot,0.0,0.0,0.0
6985,LaurenceSiari,0.0,0.0,0.0
6986,MarceloPineyro,0.0,36.0,11.0
6987,ArianeFert,0.0,0.0,0.0
6988,NicolasDeletoille,0.0,16.0,0.0
6989,NatalieCarter,0.0,0.0,0.0
6990,LouiseThermes,0.0,13.0,0.0
6991,ShariSpringerBerman,1.0,26.0,18.0
6992,Alaa&#039;Al-Aswany,,,
6993,PascalMieszala,0.0,19.0,2.0
6994,ChristianPaigneau,0.0,0.0,0.0
6995,MarcAbdelnour,0.0,0.0,0.0
6996,ManuDiez,0.0,0.0,0.0
6997,EricSchlosser,0.0,10.0,4.0
6998,LucaD&#039;Alisera,,,
6999,MarkLevin,0.0,31.0,3.0
7000,MichaelMarkowitz,0.0,30.0,0.0
7001,Won-junHa,0.0,0.0,0.0
7002,EricVeniard,0.0,16.0,5.0
7003,LeeChild,0.0,11.0,2.0
7004,MartinHerron,0.0,0.0,0.0
7005,BrianGarfield,0.0,0.0,0.0
7006,LaurentSarfati,0.0,17.0,0.0
7007,Jean-ArmandBougrelle,0.0,0.0,0.0
7008,PannaRittikrai,0.0,20.0,11.0
7009,Jean-MarcCuliersi,0.0,10.0,2.0
7010,LawrenceBlock,0.0,0.0,0.0
7011,WangHui-Ling,0.0,0.0,0.0
7012,AndrewMotion,0.0,0.0,0.0
7013,VincentPoymiro,1.0,14.0,0.0
7014,CarolynLefcourt,0.0,0.0,0.0
7015,SeverineJacquet,0.0,0.0,0.0
7016,RodneyElHaddad,0.0,0.0,4.0
7017,FranckPhilippon,0.0,22.0,0.0
7018,SteveGlenn,0.0,1.0,0.0
7019,MarcLevy,1.0,18.0,5.0
7020,BiboBergeron,0.0,30.0,6.0
7021,PhilippaGregory,0.0,0.0,0.0
7023,PhilipPullman,0.0,0.0,0.0
7024,LaurenceBlock,0.0,0.0,0.0
7025,JayParini,0.0,0.0,0.0
7026,AlainRoss,0.0,14.0,3.0
7027,GuillaumeBreton,0.0,5.0,0.0
7028,LaurenceCoriat,0.0,0.0,0.0
7029,NoemieKocher,0.0,30.0,40.0
7030,WillEisner,0.0,0.0,0.0
7031,Tin-ShingYip,0.0,0.0,0.0
7032,SteveMcQueen(II),7.0,13.0,16.0
7033,ShaneAcker,0.0,10.0,5.0
7034,JeanMach,0.0,16.0,5.0
7035,AyuubKasasaMago,0.0,0.0,0.0
7036,FritzMuller-Scherz,0.0,0.0,0.0
7037,CecileMaistre-Chabrol,0.0,41.0,7.0
7038,XavierRobles,0.0,0.0,0.0
7039,JeffStockwell,0.0,0.0,0.0
7040,CorneliaFunke,0.0,16.0,0.0
7041,JuanCarlosFresnadillo,0.0,20.0,15.0
7042,SarahWilliams,0.0,14.0,0.0
7043,JonahLisaDyer,0.0,0.0,0.0
7044,BlakeNelson,0.0,0.0,0.0
7045,AudePy,0.0,14.0,0.0
7046,RobertChomiak,0.0,0.0,0.0
7047,Jean-DominiqueBauby,0.0,0.0,0.0
7048,SunJianmin,0.0,0.0,0.0
7049,TimMiller(II),0.0,22.0,10.0
7050,JoseSaramago,0.0,13.0,6.0
7051,KathrynPrice,0.0,9.0,0.0
7052,DunyaSmirnova,1.0,6.0,7.0
7053,RobMinkoff,0.0,34.0,19.0
7054,AliceMunro,0.0,0.0,0.0
7055,DuncanBrantley,0.0,0.0,0.0
7056,JonathanCraven,0.0,41.0,2.0
7057,ChristineRoum,0.0,0.0,0.0
7058,SylvainWhite,0.0,21.0,39.0
7059,DanO&#039;Bannon,,,
