,ID,titre_original,acteur_1,acteur_2,acteur_3,acteur_4,real_1,real_2,real_3,scen_1,scen_2,scen_3,distrib_1,distrib_2,distrib_3,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,pays,jour_sortie,mois_sortie,annee_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,Budget_dollards
2784,138087,Motherless Brooklyn,Edward Norton, Gugu Mbatha-Raw, Alec Baldwin, Willem Dafoe,Edward Norton,,,Edward Norton, Jonathan Lethem,,Warner Bros. France,,,Policier, Drame,,,,,,U.S.A.,4.0,12.0,2019.0,2.0,3.8,145.0,117270.0,26000000.0
2785,138088,Everything is fine (Tout est parfait),Maxime Dumontier, Chloé Bourgeois, Maxime Bessette, Sébastien Bergeron-Carranza,Yves Christian Fournier,,,Guillaume Vigneault, Yves Christian Fournier,,UGC Distribution,,,Drame,,,,,,,Canada,7.0,1.0,2009.0,2.0,3.4,120.0,3479.0,
2786,138093,"AO, le dernier Néandertal",Simon Paul Sutton, Vesela Kazakova, Helmi Dridi,,Jacques Malaterre,,,Jacques Malaterre, Philippe Isard, Michel Fessler,UGC Distribution,,,Aventure, Historique,,,,,,France,29.0,9.0,2010.0,2.0,2.4,84.0,134591.0,15120000.0
2787,138189,Broken City,Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright,Allen Hughes,,,Brian Tucker,,,StudioCanal,,,Policier, Drame, Thriller,,,,,U.S.A.,26.0,6.0,2013.0,2.0,2.3,109.0,73624.0,35000000.0
2788,138194,Les derniers jours du monde,Mathieu Amalric, Catherine Frot, Karin Viard, Sergi López,Jean-Marie Larrieu, Arnaud Larrieu,,Arnaud Larrieu, Jean-Marie Larrieu, Dominique Noguez,Wild Bunch Distribution,,,Comédie dramatique,,,,,,,France,19.0,8.0,2009.0,2.0,3.5,130.0,71726.0,10692000.0
2789,138196,Scream 4,Neve Campbell, David Arquette, Courteney Cox, Emma Roberts,Wes Craven,,,Kevin Williamson,,,SND,,,Epouvante-horreur, Thriller,,,,,,U.S.A.,13.0,4.0,2011.0,2.0,3.3,110.0,533026.0,40000000.0
2790,138197,Irina,Aman Bain, Anna Cottis, Axel Honounou, Chrystelle Labaude,Bernard Mazauric,,,Bernard Mazauric,,,Axxon Films,,,Drame, Guerre,,,,,,France,3.0,9.0,2014.0,2.0,1.8,90.0,788.0,
2791,138198,Visage,Laetitia Casta, Fanny Ardant, Lee Kang-sheng, Jean-Pierre Léaud,Tsai Ming-liang,,,Tsai Ming-liang,,,Rezo Films,,,Comédie dramatique,,,,,,,France,4.0,11.0,2009.0,2.0,2.5,141.0,3487.0,4185000.0
2792,138202,La Dame de trèfle,Malik Zidi, Florence Loiret-Caille, Jean-Pierre Darroussin, Marc Barbé,Jérôme Bonnell,,,Jérôme Bonnell,,,Le Pacte,,,Policier,,,,,,,France,13.0,1.0,2010.0,2.0,3.5,100.0,14717.0,
2793,138209,17 Again,Zac Efron, Matthew Perry, Leslie Mann, Thomas Lennon,Burr Steers,,,Jason Filardi,,,Metropolitan FilmExport,,,Comédie, Romance,,,,,,U.S.A.,22.0,4.0,2009.0,2.0,2.4,100.0,452343.0,20000000.0
2794,138220,Nos enfants nous accuseront,,,,,Jean-Paul Jaud,,,,,,CTV International,,,Documentaire,,,,,,,France,5.0,11.0,2008.0,2.0,2.6,107.0,2821.0,1181.0
2795,138239,Crazy Heart,Jeff Bridges, Maggie Gyllenhaal, Colin Farrell, Robert Duvall,Scott Cooper,,,Scott Cooper, Thomas Cobb,,Twentieth Century Fox France,,,Drame, Musical, Romance,,,,,U.S.A.,3.0,3.0,2010.0,2.0,3.7,111.0,21450.0,7000000.0
2796,138248,Celle que j'aime,Marc Lavoine, Barbara Schulz, Gérard Darmon, Anton Balekdjian,Élie Chouraqui,,,Élie Chouraqui, Jean-Marie Duprez,,Mars Films,,,Comédie, Romance,,,,,,France,22.0,4.0,2009.0,2.0,1.9,103.0,114079.0,1196933.0
2797,138273,Un Heureux Événement,Louise Bourgoin, Pio Marmaï, Josiane Balasko, Thierry Frémont,Rémi Bezançon,,,Rémi Bezançon, Vanessa Portal, Eliette Abecassis,Gaumont Distribution,,,Comédie dramatique,,,,,,,France,28.0,9.0,2011.0,2.0,3.1,110.0,15450.0,12393000.0
2798,138313,"The Way, Way Back",Liam James, Steve Carell, Toni Collette, Allison Janney,Nat Faxon, Jim Rash,,Nat Faxon, Jim Rash,,Twentieth Century Fox France,,,Comédie dramatique,,,,,,,U.S.A.,27.0,11.0,2013.0,2.0,3.1,103.0,394.0,5000000.0
2799,138335,Hercules,Dwayne Johnson, Rufus Sewell, Aksel Hennie, Ingrid Bolsø Berdal,Brett Ratner,,,Evan Spiliotopoulos, Ryan J. Condal, Steve Moore (II),Paramount Pictures France,,,Action, Fantastique, Péplum,,,,,U.S.A.,27.0,8.0,2014.0,2.0,3.0,98.0,447389.0,100000000.0
2800,138359,Gamines,Amira Casar, Sylvie Testud, Jean-Pierre Martins, Zoé Duthion,Eleonore Faucher,,,Eleonore Faucher, Sylvie Testud,,UGC Distribution,,,Comédie dramatique,,,,,,,France,16.0,12.0,2009.0,2.0,3.6,107.0,39147.0,650529.0
2801,138361,La Robe du soir,Lio, Alba Gaia Bellugi, Sophie Mounicot, Léo Legrand,Myriam Aziza,,,Myriam Aziza, Sophie Bredier,,Zelig Films Distribution,,,Drame,,,,,,,France,24.0,2.0,2010.0,2.0,3.1,95.0,6559.0,
2802,138363,City Island,Andy Garcia, Julianna Margulies, Steven Strait, Ezra Miller,Raymond de Felitta,,,Raymond de Felitta,,,Chrysalis Films,,,Comédie, Drame,,,,,,U.S.A.,20.0,1.0,2010.0,2.0,3.3,100.0,19765.0,6000000.0
2803,138365,Låt den rätte komma in,Kåre Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl,Tomas Alfredson,,,John Ajvide Lindqvist, John Ajvide Lindqvist,,Chrysalis Films,,,Fantastique, Epouvante-horreur, Romance,,,,,Suède,4.0,2.0,2009.0,2.0,4.1,114.0,12455.0,4000000.0
2804,138370,Puisque nous sommes nés,,,,,Jean-Pierre Duret, Andréa Santana,,,,,Pierre Grise Distribution,,,Documentaire,,,,,,,Brésil,4.0,2.0,2009.0,2.0,3.8,90.0,5604.0,72484.0
2805,138376,RoboCop,Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish,José Padilha,,,Joshua Zetumer, Nick Schenk,,StudioCanal,,,Action, Science Fiction,,,,,,U.S.A.,5.0,2.0,2014.0,2.0,2.6,117.0,348763.0,100000000.0
2806,138417,Evil Dead,Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas,Fede Alvarez,,,Fede Alvarez, Rodolfo Sayagues,,Metropolitan FilmExport,,,Epouvante-horreur,,,,,,,U.S.A.,1.0,5.0,2013.0,2.0,3.1,90.0,170913.0,17000000.0
2807,138422,Birdwatchers - La terra degli uomini rossi,Claudio Santamaria, Chiara Caselli, Matheus Nachtergaele, Leonardo Medeiros,Marco Bechis,,,Marco Bechis, Luiz Bolognesi, Lara Fremder,Ouragan films,,,Drame,,,,,,,Italie,17.0,12.0,2008.0,2.0,3.7,106.0,3457.0,
2808,138424,Bumažnyj Soldat,Merab Ninidze, Chulpan Khamatova, Anastasya Shevelyova,,Aleksey German Jr.,,,Vladimir Arkusha, Aleksey German Jr.,,ASC Distribution,,,Comédie dramatique,,,,,,,Russie,15.0,9.0,2010.0,2.0,3.1,118.0,2141.0,
2809,138425,Jerichow,Nina Hoss, Benno Fürmann, Hilmi Sözer, André Hennicke,Christian Petzold,,,Christian Petzold,,,Jour2fête,,,Drame,,,,,,,Allemagne,22.0,4.0,2009.0,2.0,3.5,93.0,2273.0,60379.0
2810,138426,Teza,Aaron Arefe, Abeye Tedla, Takelech Beyene, Teje Tesfahun,Haile Gerima,,,Haile Gerima,,,Atlantis,,,Drame,,,,,,,Ethiopie,28.0,4.0,2010.0,2.0,3.7,140.0,1024.0,
2811,138433,Shirin,Mahnaz Afshar, Pegah Ahangarani, Juliette Binoche, Golshifteh Farahani,Abbas Kiarostami,,,,,,MK2 Diffusion,,,Drame,,,,,,,Iran,20.0,1.0,2010.0,2.0,3.1,94.0,1512.0,26302.0
2812,138473,Venom,Tom Hardy, Michelle Williams, Riz Ahmed, Reid Scott,Ruben Fleischer,,,Jeff Pinkner, Scott Rosenberg, Kelly Marcel,Sony Pictures Releasing France,,,Action, Science Fiction,,,,,,U.S.A.,10.0,10.0,2018.0,2.0,1.8,112.0,941871.0,200.0
2813,138478,Howl,James Franco, Todd Rotondi, Jon Prescott, Aaron Tveit,Rob Epstein, Jeffrey Friedman,,Rob Epstein, Jeffrey Friedman,,Mica Films,,,Biopic, Drame,,,,,,U.S.A.,15.0,2.0,2012.0,2.0,2.7,84.0,2347.0,51000000.0
2814,138489,Sympathy for Delicious,Christopher Thornton, Mark Ruffalo, Juliette Lewis, Laura Linney,Mark Ruffalo,,,Christopher Thornton,,,Films sans Frontières,,,Comédie dramatique,,,,,,,U.S.A.,8.0,5.0,2013.0,2.0,2.3,106.0,1520.0,13826.0
2815,138529,Sammy's avonturen: De geheime doorgang,,,,,Ben Stassen,,,Domonic Paris, Ben Stassen, Domonic Paris,StudioCanal,,,Aventure, Animation,,,,,,Belgique,11.0,8.0,2010.0,2.0,2.9,85.0,453251.0,70627617.0
2816,138543,The Spy Next Door,Jackie Chan, Amber Valletta, Madeline Carroll, Will Shadley,Brian Levant,,,Jonathan Bernstein, Gregory Poirier, James Greer,Metropolitan FilmExport,,,Action, Comédie,,,,,,U.S.A.,7.0,7.0,2010.0,2.0,2.0,94.0,45537.0,28000000.0
2817,138557,The Man Who Killed Don Quixote,Adam Driver, Jonathan Pryce, Stellan Skarsgård, Olga Kurylenko,Terry Gilliam,,,Terry Gilliam, Tony Grisoni, Miguel de Cervantes,Océan Films,,,Aventure, Drame,,,,,,Espagne,19.0,5.0,2018.0,5.0,2.9,133.0,40212.0,18360000.0
2818,138591,Un ange à la mer,Martin Nissen, Olivier Gourmet, Anne Consigny, Julien Frison,Frederic Dumont,,,Frederic Dumont,,,Colifilms Diffusion,,,Drame,,,,,,,France,30.0,6.0,2010.0,2.0,2.3,86.0,509.0,26701.0
2819,138593,L'Empire du milieu du sud,,,,,Jacques Perrin, Eric Deroo,,,,,Les Acacias,,,Documentaire,,,,,,,France,24.0,11.0,2010.0,2.0,3.5,86.0,9850.0,
2820,138594,Les Colts de l'or noir,Fredéric Ferrer, Romain Bertrand, Lionel Tavera, Patrick-Noël Mulder,Pierre Romanello,,,Pierre Romanello, Fredéric Ferrer, Philippe Chauvin,Les Films à Fleur de Peau,,,Drame, Western,,,,,,France,2.0,6.0,2010.0,2.0,1.7,105.0,97.0,
2821,138597,Ivul,Jean-Luc Bideau, Jacob Auzanneau, Aurélia Petit, Adélaïde Leroux,Andrew Kötting,,,Andrew Kötting, Cheetham John, Mitchell Andrew,Ed Distribution,,,Drame,,,,,,,France,20.0,1.0,2010.0,2.0,2.6,96.0,752.0,
2822,138598,Unter Bauern - Retter in der Nacht,Veronica Ferres, Armin Rohde, Louisa Mix, Margarita Broich,Ludi Boeken,,,Otto Jägersberg, Imo Moszkowicz, Heidrun Schleef,Zootrope Films,,,Drame, Historique,,,,,,Allemagne,16.0,6.0,2010.0,2.0,3.0,100.0,5713.0,4200000.0
2823,138600,Suspiria,Dakota Johnson, Tilda Swinton, Mia Goth, Chloë Grace Moretz,Luca Guadagnino,,,David Kajganich, Dario Argento,,Metropolitan FilmExport,,,Epouvante-horreur,,,,,,,Italie,14.0,11.0,2018.0,2.0,2.6,152.0,22409.0,20000000.0
2824,138653,Brúðguminn,Hilmir Snær Guðnason, Margrét Vilhjálmsdóttir, Jóhann Sigurðarson, Ilmur Kristjánsdóttir,Baltasar Kormákur,,,Baltasar Kormákur, Ólafur Egilsson,,Tamasa Distribution,,,Comédie,,,,,,,Islande,21.0,7.0,2010.0,2.0,2.6,96.0,4188.0,878157.0
2825,138657,Vertige d'une rencontre,Charles Berling, Jean-Michel Bertrand,,,Jean-Michel Bertrand,,,Dominique Marcel, Jean-Michel Bertrand,,MC4 Distribution,,,Documentaire,,,,,,,France,21.0,7.0,2010.0,2.0,3.0,75.0,2537.0,
2826,138661,Map of the Sounds of Tokyo,Rinko Kikuchi, Sergi López, Takeo Nakahara, Min Tanaka,Isabel Coixet,,,Isabel Coixet,,,Bodega Films,,,Drame,,,,,,,Espagne,26.0,1.0,2011.0,2.0,2.2,109.0,2122.0,8000000.0
2827,138673,Warrior,Joel Edgerton, Tom Hardy, Jennifer Morrison, Frank Grillo,Gavin O&#039;Connor,,,A.M. Tambakis, Gavin O&#039;Connor, Cliff Dorfman,Metropolitan FilmExport,,,Action, Drame, Évènement Sportif,,,,,U.S.A.,14.0,9.0,2011.0,2.0,3.6,140.0,100169.0,25000000.0
2828,138680,Plein sud,Yannick Renier, Léa Seydoux, Théo Frilet, Pierre Perrier,Sébastien Lifshitz,,,Sébastien Lifshitz, Stéphane Bouquet, Vincent Poymiro,Ad Vitam,,,Drame,,,,,,,France,30.0,12.0,2009.0,2.0,2.8,90.0,13299.0,
2829,138682,Vertige,Fanny Valette, Johan Libéreau, Raphaël Lenglet, Nicolas Giraud,Abel Ferry,,,Johanne Bernard, Louis-Paul Desanges,,Gaumont Distribution,,,Action, Aventure, Epouvante-horreur, Thriller,,,,France,24.0,6.0,2009.0,2.0,3.4,84.0,43488.0,16200.0
2830,138683,Geliebte Clara,Martina Gedeck, Pascal Greggory, Malik Zidi, Clara Eichinger,Helma Sanders-Brahms,,,Nicole-Lise Bernheim, Helma Sanders-Brahms, Colo Tavernier,Bodega Films,,,Biopic, Historique, Musical,,,,,Allemagne,13.0,5.0,2009.0,2.0,1.9,104.0,7179.0,
2831,138684,La Régate,Joffrey Verbruggen, Thierry Hancisse, Sergi López, Pénélope Rose,Bernard Bellefroid,,,Bernard Bellefroid, David Lambert,,Pyramide Distribution,,,Drame,,,,,,,France,17.0,2.0,2010.0,2.0,3.3,91.0,13473.0,2160000.0
2832,138725,Goosebumps,Jack Black, Dylan Minnette, Odeya Rush, Amy Ryan,Rob Letterman,,,Larry Karaszewski, Scott Alexander, Darren Lemke,Sony Pictures Releasing France,,,Aventure, Comédie,,,,,,U.S.A.,10.0,2.0,2016.0,2.0,2.9,103.0,184400.0,58000000.0
2833,138726,Date Night,Steve Carell, Tina Fey, Mark Wahlberg, Taraji P. Henson,Shawn Levy,,,Josh Klausner,,,Twentieth Century Fox France,,,Comédie, Romance,,,,,,U.S.A.,12.0,5.0,2010.0,2.0,3.1,88.0,254856.0,55000000.0
2834,138727,Jack Goes Boating,Philip Seymour Hoffman, Amy Ryan, John Ortiz, Daphne Rubin-Vega,Philip Seymour Hoffman,,,Robert Glaudini, Bob Glaudini,,Le Pacte,,,Comédie, Drame, Romance,,,,,U.S.A.,29.0,12.0,2010.0,2.0,2.7,91.0,19582.0,541992.0
2835,138728,It's Complicated,Meryl Streep, Alec Baldwin, Steve Martin, Hunter Parrish,Nancy Meyers,,,Nancy Meyers,,,Universal Pictures International France,,,Comédie, Romance,,,,,,U.S.A.,23.0,12.0,2009.0,2.0,2.8,120.0,266194.0,85000000.0
2836,138730,Kick-Ass,Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Mark Strong,Matthew Vaughn,,,Matthew Vaughn, Jane Goldman, Mark Millar,Metropolitan FilmExport,,,Action, Drame,,,,,,Grande-Bretagne,21.0,4.0,2010.0,2.0,3.5,117.0,291506.0,30000000.0
2837,138731,Parque Vía,Nolberto Coria, Nancy Orozco, Tesalia Huerta, Federico Flores,Enrique Rivero (II),,,Enrique Rivero (II),,,ASC Distribution,,,Drame,,,,,,,Mexique,8.0,7.0,2009.0,2.0,3.4,86.0,49.0,31845.0
2838,138752,The Tourist,Angelina Jolie, Johnny Depp, Timothy Dalton, Bruno Wolkowitch,Florian Henckel von Donnersmarck,,,Julian Fellowes, Christopher McQuarrie, Florian Henckel von Donnersmarck,StudioCanal,,,Drame, Thriller,,,,,,U.S.A.,15.0,12.0,2010.0,2.0,1.6,103.0,316258.0,318.0
2839,138783,Grido,Pippo Delbono, Pepe Robledo, Nelson Lariccia, Gustavo Giacosa,Pippo Delbono,,,Pippo Delbono,,,Pierre Grise Distribution,,,Biopic,,,,,,,Italie,17.0,6.0,2009.0,2.0,3.4,75.0,372.0,
2840,138788,Anvil! The Story of Anvil,Steve Kudlow, Robb Reiner, Kevin Goocher, Glenn Edward Gyorffy,Sacha Gervasi,,,,,,Zootrope Films,,,Documentaire,,,,,,,U.S.A.,3.0,2.0,2010.0,2.0,4.1,80.0,4005.0,
2841,138808,"Tengri, le bleu du ciel",Albina Imasheva, Ilmbek Kalmouratov, Taalaïkan Abazova, Bousourman Odourakaev,Marie-Jaoul de Poncheville,,,Marie-Jaoul de Poncheville, Jean-François Goyet, Azamat Kadyraliev,French distribution,,,Drame,,,,,,,France,28.0,4.0,2010.0,2.0,3.5,96.0,12598.0,
2842,138821,Sleep Dealer,Léonor Varela, Jacob Vargas, Luis Fernando Peña, Giovanna Zacarias,Alex Rivera,,,Alex Rivera,,,La Fabrique de Films,,,Science Fiction, Thriller,,,,,,Mexique,10.0,12.0,2008.0,2.0,3.0,90.0,71.0,2500000.0
2843,138822,"Thelma, Louise et Chantal",Jane Birkin, Caroline Cellier, Catherine Jacob, Thierry Lhermitte,Benoît Pétré,,,Benoît Pétré,,,La Fabrique 2,,,Comédie,,,,,,,France,3.0,3.0,2010.0,2.0,2.5,90.0,121039.0,3672000.0
2844,138824,Jasper und das Limonadenkomplott,Natacha Delmon Casanova, Benjamin Gasquet,,,Eckart Fingberg, Kay Delventhal, Kay Delventhal,John Chambers (II), Eckart Fingberg, Michael Mädel,Bac Films,,,Animation,,,,,,,Allemagne,16.0,12.0,2009.0,2.0,2.8,80.0,32027.0,8640000.0
2845,138825,Mullewapp - Das große Kinoabenteuer der Freunde,Volker Wolf, Hans-Gerd Kilbinger, Rene Heinersdorff, Hildegard Krekel,Tony Loeser, Jesper Møller,,Bettine von Borries, Achim von Borries, Helme Heine,Bac Films,,,Animation, Famille,,,,,,Allemagne,21.0,10.0,2009.0,2.0,2.6,77.0,14486.0,
2846,138826,Desert Flower,Liya Kebede, Sally Hawkins, Timothy Spall, Juliet Stevenson,Sherry Hormann,,,Sherry Hormann, Waris Dirie,,Bac Films,,,Biopic, Drame,,,,,,Allemagne,10.0,3.0,2010.0,2.0,2.8,120.0,66699.0,44348.0
2847,138837,Zombieland,Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin,Ruben Fleischer,,,Rhett Reese, Paul Wernick,,Sony Pictures Releasing France,,,Comédie, Epouvante-horreur,,,,,,U.S.A.,25.0,11.0,2009.0,2.0,3.6,88.0,152630.0,23600000.0
2848,138880,Bad Teacher,Cameron Diaz, Justin Timberlake, Lucy Punch, Jason Segel,Jake Kasdan,,,Lee Eisenberg, Gene Stupnitsky,,Sony Pictures Releasing France,,,Comédie,,,,,,,U.S.A.,27.0,7.0,2011.0,2.0,2.4,93.0,397304.0,20000000.0
2849,138888,Life During Wartime,Shirley Henderson, Ciarán Hinds, Allison Janney, Michael Lerner,Todd Solondz,,,Todd Solondz,,,Le Pacte,,,Comédie dramatique,,,,,,,U.S.A.,28.0,4.0,2010.0,2.0,3.3,98.0,22187.0,4500000.0
2850,138890,The Strangers: Prey at Night,Christina Hendricks, Martin Henderson, Bailee Madison, Lewis Pullman,Johannes Roberts,,,Ben Ketai, Bryan Bertino, Bryan Bertino,Paramount Pictures France,,,Epouvante-horreur, Thriller,,,,,,U.S.A.,18.0,4.0,2018.0,2.0,2.5,85.0,31169.0,5000000.0
2851,138895,Up in the Air,George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman,Jason Reitman,,,Jason Reitman, Sheldon Turner, Walter Kirn,Paramount Pictures France,,,Comédie, Drame,,,,,,U.S.A.,27.0,1.0,2010.0,2.0,3.5,110.0,339337.0,30000000.0
2852,138904,Nowhere Boy,Aaron Taylor-Johnson, Kristin Scott Thomas, Anne-Marie Duff, Thomas Brodie-Sangster,Sam Taylor-Johnson,,,Matt Greenhalgh, Julia Baird,,Mars Films,,,Biopic, Drame, Musical,,,,,Grande-Bretagne,8.0,12.0,2010.0,2.0,2.5,98.0,28879.0,1457248.0
2853,138954,Herbe,,,,,Matthieu Levain, Olivier Porte,,,,,Parasite Distribution,,,Documentaire,,,,,,,France,18.0,2.0,2009.0,2.0,2.8,76.0,2315.0,40548.0
2854,138960,Nuit bleue,Cécile Cassel, François Vincentelli, Alexandre Leccia,,Ange Leccia,,,Ange Leccia, Bernard Joisten, Yves Bichet,Le Pacte,,,Drame,,,,,,,France,13.0,4.0,2011.0,2.0,2.7,86.0,338.0,
2855,138965,Sweet Valentine,Vincent Elbaz, Vanessa David, Louise Bourgoin, Gilles Cohen,Emma Luchini,,,Emma Luchini, Vanessa David,,Mars Films,,,Comédie dramatique,,,,,,,France,2.0,6.0,2010.0,2.0,2.3,85.0,5399.0,32050.0
2856,138966,Libre échange,Carole Bouquet, Julie Depardieu, Serge Gisquière, Eric De Staerke,Serge Gisquière,,,Serge Gisquière, Serge Gisquière,,ARP Sélection,,,Comédie dramatique,,,,,,,France,22.0,12.0,2010.0,2.0,1.5,80.0,54713.0,6480000.0
2857,138975,Estómago,João Miguel, Babu Santana, Fabiula Nascimento, Paulo Miklos,Marcos Jorge,,,Lusa Silvestre, Marcos Jorge, Fabrizio Donvito,Bodega Films,,,Drame,,,,,,,Brésil,19.0,5.0,2010.0,2.0,2.8,112.0,954.0,1000000.0
2858,139042,Bronson,Tom Hardy, Matt King, James Lance, Kelly Adams,Nicolas Winding Refn,,,Brock Norman Brock, Nicolas Winding Refn, Kelly Marcel,Le Pacte,,,Action, Biopic, Drame, Thriller,,,,Grande-Bretagne,15.0,7.0,2009.0,2.0,4.1,92.0,54302.0,230000.0
2859,139043,Victor,Pierre Richard, Lambert Wilson, Clémentine Célarié, Antoine Duléry,Thomas Gilou,,,Lisa Azuelos, Thomas Gilou, Michèle Fitoussi,TFM Distribution,,,Comédie,,,,,,,France,7.0,10.0,2009.0,2.0,2.4,95.0,99045.0,
2860,139050,Harry Brown,Michael Caine, Emily Mortimer, Charlie Creed-Miles, Liam Cunningham,Daniel Barber,,,Gary Young (IV),,,Surreal Distribution,,,Thriller,,,,,,,Grande-Bretagne,12.0,1.0,2011.0,2.0,2.7,103.0,28608.0,7300000.0
2861,139127,Rango,,,,,Gore Verbinski,,,John Logan, Gore Verbinski, James Ward Byrkit,Paramount Pictures France,,,Action, Aventure, Animation,,,,,U.S.A.,23.0,3.0,2011.0,2.0,3.4,107.0,519450.0,135000000.0
2862,139132,"Aruitemo, Aruitemo",Hiroshi Abe, Yoshio Harada, Kiki Kirin, Yui Natsukawa,Hirokazu Kore-eda,,,Hirokazu Kore-eda,,,Pyramide Distribution,,,Drame,,,,,,,Japon,22.0,4.0,2009.0,2.0,4.5,115.0,40178.0,167047.0
2863,139138,The Other Man,Liam Neeson, Laura Linney, Antonio Banderas, Romola Garai,Richard Eyre,,,Richard Eyre, Charles Wood (I), Bernhard Schlink,Pretty Pictures,,,Drame, Thriller,,,,,,U.S.A.,27.0,5.0,2009.0,2.0,1.8,90.0,16074.0,15000000.0
2864,139147,Eid milad Laila,Mohammed Bakri, Areen Omari, Nour Zoubi,,Rashid Masharawi,,,Rashid Masharawi,,,Luminor (CTV),,,Comédie,,,,,,,Palestine,22.0,7.0,2009.0,2.0,3.4,71.0,4231.0,13689.0
2865,139160,Behind the Candelabra,Michael Douglas, Matt Damon, Dan Aykroyd, Scott Bakula,Steven Soderbergh,,,Richard LaGravenese, Scott Thorson, Alex Thorleifson,ARP Sélection,,,Biopic, Drame,,,,,,U.S.A.,18.0,9.0,2013.0,2.0,4.0,119.0,123223.0,23000000.0
2866,139165,El Cuerno de La Abundancia,Jorge Perugorria, Enrique Molina, Yoima Valdés, Laura de la Uz,Juan Carlos Tabio,,,Juan Carlos Tabio, Arturo Arango,,Colifilms Diffusion,,,Comédie,,,,,,,Espagne,3.0,2.0,2010.0,2.0,3.2,108.0,1333.0,569180.0
2867,139168,Shikgaek,Kang-Woo Kim, Won-hie Lim, Ha-na Lee, Jeong Eun-pyo,Jeon Yun-su,,,Jeon Yun-su, Dong-ik Shin, Young-man Hur,Films sans Frontières,,,Comédie dramatique,,,,,,,Corée du Sud,24.0,6.0,2009.0,2.0,2.8,113.0,3036.0,
2868,139181,Kalat Hayam,Dana Ivgy, Mahmud Shalaby, Roy Assaf, Ronit Elkabetz,Keren Yedaya,,,Keren Yedaya, Illa Ben Porat,,Rezo Films,,,Drame,,,,,,,France,10.0,6.0,2009.0,2.0,3.7,105.0,29053.0,
2869,139182,Independencia,Tetchie Agbayani, Sid Lucero, Alessandra da Rossi, Mika Aguilos,Raya Martin,,,Raya Martin, Ramon Sarmiento,,Shellac,,,Drame,,,,,,,Philippines,21.0,4.0,2010.0,2.0,3.6,77.0,662.0,
2870,139202,xXx : Return of Xander Cage,Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu,D.J. Caruso,,,F. Scott Frazier, Chad St. John, Rich Wilkes,Paramount Pictures France,,,Action, Thriller,,,,,,U.S.A.,18.0,1.0,2017.0,2.0,2.3,107.0,450091.0,85000000.0
2871,139217,Sveitabrúðkaup,Nanna Kristín Magnúsdóttir, Björn Hlynur Haraldsson, Nína Dögg Filippusdóttir, Herdís Þorvaldsdóttir,Valdis Oskarsdottir,,,Valdis Oskarsdottir,,,Memento Distribution,,,Comédie,,,,,,,Islande,3.0,6.0,2009.0,2.0,2.4,95.0,7093.0,199144.0
2872,139254,Lilla spöket Laban: Spökdags,,,,,Lasse Persson, Per Ahlin, Alicja Jaworski,Lena Ollmark, Lasse Sandberg, Inger Sandberg,Les Films du Préau,,,Animation,,,,,,,Suède,3.0,12.0,2008.0,2.0,3.0,52.0,462.0,863591.0
2873,139260,Nos lieux interdits,,,,,Leïla Kilani,,,Leïla Kilani,,,Documentaire sur Grand Ecran,,,Documentaire,,,,,,,France,30.0,9.0,2009.0,2.0,3.5,108.0,268.0,
2874,139266,Léger tremblement du paysage,Anatole Vialard, Michel Théboeuf, Corentin Chapa, Pierre Coudeneau,Philippe Fernandez,,,Philippe Fernandez,,,Contre Allée Distribution,,,Drame,,,,,,,France,26.0,8.0,2009.0,2.0,2.9,85.0,468.0,
2875,139267,A Religiosa Portuguesa,Leonor Baldaque, Mozos Francisco, Beatriz Batarda, Carloto Cotta,Eugène Green,,,Eugène Green,,,Océan Films,,,Drame,,,,,,,France,11.0,11.0,2009.0,2.0,3.8,127.0,3867.0,
2876,139277,Clubbed,Colin Salmon, Mel Raido, Shaun Parkes, Scot Williams,Neil Thompson,,,Geoff Thompson,,,Pretty Pictures,,,Drame, Thriller,,,,,,Grande-Bretagne,21.0,1.0,2009.0,2.0,2.8,95.0,12082.0,2540000.0
2877,139291,Looper,Bruce Willis, Joseph Gordon-Levitt, Emily Blunt, Paul Dano,Rian Johnson,,,Rian Johnson,,,SND,,,Action, Science Fiction,,,,,,U.S.A.,31.0,10.0,2012.0,2.0,3.9,110.0,424568.0,30000000.0
2878,139326,Last Night,Keira Knightley, Sam Worthington, Guillaume Canet, Eva Mendes,Massy Tadjedin,,,Massy Tadjedin,,,Gaumont Distribution,,,Drame, Romance,,,,,,France,16.0,2.0,2011.0,2.0,2.7,92.0,4750.0,10000000.0
