ID_film;titre_original;acteur_1;acteur_2;acteur_3;acteur_4;real_1;real_2;real_3;scen_1;scen_2;scen_3;scen_4;score_disctrib;genre_1;genre_2;genre_3;genre_4;genre_5;genre_6;genre_7;pays;jour_sortie;mois_sortie;annee_sortie;day_of_week_sortie;note_presse;duree;budegt_dollars;premiere_semaine_france
273683;Hatsukoi;MasatakaKubota;NaoOhmori;SakurakoKonishi;ShotaSometani;TakashiMiike;;;MasaruNakamura;;;;0,02287;Action; Policier;;;;;;Autre;1;1;2020;2;3,1;108;218329;12143
273686;LeRevedeNoura;HendSabri;LotfiAbdelli;HakimBoumsaoudi;ImenCherif;HindeBoujemaa;;;HindeBoujemaa;LaurentBrandenbourger;;;0,01421;Drame;;;;;;;Autre;13;11;2019;2;3,7;90;;13071
273687;Lillian;PatrycjaPlanik;;;;AndreasHorvath;;;AndreasHorvath;;;;0,01642;Aventure; Drame;;;;;;Autre;11;12;2019;2;3,1;128;;7424
273690;MarryMe;JenniferLopez;OwenWilson;JohnBradley(II);SarahSilverman;KatCoiro;;;JohnRogers(II);TamiSagher;HarperDill;;0,02973;Comedie; Romance;;;;;;USA;9;2;2022;2;2,6;112;23000000;64399
273722;Tenzo;ChikenKawaguchi;ShinkoKondo;RyugyoKurashima;ShuntouAoyama;KatsuyaTomita;;;KatsuyaTomita;ToranosukeAizawa;;;0,01299;Documentaire;;;;;;;Autre;27;11;2019;2;3,4;63;;874
273728;LesCharbonsardents;;;;;HeleneMilano;;;;;;;0,02466;Documentaire;;;;;;;France;23;10;2019;2;3,4;89;;894
273733;BonjourleMonde!;;;;;Anne-LiseKoehler;EricSerre;;Anne-LiseKoehler;PhilippeTraversat;;;0,01731;Animation;;;;;;;France;2;10;2019;2;3;61;52871;8421
273734;Zibillaoulaviezebree;;;;;MartinaSvojikova;MarjolainePerreten;IsabelleFavez;DavidBredel;Pierre-LucGranjon;IsabelleFavez;;0,01731;Animation;;;;;;;France;13;11;2019;2;3,2;49;;6203
273754;Tanhaji;AjayDevgn;SaifAliKhan;Kajol;PankajTripathi;OmRaut;;;;;;;0,01441;Action; Bollywood; Historique;;;;;Autre;10;1;2020;4;3,1;131;;380
273780;StreetDancer3;VarunDhawan;ShraddhaKapoor;RaghavJuyal;PunitPathak;"RemoD&#039;Souza";;;;;;;0,01441;Drame; Comedie musicale; Romance;;;;;Autre;24;1;2020;4;3,4;150;;500
273813;LeFantomedeLaurentTerzieff;LaurentTerzieff;MichaelLonsdale;FabriceLuchini;Jean-PaulBelmondo;JacquesRichard(II);;;JacquesRichard(II);;;;0,00671;Documentaire;;;;;;;France;9;9;2020;2;3,8;116;;210
273875;Chichinette-WieichzufalligSpioninwurde;MartheHoffnung;;;;NicolaHens;;;NicolaHens;;;;0,01516;Documentaire;;;;;;;Autre;30;10;2019;2;4;86;;852
273879;LesEnfantsd'Isadora;AgatheBonitzer;ManonCarpentier;MarikaRizzi;ElsaWolliaston;DamienManivel;;;DamienManivel;JulienDieudonne;;;0,0247;Drame;;;;;;;France;20;11;2019;2;3,6;85;2493;3351
273882;10jourssansmaman;FranckDubosc;AureAtika;AlexisMichalik;AliceDavid;LudovicBernard;;;LudovicBernard;MathieuOullion;;;0,02587;Comedie;;;;;;;France;19;2;2020;2;2,2;98;9180000;541102
273905;LeChocdufutur;AlmaJodorowsky;ClaraLuciani;PhilippeRebbot;GeoffreyCarey;MarcCollin;;;ElinaGakou-Gomba;MarcCollin;;;0,00792;Drame; Musical;;;;;;France;19;6;2019;2;2,4;84;2469;248
273911;LeGenoud'Ahed;AvshalomPollak;NurFibak;LidorEderi;MiliEshet;NadavLapid;;;NadavLapid;HaimLapid;;;0,0261;Drame;;;;;;;France;15;9;2021;2;3,5;110;;14835
273912;LaNuee;SulianeBrahim;SofianKhammes;MarieNarbonne;RaphaelRomand;JustPhilippot;;;JeromeGenevray;FranckVictor;JeromeGenevray;;0,01652;Drame; Epouvante-horreur;;;;;;France;16;6;2021;2;3,8;101;3024000;23596
273919;Tadmor;;;;;MonikaBorgmann;LokmanSlim;;LokmanSlim;MonikaBorgmann;;;0,01043;Documentaire;;;;;;;Autre;5;6;2019;2;3,3;103;;126
273920;DieLehrerin;JuliaFranzke;OlivierDovergne;;;DenisDercourt;;;DenisDercourt;;;;0,01043;Drame;;;;;;;Autre;5;6;2019;2;2,7;77;;216
273943;NeaJerusalem(ettoujoursvivant);YossiAtia;LihiKornowski;ItamarRose;TaishiTanaka;YossiAtia;DavidOfek;;YossiAtia;;;;0,02552;Comedie;;;;;;;Autre;22;7;2020;2;3,3;83;;5042
273946;ToCatchAKiller;ShaileneWoodley;BenMendelsohn;JovanAdepo;RalphIneson;DamianSzifron;;;DamianSzifron;JonathanWakeham;DamianSzifron;;0,04368;Policier; Thriller;;;;;;USA;26;4;2023;2;3,7;119;;100146
273948;LuxAeterna;CharlotteGainsbourg;BeatriceDalle;MicaArganaraz;YannickBono;GasparNoe;;;GasparNoe;;;;0,00655;Drame; Thriller;;;;;;France;23;9;2020;2;3,2;51;;15863
273954;ChateauPekin;;;;;BorisPetric;;;BorisPetric;;;;0,00575;Documentaire;;;;;;;France;22;5;2019;2;2,9;63;;195
273960;Jelarencontrerai;QuentinSantarelli;CharlotteDurandRaucher;Jean-BenoitDiallo;MaximePicot;RaphaelKirgo;;;RaphaelKirgo;;;;0,02324;Comedie dramatique;;;;;;;France;26;6;2019;2;3,3;80;;87
273981;TheFather;AnthonyHopkins;OliviaColman;MarkGatiss;ImogenPoots;FlorianZeller;;;FlorianZeller;ChristopherHampton;ChristopherHampton;;0,01664;Drame;;;;;;;Autre;26;5;2021;2;3,9;98;6480000;153927
273983;TheRacer;LouisTalpe;MatteoSimoni;TaraLee;IainGlen;KieronJ.Walsh;;;CiaranCassidy;KieronJ.Walsh;;;0,02284;Drame;;;;;;;Autre;29;6;2022;2;2,8;95;;2204
273995;Miraculous-lefilm;;;;;JeremyZag;;;JeremyZag;BettinaLopezMendoza;ThomasAstruc;;0,02585;Action; Aventure; Animation; Comedie musicale;;;;France;5;7;2023;2;2,7;99;86400000;660421
274069;Colective;;;;;AlexanderNanau;;;AntoanetaOpris;;;;0,02281;Documentaire;;;;;;;Autre;15;9;2021;2;3,8;109;;4254
274106;LesBeauxmenteurs;AliceCarel;MorganPerez;MarkAustin(II);SebastienFouillade;BrunoMercier;;;BrunoMercier;;;;0,01454;Comedie; Drame;;;;;;France;17;7;2019;2;2;80;;498
274107;LeCharetl'olivier,uneautrehistoiredelaPalestine;;;;;RolandNurier;;;RolandNurier;;;;0,01454;Documentaire;;;;;;;France;6;11;2019;2;3,6;101;47101;7331
274108;Unpetitairdefamille;;;;;;;;;;;;0,02472;Animation;;;;;;;France;11;9;2019;2;4,2;43;124359;4909
274164;BiggerThanUs;;;;;FloreVasseur;;;FloreVasseur;MelatiWijsen;;;0,02466;Documentaire;;;;;;;France;22;9;2021;2;3,3;96;1078486;78406
274174;OkulTirasi;SametYildiz;EkinKoc;MahirIpek;NurullahAlaca;FeritKarahan;;;FeritKarahan;GulistanAcet;;;0,00592;Drame;;;;;;;Autre;8;6;2022;2;3,4;85;;926
274196;Kolaigaran;ArjunSarja;VijayAntony;AshimaNarwal;;AndrewLouis;;;AndrewLouis;;;;0,01495;Action; Drame; Thriller;;;;;Autre;7;6;2019;4;2,8;109;1601618;187
274203;SOL;ChantalLauby;CamilleChamoux;GiovanniPucci;SergeBagdassarian;JezabelMarques;;;VincentCappello;FaizaGuene;JezabelMarques;;0,02587;Comedie;;;;;;;France;8;1;2020;2;3,1;98;4968000;83565
274204;Boitenoire;PierreNiney;LoudeLaage;AndreDussollier;SebastienPouderoux;YannGozlan;;;YannGozlan;SimonMoutairou;NicolasBouvet;;0,02587;Drame; Thriller;;;;;;France;8;9;2021;2;3,8;130;9738741;292081
274205;Unhinged;RussellCrowe;CarenPistorius;GabrielBateman;JimmiSimpson;DerrickBorte;;;CarlEllsworth;;;;0,02585;Action; Thriller;;;;;;USA;19;8;2020;2;3,8;90;33000000;144754
274208;AroundtheWorldin80Days;;;;;SamuelTourneux;;;GerrySwallow;DavidMichel;JulesVerne;;0,02587;Aventure; Animation; Famille;;;;;France;4;8;2021;2;3,3;83;110000000;230924
274232;Old;GaelGarciaBernal;VickyKrieps;RufusSewell;AlexWolff;M.NightShyamalan;;;M.NightShyamalan;Pierre-OscarLevy;FrederikPeeters;;0,02973;Fantastique; Thriller;;;;;;USA;21;7;2021;2;3,2;108;18000000;105841
274234;TrollsBandTogether;;;;;WaltDohrn;TimHeitz;;JonathanAibel;GlennBerger;ElizabethTippet;;0,02973;Action; Aventure; Animation; Comedie; Famille;;;USA;18;10;2023;2;2,6;92;95000000;419824
274260;LesMeilleures;LinaElArabi;EstherRollande;KiyaneBenamara;MahiaZrouki;MarionDesseigne-Ravel;;;MarionDesseigne-Ravel;;;;0,02668;Drame; Romance;;;;;;France;9;3;2022;2;3,4;81;48375;6262
274273;AvecUnSourire,LaRevolution!;SergiLopez;;;;AlexandreChartrand;;;AlexandreChartrand;;;;0,00542;Documentaire;;;;;;;Autre;15;9;2021;2;3,2;97;;87
274282;J'iraimourirdanslesCarpates;AntoinedeMaximy;AlicePol;MaxBoublil;StephanWojtowicz;AntoinedeMaximy;;;AntoinedeMaximy;AntoinedeMaximy;ThomasPujol;;0,01473;Comedie; Thriller;;;;;;France;16;9;2020;2;2,5;96;715963;50838
274312;TerribleJungle;CatherineDeneuve;VincentDedienne;AliceBelaidi;JonathanCohen;HugoBenamozig;DavidCaviglioli;;HugoBenamozig;DavidCaviglioli;;;0,01473;Aventure; Comedie;;;;;;France;29;7;2020;2;3,7;91;1560874;83427
274315;ArmageddonTime;AnneHathaway;JeremyStrong;BanksRepeta;JaylinWebb;JamesGray;;;JamesGray;;;;0,02973;Drame;;;;;;;USA;9;11;2022;2;4,4;115;15000000;155547
274329;ArtistesDeLaVie;;;;;PierreWestelynck;;;MathiasLahiani;;;;0,00516;Documentaire;;;;;;;France;18;9;2019;2;3,9;73;;187
274345;AdieuLesCons;VirginieEfira;AlbertDupontel;NicolasMarie;JackieBerroyer;AlbertDupontel;;;AlbertDupontel;XavierNemo;;;0,02338;Comedie;;;;;;;France;21;10;2020;2;3,7;87;16955924;600444
274387;JohnWick:Chapter4;KeanuReeves;DonnieYen;BillSkarsgard;IanMcShane;ChadStahelski;;;MichaelFinch;ShayHatten;DerekKolstad;;0,04368;Action;;;;;;;USA;22;3;2023;2;3,6;170;100000000;411048
274394;TheHighNote;DakotaJohnson;TraceeEllisRoss;KelvinHarrisonJr.;BillPullman;NishaGanatra;;;FloraGreeson;;;;0,02973;Drame; Musical; Romance;;;;;USA;14;7;2020;1;2,5;114;;22418
274450;L'Ameduvin;;;;;Marie-AngeGorbanevsky;;;Marie-AngeGorbanevsky;;;;0,01642;Documentaire;;;;;;;France;13;11;2019;2;3;101;;761
274462;CoeurdePierre;;;;;OlivierJobard;ClaireBillet;;;;;;0,02324;Documentaire;;;;;;;France;4;9;2019;2;3;89;;81
274484;Qu'est-cequ'onatousfaitauBonDieu?;ChristianClavier;ChantalLauby;AryAbittan;MediSadoun;PhilippedeChauveron;;;PhilippedeChauveron;GuyLaurent;;;0,02266;Comedie; Famille;;;;;;France;6;4;2022;2;2,5;98;27963477;874683
274499;WhenTomatoesMetWagner;;;;;MariannaEconomou;;;MariannaEconomou;;;;0,01372;Documentaire;;;;;;;Autre;8;9;2021;2;3,2;73;;219
274517;Nashlakosanakamen;AlekseySolonchev;EkaterinaVinogradova;KseniyaKutepova;JuliannaMikhnevitch;AnjaKreis;;;AnjaKreis;;;;0,01452;Drame;;;;;;;Autre;17;7;2019;2;3,1;77;1035;824
274525;BraquerPoitiers;FrancisSoetens;HeleneBressiant;WilfridAmeuille;LucieGuien;ClaudeSchmitz;;;ClaudeSchmitz;;;;0,02175;Comedie;;;;;;;France;23;10;2019;2;3,5;59;;2806
274532;Enliberte!levillagedemocratiquedePourgues;;;;;AlexFerrini;;;AlexFerrini;;;;0,01699;Documentaire;;;;;;;France;9;10;2019;2;2,4;76;;157
274585;LeLoupetlelion;MollyKunz;GrahamGreene(II);CharlieCarrick;DerekJohns;GillesdeMaistre;;;PrunedeMaistre;PrunedeMaistre;GillesdeMaistre;;0,02587;Aventure; Famille;;;;;;France;13;10;2021;2;2,8;100;2072173;199085
274630;Unejoiesecrete;;;;;JeromeCassou;;;JeromeCassou;;;;0,01415;Documentaire;;;;;;;France;11;9;2019;2;3,2;70;;1682
274683;AsagaKuru;ArataIura;HiromiNagasaku;AjuMakita;TaketoTanaka;NaomiKawase;;;NaomiKawase;IzumiTakahashi;MizukiTsujimura;;0,02287;Drame;;;;;;;Autre;28;7;2021;2;3,6;140;175041;11839
274837;Ete85;FelixLefebvre;BenjaminVoisin;PhilippineVelge;ValeriaBruniTedeschi;FrancoisOzon;;;FrancoisOzon;AidanChambers;;;0,02412;Drame;;;;;;;France;14;7;2020;1;3,9;101;71788;137684
274840;LesMondesimaginairesdeJean-FrancoisLaguionie;;;;;Jean-FrancoisLaguionie;;;Jean-FrancoisLaguionie;Jean-PierreGaspari;;;0,00644;Animation;;;;;;;France;2;10;2019;2;4;78;;95
274888;ArdaasKaraan;GippyGrewal;JapjiKhaira;GurpreetGhuggi;SapnaPabbi;GippyGrewal;;;GippyGrewal;;;;0,01441;Drame;;;;;;;Autre;19;7;2019;4;3;140;752481;976
274891;Ocean;Ocean;;;;Ocean;;;Ocean;AliceDiop;;;0,01487;Documentaire;;;;;;;France;13;11;2019;2;3,4;111;;245
274915;Promare;;;;;HiroyukiImaishi;;;KazukiNakashima;KazukiNakashima;;;0,02334;Action; Animation; Science Fiction;;;;;Autre;31;7;2019;2;3,6;111;;8508
274973;MadeInBangladesh;RikitaShimu;NoveraRahman;ParvinParu;MayabiMaya;RubaiyatHossain;;;RubaiyatHossain;PhilippeBarriere;;;0,0261;Drame;;;;;;;Autre;4;12;2019;2;3,4;95;;10897
274976;LaMacchinazione;MassimoRanieri;LiberoDeRienzo;MatteoTaranto;Francois-XavierDemaison;DavidGrieco;;;DavidGrieco;GuidoBulla;;;0,00472;Biopic; Policier; Drame;;;;;Autre;21;8;2019;2;2,9;100;105072;1006
274982;NerkondaPaarvai;AjithKumar;ShraddhaSrinath;VidyaBalan;;H.Vinoth;;;H.Vinoth;;;;0,01495;Drame; Thriller;;;;;;Autre;8;8;2019;3;3,3;150;768540;6582
275050;Druk;MadsMikkelsen;ThomasBoLarsen;MagnusMillang;LarsRanthe;ThomasVinterberg;;;TobiasLindholm;ThomasVinterberg;;;0,02287;Comedie; Drame;;;;;;Autre;14;10;2020;2;3,9;117;12742455;114935
275060;DeSableEtDeFeu;RodolfoSancho;CarolinaCrescentini;ImanolArias;KamalMoummad;SouheilBen-Barka;;;;;;;0,00311;Drame; Historique; Romance;;;;;Autre;18;9;2019;2;2,3;116;10000000;214
275114;Happy,laMeditational'ecole;;;;;HeleneWalter;EricGeorgeault;;;;;;0,01459;Documentaire;;;;;;;France;30;10;2019;2;3,8;76;;751
275121;Parentsd'eleves;VincentDedienne;CameliaJordana;AlixPoisson;SamirGuesmi;NoemieSaglio;;;AliceGirard;MarinetteLevy;MathiasGavarry;;0,02266;Comedie; Famille;;;;;;France;7;10;2020;2;3,1;89;2033629;110248
275122;L'Evenement;AnamariaVartolomei;KaceyMottetKlein;LuanaBajrami;LouiseOrry-Diquero;AudreyDiwan;;;AudreyDiwan;MarciaRomano;AnnieErnaux;;0,02538;Drame;;;;;;;France;24;11;2021;2;4,1;100;4708800;62150
275129;5eilnumeroperfetto;ToniServillo;ValeriaGolino;CarloBuccirosso;IaiaForte;IgorTuveri;;;IgorTuveri;IgorTuveri;;;0,01642;Policier; Drame; Thriller;;;;;Autre;23;10;2019;2;2,8;106;4320000;4723
275138;Professiondupere;BenoitPoelvoorde;AudreyDana;JulesLefebvre;TomLevy;Jean-PierreAmeris;;;Jean-PierreAmeris;MurielleMagellan;SorjChalandon;;0,02467;Drame;;;;;;;France;28;7;2021;2;3,1;105;274047;25406
275157;LeRegarddeCharles;CharlesAznavour;RomainDuris;;;MarcDiDomenico;;;MarcDiDomenico;AntoineBarraud;;;0,02334;Biopic; Documentaire;;;;;;France;2;10;2019;2;3,5;85;214562;9686
275159;L'Oeuvresansauteur-Partie2;TomSchilling;SebastianKoch;PaulaBeer;SaskiaRosendahl;FlorianHenckelvonDonnersmarck;;;FlorianHenckelvonDonnersmarck;;;;0,02412;Drame; Thriller;;;;;;Autre;17;7;2019;2;3;99;;13461
275175;Lingui,leslienssacres;AchouackhAbakar;RihaneKhalilAlio;YoussoufDjaoro;BriyaGomdigue;Mahamat-SalehHaroun;;;Mahamat-SalehHaroun;;;;0,02467;Drame;;;;;;;France;8;12;2021;2;3,1;88;;5606
275190;MystereaSaint-Tropez;ChristianClavier;BenoitPoelvoorde;ThierryLhermitte;JeromeCommandeur;NicolasBenamou;;;ChristianClavier;Jean-FrancoisHalin;Jean-MariePoire;;0,02587;Comedie;;;;;;;France;14;7;2021;2;3;91;17539200;116540
275199;Bigil;VijayJ;NayantharaKurian;JackieShroff;YogiBabu;AtleeKumar;;;AtleeKumar;RamanaGirivasan;;;0,01495;Action; Drame;;;;;;Autre;25;10;2019;4;3,5;178;16800000;23120
275204;17Blocks;;;;;DavyRothbart;;;JenniferTiexiera;DavyRothbart;;;0,02281;Documentaire;;;;;;;USA;9;6;2021;2;3,7;95;;2019
275207;Thor:LoveAndThunder;ChrisHemsworth;NataliePortman;ChristianBale;TessaThompson;TaikaWaititi;;;TaikaWaititi;JenniferKaytinRobinson;StanLee;;0,02489;Action; Aventure; Fantastique; Science Fiction;;;;USA;13;7;2022;2;2,6;119;250000000;1150926
275227;DeGaulle;LambertWilson;IsabelleCarre;OlivierGourmet;CatherineMouchet;GabrielLeBomin;;;ValerieRansonEnguiale;GabrielLeBomin;;;0,02585;Biopic; Historique; Guerre;;;;;France;4;3;2020;2;3,1;109;11645697,24;511913
275263;L'OrigineDuMonde;LaurentLafitte;KarinViard;VincentMacaigne;HeleneVincent;LaurentLafitte;;;LaurentLafitte;SebastienThiery;;;0,02587;Comedie;;;;;;;France;15;9;2021;2;3,1;98;1813894;117938
275265;BackToTheMoon;;;;;Charles-AntoinedeRouvre;;;SophieBocquillon;Charles-AntoinedeRouvre;;;0,00752;Documentaire;;;;;;;France;24;7;2019;2;3,6;102;;38
275355;30joursmax;TarekBoudali;PhilippeLacheau;JulienArruti;VanessaGuide;TarekBoudali;;;TarekBoudali;PierreDudan(II);GregoryBoutboul;;0,02587;Comedie; Policier;;;;;;France;14;10;2020;2;2,4;87;12960000;508815
275360;T'aspecho?;PaulKircher;"Inesd&#039;Assomption";RamzyBedia;VincentMacaigne;AdelinePicault;;;AdelinePicault;;;;0,03024;Comedie;;;;;;;France;29;7;2020;2;2,9;98;2607444;109661
275366;Gogo;;;;;PascalPlisson;;;PascalPlisson;PatrickPessis;LaetitiaKugler;;0,02668;Documentaire;;;;;;;France;1;9;2021;2;3,2;87;59298;7855
275419;5emeSet;AlexLutz;AnaGirardot;KristinScottThomas;JurgenBriand;QuentinReynaud;;;;;;;0,01473;Drame; evènement Sportif;;;;;;France;16;6;2021;2;3,6;105;;28769
275426;Libertad;MariaMorera;NicolleGarcia;VickyPena;NoraNavas;ClaraRoquet;;;ClaraRoquet;;;;0,02284;Drame;;;;;;;Autre;6;4;2022;2;3,4;104;101426;7245
275430;Bashtata;IvanBarnev;IvanSavov;MargitaGosheva;TanyaShahova;KristinaGrozeva;PetarValchanov;;KristinaGrozeva;PetarValchanov;;;0,01516;Comedie; Drame;;;;;;Autre;7;7;2021;2;2,8;87;;102
275454;L'Etincelle:unehistoiredesluttesLGBT+;BertrandDelanoe;RobertBadinter;GerardLefort;DustinLanceBlack;BenoitMasocco;;;;;;;0,01526;Documentaire;;;;;;;France;24;7;2019;2;3,5;99;;250
275513;IlCampione;StefanoAccorsi;AndreaCarpenzano;MassimoPopolizio;AnitaCaprioli;"LeonardoD&#039;Agostini";;;"LeonardoD&#039;Agostini";AntonellaLattanzi;GiuliaSteigerwalt;;0,01454;Comedie; Drame;;;;;;Autre;5;8;2020;2;3,5;105;1180367;11140
275563;TheUnderdog;;;;;OhSung-yoon;LeeChoon-Baek;;OhSung-yoon;;;;0,02257;Animation;;;;;;;Autre;22;6;2020;0;3,5;102;;22113
275569;Camarche!?;;;;;CamilledeCasabianca;;;CamilledeCasabianca;;;;0,00979;Documentaire;;;;;;;France;11;9;2019;2;2,2;91;;82
275596;Minari;StevenYeun;Ye-RiHan;AlanS.Kim;NoelKateCho;LeeIsaacChung;;;LeeIsaacChung;;;;0,02552;Drame;;;;;;;USA;23;6;2021;2;3,9;116;2000000;22413
275608;Effacerl'historique;BlancheGardin;DenisPodalydes;CorinneMasiero;VincentLacoste;GustaveKervern;BenoitDelepine;;BenoitDelepine;GustaveKervern;;;0,02467;Comedie;;;;;;;France;26;8;2020;2;4;106;4849200;256355
275629;LupinIII:TheFirst;;;;;TakashiYamazaki;;;TakashiYamazaki;MonkeyPunch;MauriceLeblanc;;0,02334;Action; Aventure; Animation;;;;;Autre;7;10;2020;2;3,6;93;245724;25924
275636;D'unclandestin,l'autre...;;;;;EricDeroo;;;EricDeroo;;;;0,02324;Documentaire;;;;;;;France;18;9;2019;2;3,3;75;;48
275638;PrincesetVagabonds;;;;;FabienneLeHouerou;;;FabienneLeHouerou;;;;0,02324;Documentaire;;;;;;;France;6;11;2019;2;3,8;73;;96
275639;LeRoid'ici;NicolasdeLavergne;FabriceCarlier;BarnabePerrotey;CharlotteGrenat;Avenariusd'Ardronville;;;Avenariusd'Ardronville;;;;0,02324;Comedie;;;;;;;France;13;11;2019;2;2,9;95;;104
275666;Playlist;SaraForestier;LaetitiaDosch;PierreLottin;InasChanti;NineAntico;;;NineAntico;MarcSyrigas;;;0,02472;Comedie;;;;;;;France;2;6;2021;2;3,5;88;181812;16168
275675;Babylon;BradPitt;MargotRobbie;DiegoCalva;JeanSmart;DamienChazelle;;;DamienChazelle;;;;0,02429;Drame; Historique;;;;;;USA;18;1;2023;2;4;189;80000000;508796
275677;Madame;;;;;StephaneRiethauser;;;StephaneRiethauser;;;;0,01526;Documentaire;;;;;;;Autre;26;8;2020;2;3,8;94;5257301,76;60032
275681;War;HrithikRoshan;TigerShroff;R.BhaktiKlein;AshutoshRana;SiddharthAnand;;;SiddharthAnand;ShridharRaghavan;;;0,01441;Action; Thriller;;;;;;Autre;3;10;2019;3;3,3;150;40000000;114801
275707;BozeCialo;BartoszBielenia;ElizaRycembel;AleksandraKonieczna;TomaszZietek;JanKomasa;;;MateuszPacewicz;;;;0,02093;Drame;;;;;;;Autre;4;3;2020;2;3,8;115;;38246
275737;Bokuranonanoka-kansenso;;;;;YutaMurano;;;IchiroOkouchi;OsamuSoda;;;0,02334;Animation; Comedie dramatique;;;;;;Autre;6;10;2021;2;3,3;88;;4600
275748;OFimdoMundo;MichelDavidPiresSpencer;MarcoJoelFernandes;AlexandreDaCostaFonseca;IaraCardoso;BasilDaCunha;;;BasilDaCunha;MartinDrouot;KarimBelKacem;;0,01516;Action; Policier; Drame;;;;;Autre;6;4;2022;2;2,8;107;;284
275774;Stillwater;MattDamon;CamilleCottin;AbigailBreslin;LilouSiauvaud;TomMcCarthy;;;TomMcCarthy;ThomasBidegain;NoeDebre;;0,02973;Drame; Thriller;;;;;;USA;22;9;2021;2;3,3;140;20000000;135483
275793;HalloweenEnds;JamieLeeCurtis;AndiMatichak;RohanCampbell;WillPatton;DavidGordonGreen;;;ChrisBernier;DavidGordonGreen;PaulBradLogan;;0,02973;Epouvante-horreur;;;;;;;USA;12;10;2022;2;2,7;111;20000000;187689
275805;C'estmagnifique!;ClovisCornillac;AlicePol;ManonLemoine;MyriamBoyer;ClovisCornillac;;;LilouFogli;TristanSchulmann;ClovisCornillac;;0,01664;Comedie; Fantastique;;;;;;France;1;6;2022;2;2,9;97;1200247;90935
275821;BatlaHouse;JohnAbraham(II);MrunalThakur;RaviKishan;ManishChaudhary;NikhilAdvani;;;RiteshShah;;;;0,01495;Action; Bollywood; Thriller;;;;;Autre;15;8;2019;3;3;150;;242
275832;Antebellum;JanelleMonae;JenaMalone;KierseyClemons;GaboureySidibe;GerardBush;ChristopherRenz;;GerardBush;ChristopherRenz;;;0,04368;Drame; Epouvante-horreur; Thriller;;;;;USA;9;9;2020;2;3,1;106;7792716;85213
275839;Gagarine;AlseniBathily;LynaKhoudri;JamilMcCraven;FinneganOldfield;FannyLiatard;JeremyTrouilh;;FannyLiatard;JeremyTrouilh;BenjaminCharbit;;0,02287;Drame;;;;;;;France;23;6;2021;2;4,2;98;607896;26007
275861;TheAssent;RobertKazinsky;PeterJason;FlorenceFaivre;CadenDragomer;PearryReginaldTeo;;;PearryReginaldTeo;;;;0,01381;Epouvante-horreur;;;;;;;USA;22;6;2020;0;1,8;88;662551;39963
275910;Babyteeth;ElizaScanlen;TobyWallace;EssieDavis;BenMendelsohn;ShannonMurphy(IV);;;RitaKalnejais;;;;0,02134;Comedie; Drame;;;;;;Autre;28;7;2021;2;3,6;118;4810;12867
275913;Irreversible-InversionIntegrale;MonicaBellucci;VincentCassel;AlbertDupontel;JoPrestia;GasparNoe;;;GasparNoe;;;;0,01354;Drame; Thriller;;;;;;France;26;8;2020;2;3,5;90;;2905
275954;Hayati;VincentePerez;EmiliaDerou-Bernal;SekoubaDoucoure;MatthieuLongatte;OsmanMebarekAndre;;;OsmanMebarekAndre;VincentePerez;MarcoCandore;;0,02324;Drame;;;;;;;France;25;9;2019;2;2,9;69;;69
276058;Malignant;AnnabelleWallis;MaddieHasson;GeorgeYoung;JacquelineMcKenzie;JamesWan;;;AkelaCooper;IngridBisu;JamesWan;;0,0334;Epouvante-horreur; Thriller;;;;;;USA;1;9;2021;2;2,8;111;40000000;69056
276064;Don'tWorryDarling;FlorencePugh;HarryStyles;ChrisPine;OliviaWilde;OliviaWilde;;;KatieSilberman;CareyVanDyke;ShaneVanDyke;;0,0334;Thriller;;;;;;;USA;21;9;2022;2;3,1;123;35000000;151272
276069;Music;AliochaSchneider;AgatheBonitzer;MarishaTriantafyllidou;ArgyrisXafis;AngelaSchanelec;;;AngelaSchanelec;;;;0,0247;Drame;;;;;;;Autre;8;3;2023;2;3,5;109;;1370
276134;Hero;AbhayDeol;Sivakarthikeyan;YogiBabu;ArjunSarja;P.S.Mithran;;;P.S.Mithran;;;;0,01495;Action; Drame;;;;;;Autre;18;12;2019;2;2,6;150;;1291
276154;Accoucherautrement;;;;;CamilleTeixeira;;;CamilleTeixeira;;;;0,00318;Documentaire;;;;;;;France;22;1;2020;2;3,3;80;;114
276181;Asuran;VDhanush;ManjuWarrier;Pasupathy;BalajiSakthivel;VetriMaaran;;;VetriMaaran;;;;0,00436;Action; Thriller;;;;;;Autre;2;10;2019;2;3,8;150;7200000;2418
276198;Soumaya;SorayaHachoumi;SonyaMellah;SarahPerriez;KhalidBerkouz;WaheedKhan;UbaydahAbu-Usayd;;MaryamUm-Usayd;UbaydahAbu-Usayd;;;0,5;Drame;;;;;;;France;5;2;2020;2;3;103;;156
276223;Al'abordage;EricNantchouang;SalifCisse;EdouardSulpice;AsmaMessaoudene;GuillaumeBrac;;;GuillaumeBrac;CatherinePaille;;;0,00484;Comedie;;;;;;;France;21;7;2021;2;3,9;95;58130;5612
276241;Comali;JayamRavi;KajalAggarwal;SamyukthaHegde;YogiBabu;PradeepRanganathan;;;PradeepRanganathan;;;;0,01495;Comedie;;;;;;;Autre;15;8;2019;3;3,1;140;241157;2992
