ID,duree
53579,120.0
53619,127.0
53637,90.0
53640,116.0
53643,110.0
53656,94.0
53658,133.0
53686,97.0
53716,87.0
53718,98.0
53728,129.0
53738,104.0
53739,90.0
53747,110.0
53750,95.0
53751,126.0
53755,130.0
53756,157.0
53769,138.0
53779,106.0
53816,89.0
53820,98.0
53825,145.0
53826,85.0
53829,98.0
53832,105.0
53875,120.0
53879,135.0
53880,121.0
53883,115.0
53889,86.0
53890,84.0
53933,101.0
53934,100.0
53969,130.0
54015,125.0
54019,90.0
54021,100.0
54024,95.0
54027,100.0
54074,84.0
54098,118.0
54103,106.0
54106,105.0
54107,98.0
54123,103.0
54145,129.0
54150,118.0
54204,105.0
54205,145.0
54210,90.0
54213,110.0
54218,94.0
54220,78.0
54221,100.0
54222,94.0
54223,90.0
54226,152.0
54233,87.0
54334,120.0
54342,106.0
54343,125.0
54348,130.0
54350,95.0
54439,91.0
54444,122.0
54456,109.0
54457,109.0
54484,115.0
54485,94.0
54487,110.0
54489,88.0
54493,85.0
54502,102.0
54503,120.0
54566,76.0
54587,107.0
54588,102.0
54639,85.0
54673,110.0
54676,122.0
54679,90.0
54681,110.0
54682,82.0
54771,120.0
54786,105.0
54797,87.0
54989,134.0
54990,98.0
55106,91.0
55129,85.0
55333,95.0
55367,113.0
55413,95.0
55415,128.0
55429,91.0
55434,100.0
55456,128.0
55466,90.0
55467,90.0
55482,100.0
55502,95.0
55563,119.0
55567,98.0
55569,150.0
55595,115.0
55603,147.0
55662,150.0
55666,120.0
55670,97.0
55678,122.0
55680,98.0
55681,88.0
55717,105.0
55718,93.0
55720,98.0
55721,128.0
55768,108.0
55774,96.0
55776,84.0
55792,132.0
55904,109.0
55907,110.0
55982,95.0
55983,150.0
55984,125.0
55987,101.0
56025,97.0
56029,90.0
56032,103.0
56038,88.0
56061,102.0
56062,125.0
56066,118.0
56067,123.0
56136,139.0
56143,98.0
56147,98.0
56148,100.0
56258,97.0
56264,113.0
56283,86.0
56284,126.0
56393,112.0
56428,97.0
56434,120.0
56435,120.0
56481,98.0
56539,115.0
56545,90.0
56622,90.0
56714,132.0
56716,88.0
56717,100.0
56718,77.0
56722,90.0
56738,90.0
56739,128.0
56792,102.0
56796,100.0
56798,81.0
56824,137.0
56826,120.0
56827,105.0
56828,95.0
56830,95.0
56833,108.0
56842,115.0
56861,103.0
56871,119.0
56885,104.0
56894,141.0
56899,128.0
56902,108.0
56910,123.0
56995,80.0
56996,98.0
57038,107.0
57040,100.0
57060,155.0
57112,70.0
57125,87.0
57127,110.0
57128,124.0
57129,96.0
57132,119.0
57133,69.0
57138,151.0
57139,169.0
57186,44.0
57197,128.0
57211,90.0
57212,93.0
57215,98.0
57216,106.0
57218,95.0
57242,87.0
57293,90.0
57319,87.0
57349,114.0
57371,90.0
57392,93.0
57401,93.0
57405,108.0
57408,93.0
57410,104.0
57413,115.0
57417,99.0
57418,125.0
57421,95.0
57422,98.0
57424,92.0
57425,99.0
57432,160.0
57433,95.0
57435,95.0
57438,104.0
57439,105.0
57441,92.0
57476,100.0
57478,100.0
57479,90.0
57492,107.0
57512,112.0
57529,115.0
57535,90.0
57549,135.0
57555,122.0
57572,87.0
57603,83.0
57609,66.0
57614,103.0
57615,85.0
57616,82.0
57625,93.0
57664,104.0
57667,102.0
57679,122.0
57689,118.0
57695,120.0
57722,93.0
57727,88.0
57728,90.0
57729,100.0
57730,105.0
57731,86.0
57732,95.0
57735,128.0
57736,101.0
57737,115.0
57751,99.0
57769,162.0
57812,109.0
57825,99.0
57826,97.0
57827,100.0
57828,95.0
57856,85.0
57857,92.0
57866,123.0
57877,95.0
57881,90.0
57886,104.0
57887,123.0
57889,90.0
57890,145.0
57894,75.0
57912,90.0
57920,110.0
57921,89.0
57923,98.0
57927,96.0
57941,93.0
57948,75.0
57952,108.0
57956,107.0
57959,99.0
57961,100.0
57967,85.0
57996,110.0
58033,98.0
58041,80.0
58061,85.0
58066,105.0
58082,110.0
58083,90.0
58127,145.0
58132,90.0
58135,80.0
58136,90.0
58139,104.0
58151,128.0
58160,117.0
58194,114.0
58195,93.0
58196,75.0
58201,92.0
58202,95.0
58206,85.0
58208,86.0
58209,85.0
58211,105.0
58212,90.0
58222,116.0
58225,80.0
58226,105.0
58227,112.0
58241,95.0
58275,114.0
58300,86.0
58318,98.0
58330,100.0
58344,115.0
58349,156.0
58358,115.0
58396,93.0
58435,107.0
58436,143.0
58472,105.0
58473,100.0
58486,115.0
58525,138.0
58536,98.0
58551,104.0
58606,98.0
58608,138.0
58688,84.0
58715,102.0
58837,107.0
58838,85.0
58839,92.0
58842,110.0
58856,88.0
58905,85.0
58906,99.0
58908,88.0
58911,130.0
58934,128.0
58944,89.0
58946,98.0
58967,88.0
58984,136.0
58991,98.0
59011,108.0
59012,115.0
59027,101.0
59068,129.0
59069,100.0
59075,144.0
59090,115.0
59113,80.0
59114,103.0
59115,110.0
59116,90.0
59124,86.0
59125,99.0
59127,105.0
59128,93.0
59129,97.0
59130,119.0
59131,96.0
59132,97.0
59151,96.0
59188,90.0
59198,117.0
59200,97.0
59208,108.0
59209,93.0
59226,100.0
59231,101.0
59254,93.0
59275,110.0
59303,85.0
59308,97.0
59315,99.0
59320,156.0
59351,120.0
59400,77.0
59401,113.0
59402,95.0
59408,113.0
59433,106.0
59496,40.0
59561,85.0
59564,105.0
59573,118.0
59574,119.0
59576,93.0
59578,140.0
59605,121.0
59615,140.0
59628,104.0
59636,97.0
59638,95.0
59641,95.0
59645,106.0
59668,76.0
59673,117.0
59701,104.0
59719,117.0
59720,101.0
59735,126.0
59736,100.0
59775,116.0
59799,119.0
59809,116.0
59827,121.0
59831,104.0
59835,100.0
59842,97.0
59876,92.0
59889,98.0
59897,90.0
59903,104.0
59918,90.0
59924,75.0
59945,83.0
59948,95.0
59958,88.0
59982,93.0
59991,90.0
59998,140.0
60013,110.0
60016,98.0
60027,110.0
60038,120.0
60049,98.0
60053,101.0
60077,105.0
60101,115.0
60102,141.0
60114,93.0
60132,97.0
60135,97.0
60164,106.0
60180,91.0
60198,94.0
60199,95.0
60203,100.0
60207,109.0
60208,153.0
60249,95.0
60258,84.0
60285,129.0
60294,98.0
60426,131.0
60502,144.0
60513,82.0
60569,93.0
60572,115.0
60580,132.0
60581,131.0
60583,104.0
60593,118.0
60627,100.0
60628,90.0
60631,105.0
60654,132.0
60688,114.0
60689,114.0
60697,102.0
60702,90.0
60710,90.0
60722,131.0
60723,130.0
60727,105.0
60736,96.0
60766,102.0
60777,95.0
60779,150.0
60792,110.0
60803,106.0
60833,78.0
60878,88.0
60885,96.0
60901,119.0
60919,40.0
60964,108.0
60975,124.0
60981,172.0
60982,103.0
60987,100.0
61008,100.0
61081,94.0
61087,102.0
61095,110.0
61099,99.0
61100,103.0
61104,90.0
61119,100.0
61127,97.0
61129,84.0
61139,90.0
61149,112.0
61180,105.0
61185,151.0
61186,100.0
61207,123.0
61209,94.0
61252,84.0
61254,116.0
61256,104.0
61259,113.0
61260,115.0
61262,100.0
61263,152.0
61272,88.0
61280,122.0
61282,162.0
61313,90.0
61314,98.0
61318,92.0
61320,90.0
61333,103.0
61334,84.0
61361,108.0
61429,95.0
61445,110.0
61446,87.0
61447,103.0
61469,143.0
61490,98.0
61491,127.0
61505,149.0
61508,103.0
61510,124.0
61511,90.0
61512,100.0
61541,93.0
61543,97.0
61545,90.0
61577,95.0
61578,110.0
61579,103.0
61587,105.0
61590,97.0
61604,91.0
61605,99.0
61611,96.0
61614,93.0
61615,86.0
61639,104.0
61640,108.0
61653,94.0
61657,105.0
61658,97.0
61659,90.0
61665,110.0
61676,138.0
61682,140.0
61745,97.0
61748,109.0
61759,137.0
61762,73.0
61764,98.0
61767,129.0
61771,108.0
61772,130.0
62537,110.0
63577,104.0
64439,117.0
67574,94.0
68576,115.0
69975,90.0
71445,124.0
74466,100.0
77317,124.0
79750,81.0
82376,123.0
83487,95.0
83585,109.0
84747,101.0
86254,105.0
86789,99.0
87303,107.0
87362,90.0
88156,157.0
89997,117.0
92604,127.0
94896,119.0
98772,105.0
103306,102.0
105473,105.0
105557,100.0
106081,118.0
106905,91.0
108192,87.0
108215,90.0
108247,110.0
108341,103.0
108509,106.0
108512,112.0
108517,114.0
108526,103.0
108528,110.0
108532,93.0
108587,105.0
108591,102.0
108594,133.0
108597,103.0
108625,105.0
108634,122.0
108636,105.0
108637,150.0
108654,117.0
108668,94.0
108676,98.0
108681,105.0
108684,100.0
108687,105.0
108699,94.0
108704,99.0
108750,160.0
108783,103.0
108818,100.0
108826,100.0
108840,102.0
108842,83.0
108850,120.0
108871,107.0
108900,95.0
108910,125.0
108911,90.0
108917,120.0
108925,94.0
108928,103.0
108951,103.0
108952,125.0
108966,100.0
108974,75.0
108978,98.0
108986,83.0
108989,90.0
108998,128.0
109000,85.0
109003,90.0
109021,96.0
109040,109.0
109061,105.0
109083,87.0
109086,98.0
109097,85.0
109108,96.0
109109,128.0
109125,100.0
109173,89.0
109176,120.0
109177,88.0
109192,93.0
109203,91.0
109208,104.0
109235,101.0
109244,75.0
109251,95.0
109255,115.0
109257,85.0
109281,112.0
109300,93.0
109303,99.0
109314,90.0
109327,97.0
109328,96.0
109332,110.0
109342,140.0
109344,91.0
109347,104.0
109362,90.0
109380,80.0
109394,112.0
109410,107.0
109422,105.0
109423,111.0
109437,100.0
109443,92.0
109457,100.0
109498,90.0
109501,92.0
109502,115.0
109504,120.0
109531,100.0
109535,105.0
109544,108.0
109551,92.0
109564,85.0
109572,104.0
109607,91.0
109635,122.0
109636,97.0
109640,108.0
109645,88.0
109646,95.0
109651,113.0
109666,84.0
109678,90.0
109679,143.0
109680,114.0
109701,98.0
109704,119.0
109717,85.0
109738,118.0
109739,105.0
109741,97.0
109749,82.0
109752,156.0
109754,102.0
109788,158.0
109793,106.0
109798,96.0
109815,100.0
109845,113.0
109847,92.0
109860,91.0
109959,120.0
110051,103.0
110096,122.0
110101,148.0
110126,137.0
110127,82.0
110128,111.0
110131,99.0
110133,101.0
110189,90.0
110192,90.0
110195,110.0
110201,124.0
110204,95.0
110207,94.0
110222,100.0
110225,115.0
110234,123.0
110242,100.0
110254,75.0
110260,117.0
110268,155.0
110279,118.0
110281,94.0
110282,162.0
110283,95.0
110284,93.0
110285,88.0
110305,85.0
110324,90.0
110419,111.0
110491,98.0
110531,92.0
110539,103.0
110549,102.0
110552,98.0
110566,105.0
110567,134.0
110575,98.0
110582,118.0
110585,95.0
110586,100.0
110593,93.0
110596,105.0
110600,90.0
110619,125.0
110623,115.0
110644,127.0
110655,115.0
110664,98.0
110666,120.0
110671,102.0
110681,101.0
110688,82.0
110697,102.0
110698,134.0
110700,100.0
110705,93.0
110707,78.0
110711,108.0
110719,96.0
110729,97.0
110737,90.0
110758,95.0
110788,104.0
110815,103.0
110818,107.0
110840,100.0
110843,100.0
110860,98.0
110872,82.0
110874,98.0
110891,98.0
110922,90.0
110958,91.0
110966,113.0
110999,96.0
111002,105.0
111028,97.0
111083,89.0
111102,98.0
111105,90.0
111112,87.0
111126,90.0
111138,104.0
111149,118.0
111153,108.0
111174,100.0
111192,111.0
111193,114.0
111194,117.0
111203,108.0
111207,90.0
111229,98.0
111233,95.0
111285,130.0
111286,91.0
111289,98.0
111361,103.0
111381,92.0
111406,100.0
111414,96.0
111421,85.0
111431,120.0
111437,106.0
111438,100.0
111473,131.0
111481,98.0
111528,95.0
111536,108.0
111544,105.0
111545,105.0
111555,93.0
111574,96.0
111584,67.0
111587,93.0
111597,92.0
111631,96.0
111632,104.0
111640,105.0
111643,137.0
111716,103.0
111720,76.0
111721,113.0
111722,110.0
111724,101.0
111727,95.0
111742,105.0
111744,97.0
111748,126.0
111752,90.0
111755,90.0
111756,96.0
111762,105.0
111805,95.0
111809,113.0
111819,116.0
111822,158.0
111823,96.0
111824,107.0
111831,119.0
111835,100.0
111838,108.0
111841,102.0
111920,96.0
111933,100.0
111968,106.0
112057,98.0
112075,98.0
112090,101.0
112167,106.0
112170,103.0
112171,99.0
112178,95.0
112181,95.0
112188,96.0
112190,107.0
112201,94.0
112209,94.0
112222,101.0
112224,99.0
112254,95.0
112274,108.0
112337,98.0
112342,139.0
112348,115.0
112349,115.0
112381,113.0
112382,85.0
112440,95.0
112452,90.0
112460,112.0
114522,96.0
114532,88.0
114560,90.0
114619,90.0
114624,109.0
114630,118.0
114645,88.0
114653,95.0
114695,96.0
114720,80.0
114729,108.0
114730,100.0
114731,97.0
114782,169.0
114798,95.0
114805,103.0
114820,112.0
114851,107.0
114860,130.0
114867,88.0
114887,128.0
114976,88.0
114997,94.0
115020,100.0
115070,105.0
115077,85.0
115096,100.0
115362,152.0
115438,96.0
115444,98.0
115469,80.0
115496,108.0
115605,90.0
115621,94.0
115682,128.0
115734,85.0
115736,91.0
115742,205.0
116011,115.0
116305,153.0
116375,112.0
116484,99.0
116587,182.0
117064,124.0
117247,112.0
118108,98.0
118164,96.0
118342,107.0
118343,100.0
118540,83.0
118580,95.0
118675,118.0
118711,100.0
118740,99.0
118917,85.0
118930,144.0
118935,107.0
118946,98.0
118961,97.0
119015,78.0
119022,98.0
119023,103.0
119031,111.0
119032,112.0
119033,108.0
119065,88.0
119087,92.0
119089,169.0
119159,89.0
119191,121.0
119193,86.0
119357,110.0
119409,123.0
119410,94.0
119411,117.0
119412,92.0
119439,92.0
119442,115.0
119449,93.0
119511,105.0
119568,114.0
119641,90.0
119662,90.0
119833,98.0
119892,98.0
120170,88.0
120233,98.0
120322,90.0
120347,106.0
120435,122.0
120576,98.0
120619,109.0
120643,110.0
120651,110.0
120652,90.0
120659,122.0
120682,97.0
120686,107.0
120692,110.0
120788,124.0
120882,124.0
121153,87.0
121155,88.0
121167,96.0
121409,80.0
121462,102.0
121778,118.0
121779,109.0
121781,80.0
121807,140.0
122046,95.0
122066,105.0
122067,99.0
122075,127.0
122079,89.0
122083,90.0
122118,87.0
122224,73.0
122304,100.0
122620,83.0
122640,80.0
122730,95.0
122731,100.0
122733,153.0
122737,104.0
122744,95.0
122749,113.0
122877,90.0
122971,101.0
122972,91.0
123021,124.0
123103,105.0
123208,115.0
123251,87.0
123253,90.0
123254,85.0
123255,114.0
123257,102.0
123259,83.0
123266,104.0
123270,90.0
123348,143.0
123392,113.0
123530,126.0
123531,110.0
123532,90.0
123533,93.0
123534,93.0
123537,94.0
123734,97.0
123751,93.0
123837,110.0
123916,112.0
124039,113.0
124055,96.0
124092,84.0
124258,112.0
124263,98.0
124309,98.0
124311,105.0
124371,140.0
