,ID_x,titre_original,acteur_1,acteur_2,acteur_3,acteur_4,real_1,real_2,real_3,scen_1,scen_2,scen_3,scen_4,score_disctrib,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,pays,jour_sortie,mois_sortie,annee_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,Budget_dollards,ID_y,annee,titre,premiere_semaine,budget
8454,259452,MonInconnue,FrancoisCivil,JosephineJapy,BenjaminLavernhe,CamilleLellouche,HugoGelin,,,HugoGelin,IgorGotesman,BenjaminParent,,"0,02658",Comédie, Romance,,,,,,France,3.0,4.0,2019.0,2.0,3.9,118.0,209564.0,6076307.0,,,,,
8455,259455,Miobramaestra,GuillermoFrancella,LuisBrandoni,RaulArevalo,AndreaFrigerio,GastonDuprat,,,AndresDuprat,,,,"0,02334",Comédie dramatique,,,,,,,Espagne,6.0,2.0,2019.0,2.0,3.5,101.0,6603.0,3549197.0,,,,,
8456,259459,Yuli,CarlosAcosta,SantiagoAlfonso,KevyinMartinez,EdilsonManuelOlvera,IciarBollain,,,PaulLaverty,,,,"0,02552",Biopic,,,,,,,Espagne,17.0,7.0,2019.0,2.0,3.4,104.0,31143.0,2072661.0,,,,,
8457,259460,Oquearde,AmadorArias,BenedictaSanchez,InazioAbrao,ElenaMarFernandez,OliverLaxe,,,SantiagoFillol,OliverLaxe,,,"0,02610",Drame,,,,,,,Espagne,4.0,9.0,2019.0,2.0,3.2,85.0,9813.0,715757.0,,,,,
8458,259473,FreresEnnemis,MatthiasSchoenaerts,RedaKateb,SabrinaOuazani,AdelBencherif,DavidOelhoffen,,,DavidOelhoffen,JeanneAptekman,,,"0,02579",Policier,,,,,,,France,3.0,10.0,2018.0,2.0,3.6,111.0,100281.0,1290258.0,,,,,
8459,259474,AliceT.,AndraGuti,MihaelaSirbu,CristineHambaseanu,ElaIonescu,RaduMuntean,,,RaduMuntean,AlexandruBaciu,RazvanRadulescu,,"0,02579",Drame,,,,,,,Roumanie,1.0,5.0,2019.0,2.0,2.9,105.0,2063.0,1404000.0,,,,,
8460,259478,Diqiuzuihoudeyewan,TangWei,JueHuang,SylviaChang,LeeHong-Chi,BiGan,,,BiGan,,,,"0,02579",Drame,,,,,,,Chine,30.0,1.0,2019.0,2.0,3.8,138.0,9675.0,5600000.0,,,,,
8461,259479,LeQuatuoracornes,,,,,BenjaminBotella,EmmanuelleGorgiard,PascaleHecquet,NathalieDargent,EmmanuelleGorgiard,ArnaudDemuynck,,"0,01464",Animation,,,,,,,France,12.0,9.0,2018.0,2.0,4.0,43.0,4605.0,,,,,,
8462,259481,Denutroligehistorieomdenkaempestorepaere,,,,,JorgenLerdam,PhilipEinsteinLipski,AmalieNaesbyFick,BoHr.Hansen,PhilipEinsteinLipski,AmalieNaesbyFick,,"0,01549",Animation, Famille,,,,,,Danemark,25.0,4.0,2018.0,2.0,2.6,80.0,38632.0,3099852.0,,,,,
8463,259482,America,,,,,ClausDrexel,,,,,,,"0,02412",Documentaire,,,,,,,U.S.A.,14.0,3.0,2018.0,2.0,3.5,82.0,20122.0,2160.0,,,,,
8464,259485,11foisFatima,CleiaAlmeida,VeraBarretoLeite,RitaBlanco,TeresaMadruga,JoaoCanijo,,,JoaoCanijo,,,,"0,01415",Drame,,,,,,,Portugal,12.0,6.0,2019.0,2.0,2.9,153.0,1919.0,,,,,,
8465,259495,Nabospionen,,,,,KarlaVonBengston,,,KarlaVonBengston,LaurenceCrouzet,,,"0,01464",Animation,,,,,,,Danemark,7.0,2.0,2018.0,2.0,3.0,77.0,4641.0,,,,,,
8466,259497,GordonOchPaddy,,,,,LindaHamback,,,JanneVierth,UlfNilsson,GitteSpee,,"0,01464",Animation, Famille,,,,,,Suède,5.0,12.0,2018.0,2.0,3.0,67.0,13223.0,,,,,,
8467,259504,Commenttuersamere,VincentDesagnat,ChantalLadesou,JulienArruti,JosephineDrai,DavidDiane,MorganSpillemaecker,,,,,,"0,02585",Comédie,,,,,,,France,13.0,6.0,2018.0,2.0,1.7,80.0,67081.0,864730.0,18166.0,2018.0,Commenttuersamere,67081.0,3240000
8468,259535,Lengemesek,,,,,ZsoltPalfi,,,JuditBerg,,,,"0,01724",Aventure, Animation, Famille, Fantastique,,,,Hongrie,21.0,3.0,2018.0,2.0,3.3,71.0,6165.0,1080000.0,,,,,
8469,259537,L'EmpiredelaPerfection,JohnMcEnroe,YvanLendl,,,JulienFaraut,,,JulienFaraut,,,,"0,01724",Documentaire,,,,,,,France,11.0,7.0,2018.0,2.0,3.6,95.0,3736.0,90964.0,,,,,
8470,259577,TasteofCement,,,,,ZiadKalthoum,,,ZiadKalthoum,TalalKhoury,AnsgarFrerich,,"0,00677",Documentaire,,,,,,,Allemagne,3.0,1.0,2018.0,2.0,3.7,89.0,504.0,,,,,,
8471,259594,TheInvitation,NathalieEmmanuel,ThomasDoherty,AlanaBoden,StephanieCorneliussen,JessicaM.Thompson,,,BlairButler,JessicaM.Thompson,BlairButler,,"0,02583",Epouvante-horreur, Thriller,,,,,,U.S.A.,24.0,8.0,2022.0,2.0,1.3,106.0,70137.0,10000000.0,22271.0,2022.0,TheInvitation,70137.0,10000000
8472,259606,Onoda,YuyaEndo,KanjiTsuda,YuyaMatsuura,TetsuyaChiba(II),ArthurHarari,,,ArthurHarari,VincentPoymiro,,,"0,02668",Drame, Historique, Guerre,,,,,France,21.0,7.0,2021.0,2.0,4.4,167.0,14592.0,,21291.0,2021.0,Onoda,14592.0,3618000
8473,259640,"Neuillysamere,samere",SamySeghir,JeremyDenisty,DenisPodalydes,SophiaAram,GabrielJulien-Laferriere,,,MarcdeChauveron,DjamelBensalah,DjamelBensalah,,"0,02585",Comédie,,,,,,,France,12.0,12.0,2017.0,1.0,2.2,102.0,525859.0,7851600.0,18250.0,2018.0,"Neuillysamere,samere",525859.0,7851600
8474,259646,MarniesWelt,,,,,ChristophLauenstein,WolfgangLauenstein,,ChristophLauenstein,WolfgangLauenstein,JesperMoller,,"0,01245",Animation, Famille,,,,,,Allemagne,9.0,10.0,2019.0,2.0,3.0,85.0,21338.0,8953200.0,,,,,
8475,259649,LeJeu,BereniceBejo,SuzanneClement,StephaneDeGroodt,VincentElbaz,FredCavaye,,,FredCavaye,PaoloGenovese,,,"0,02658",Comédie, Drame,,,,,,France,17.0,10.0,2018.0,2.0,3.4,90.0,429132.0,,18556.0,2018.0,LeJeu,429132.0,8629200
8476,259650,Anna,SashaLuss,HelenMirren,LukeEvans,CillianMurphy,LucBesson,,,LucBesson,,,,"0,03024",Action, Thriller,,,,,,France,10.0,7.0,2019.0,2.0,2.1,119.0,280773.0,,,,,,
8477,259756,Ron'sGoneWrong,,,,,SarahSmith,Jean-PhilippeVine,OctavioE.Rodriguez,PeterBaynham,SarahSmith,,,"0,02489",Aventure, Animation, Famille, Science Fiction,,,,U.S.A.,20.0,10.0,2021.0,2.0,3.5,107.0,137238.0,,,,,,
8478,259759,TheCalloftheWild,HarrisonFord,OmarSy,DanStevens,KarenGillan,ChrisSanders,,,MichaelGreen,JackLondon,,,"0,02489",Aventure, Drame, Famille,,,,,U.S.A.,19.0,2.0,2020.0,2.0,3.2,100.0,522494.0,,19815.0,2020.0,TheCalloftheWild,522494.0,135000000
8479,259764,Krank,MiaJacob,GuyAmram,PhilippeCariou,MarieCeolin,CarolineChu,,,CarolineChu,,,,"0,02324",Drame,,,,,,,France,14.0,2.0,2018.0,2.0,3.7,88.0,61.0,,,,,,
8480,259834,Auboutdesdoigts,JulesBenchetrit,LambertWilson,KristinScottThomas,KaridjaToure,LudovicBernard,,,LudovicBernard,JohanneBernard,,,"0,02658",Comédie, Drame,,,,,,France,26.0,12.0,2018.0,2.0,3.0,106.0,180515.0,6480000.0,18720.0,2018.0,Auboutdesdoigts,180515.0,6480000
8481,259856,RetouraBollene,AnasElBaz,KateColebrook,SaidBenchnafa,BenedicteLalaErnoult,SaidHamich,,,SaidHamich,,,,"0,02610",Drame,,,,,,,France,30.0,5.0,2018.0,2.0,3.3,67.0,9597.0,56215.0,,,,,
8482,259896,Ilpadred'Italia,LucaMarinelli,IsabellaRagonese,AnnaFerruzzo,MarioSgueglia,FabioMollo,,,FabioMollo,JosellaPorto,,,"0,00539",Comédie dramatique,,,,,,,Italie,15.0,8.0,2018.0,2.0,3.5,92.0,1940.0,181606.0,,,,,
8483,259909,Epomenosstathmos:Outopia,,,,,ApostolosKarakasis,,,,,,,"0,01372",Documentaire,,,,,,,Grèce,21.0,3.0,2018.0,2.0,3.0,91.0,73.0,,,,,,
8484,259918,"Polanski,Horowitz.Hometown",RomanPolanski,RyszardHorowitz,,,MateuszKudla,AnnaKokoszka-Romer,,MateuszKudla,AnnaKokoszka-Romer,,,"0,02552",Documentaire,,,,,,,France,5.0,7.0,2023.0,2.0,3.1,75.0,3697.0,,,,,,
8485,259949,Lacnoir,BrunoDauphin,ClementineBilly,PhilippeChompret,Jean-BaptisteGermain,Jean-BaptisteGermain,,,Jean-BaptisteGermain,,,,"0,01266",Drame,,,,,,,France,20.0,12.0,2017.0,2.0,2.3,66.0,65.0,,,,,,
8486,259951,L'EtrangeforetdeBertetJosephine,,,,,FilipPosivac,BarboraValecka,,IvaJestrabova,HynekTrojanek,,,"0,01464",Animation,,,,,,,République tchèque,14.0,2.0,2018.0,2.0,3.7,45.0,5197.0,,,,,,
8487,260048,Judy,ReneeZellweger,JessieBuckley,FinnWittrock,RufusSewell,RupertGoold,,,TomEdge,PeterQuilter,,,"0,03024",Biopic, Drame,,,,,,Grande-Bretagne,26.0,2.0,2020.0,2.0,3.4,118.0,86387.0,,,,,,
8488,260071,Les7deserteursoulaGuerreenvrac,MarianneBasler,AstridAdverbe,SimoneTassimot,Jean-PhilippePuymartin,PaulVecchiali,,,PaulVecchiali,,,,"0,00498",Drame,,,,,,,France,30.0,5.0,2018.0,2.0,3.4,91.0,295.0,,,,,,
8489,260105,MoglieeMarito,PierfrancescoFavino,KasiaSmutniak,MartaGastini,ValerioAprea,SimoneGodano,,,CarmenRobertaDanza,GiuliaSteigerwalt,,,"0,00539",Comédie,,,,,,,Italie,24.0,1.0,2018.0,2.0,2.6,106.0,161.0,2839240.0,,,,,
8490,260109,BenIsBack,JuliaRoberts,LucasHedges,CourtneyB.Vance,KathrynNewton,PeterHedges,,,PeterHedges,,,,"0,02429",Drame,,,,,,,U.S.A.,16.0,1.0,2019.0,2.0,3.1,102.0,88685.0,13000000.0,,,,,
8491,260114,MeMzisSkiviVarDedamicaze,KhatiaNozadze,DanielAntonyOnwuka,BiankaShigurova,NinoGiorgobiani,EleneNaveriani,,,EleneNaveriani,,,,"0,01043",Drame, Romance,,,,,,Suisse,14.0,3.0,2018.0,2.0,3.6,61.0,243.0,,,,,,
8492,260135,Pascommelui,TheoGalvalisi,ChrisImberdis,NouritTeboul,AlexiaSanchis,FranckLlopis,,,FranckLlopis,,,,"0,01154",Drame,,,,,,,France,21.0,3.0,2018.0,2.0,2.4,79.0,256.0,,,,,,
8493,260183,"Uneaventuretheatrale,30ansdedecentralisation",,,,,DanielCling,,,,,,,"0,00613",Documentaire,,,,,,,France,10.0,1.0,2018.0,2.0,3.0,100.0,126.0,,,,,,
8494,260218,Vuelven,PaolaLara,JuanRamonLopez,IanisGuerrero,RodrigoCortes,IssaLopez,,,IssaLopez,,,,"0,00438",Fantastique, Thriller,,,,,,Mexique,24.0,7.0,2019.0,2.0,2.7,84.0,66.0,,,,,,
8495,260239,Joueurs,StacyMartin,TaharRahim,KarimLeklou,MarieDenarnaud,MarieMonge,,,MarieMonge,JulienGuetta,RomainCompingt,,"0,02579",Drame, Thriller,,,,,,France,4.0,7.0,2018.0,2.0,3.4,105.0,20073.0,246985.0,,,,,
8496,260316,Padmaavat,DeepikaPadukone,RanveerSingh,ShahidKapoor,AditiRaoHydari,SanjayLeelaBhansali,,,PrakashKapadia,SanjayLeelaBhansali,PrakashKapadia,,"0,01441",Drame, Historique,,,,,,Inde,25.0,1.0,2018.0,3.0,4.1,163.0,6483.0,11846060.0,17804.0,2018.0,Padmaavat,6483.0,33000000
8497,260349,TheMustang,MatthiasSchoenaerts,JasonMitchell,BruceDern,GideonAdlon,LaureDeClermont-Tonnerre,,,LaureDeClermont-Tonnerre,MonaFastvold,BrockNormanBrock,,"0,02467",Drame,,,,,,,France,19.0,6.0,2019.0,2.0,3.5,96.0,51605.0,5043620.0,,,,,
8498,260353,PajarosdeVerano,JoseAcosta,CarminaMartinez,JhonNarvaez,NataliaReyes,CiroGuerra,CristinaGallego,,MariaCamilaArias,JacquesToulemondeVidal,CristinaGallego,,"0,02412",Drame, Thriller,,,,,,Colombie,10.0,4.0,2019.0,2.0,4.0,125.0,40079.0,,,,,,
8499,260363,Premieresvacances,CamilleChamoux,JonathanCohen,CamilleCottin,JeremieElkaim,PatrickCassir,,,CamilleChamoux,PatrickCassir,,,"0,02668",Comédie,,,,,,,France,2.0,5.0,2018.0,2.0,2.5,102.0,187422.0,,,,,,
8500,260365,Lukas,Jean-ClaudeVanDamme,SvevaAlviti,SamiBouajila,SamLouwyck,JulienLeclercq,,,JeremieGuez,JulienLeclercq,,,"0,01496",Action, Judiciaire, Thriller,,,,,France,22.0,8.0,2018.0,2.0,2.6,83.0,43011.0,,,,,,
8501,260368,Curiosa,NoemieMerlant,NielsSchneider,BenjaminLavernhe,CameliaJordana,LouJeunet,,,RaphaelleDesplechin,LouJeunet,LouJeunet,,"0,02134",Drame, Historique,,,,,,France,3.0,4.0,2019.0,2.0,2.9,107.0,10468.0,114949.0,,,,,
8502,260369,Amants,PierreNiney,StacyMartin,BenoitMagimel,ChristopheMontenez,NicoleGarcia,,,NicoleGarcia,JacquesFieschi,,,"0,02538",Drame, Thriller,,,,,,France,17.0,11.0,2021.0,2.0,3.2,100.0,136003.0,1888418.0,,,,,
8503,260370,Mamereestfolle,FannyArdant,Vianney,PatrickChesnais,ArielleDombasle,DianeKurys,,,SachaSperling,PietroCaracciolo,,,"0,02334",Comédie,,,,,,,France,5.0,12.0,2018.0,2.0,2.9,95.0,41613.0,4946400.0,,,,,
8504,260395,"Tanguy,leretour",AndreDussollier,SabineAzema,EricBerger,EmilieYiliKang,EtienneChatiliez,,,EtienneChatiliez,LaurentChouchan,,,"0,02585",Comédie,,,,,,,France,10.0,4.0,2019.0,2.0,2.2,93.0,486634.0,8033866.0,18821.0,2019.0,"Tanguy,leretour",486634.0,10260000
8505,260397,Extinct,,,,,DavidSilverman,RaymondS.Persi,RaymondS.Persi,JoelCohen,JohnFrink,RobLaZebnik,,"0,02585",Aventure, Animation, Famille,,,,,U.S.A.,26.0,5.0,2021.0,2.0,2.9,84.0,71419.0,7310018.0,,,,,
8506,260398,Buh-Ning,Ah-InYoo,StevenYeun,JeonJong-seo,Seong-kunMun,LeeChang-Dong,,,LeeChang-Dong,OhJung-mi,HarukiMurakami,,"0,02412",Drame, Thriller,,,,,,Corée du Sud,29.0,8.0,2018.0,2.0,4.3,148.0,70166.0,,,,,,
8507,260402,ElAmorMenosPensado,RicardoDarin,MercedesMoran,ClaudiaFontan,AndreaPietra,JuanVera,,,JuanVera,DanielCuparo,JuanVera,,"0,02334",Comédie, Romance,,,,,,Argentine,8.0,5.0,2019.0,2.0,3.5,136.0,25319.0,4763928.0,,,,,
8508,260427,Lutine,IsabelleBroue,MathieuBisson,PhilippeRebbot,AgatheDronne,IsabelleBroue,,,IsabelleBroue,,,,"0,00826",Comédie,,,,,,,France,4.0,4.0,2018.0,2.0,4.0,97.0,189.0,12960.0,,,,,
8509,260428,Kabullywood,RoyaHeydari,OmidRawendah,GhulamRezaRajabi,MohammedQaisShaghasy,LouisMeunier,,,ArielNasr,LouisMeunier,,,"0,01454",Comédie, Comédie dramatique, Drame, Guerre,,,,France,6.0,2.0,2019.0,2.0,3.4,85.0,2622.0,,,,,,
8510,260429,FemmesduchaosVenezuelien,,,,,MargaritaCadenas,,,MargaritaCadenas,,,,"0,02281",Documentaire,,,,,,,Vénézuela,4.0,7.0,2018.0,2.0,3.0,83.0,795.0,,,,,,
8511,260432,Monamour,,,,,DavidTeboul,,,,,,,"0,02334",Documentaire,,,,,,,France,15.0,6.0,2022.0,2.0,3.5,172.0,910.0,300.0,,,,,
8512,260438,BlackIndians,,,,,JoBeranger,HuguesPoulain,EdithPatrouilleau,JoBeranger,HuguesPoulain,EdithPatrouilleau,,"0,00571",Documentaire,,,,,,,France,31.0,10.0,2018.0,2.0,3.2,92.0,461.0,,,,,,
8513,260482,ADog'sWayHome,AshleyJudd,JonahHauer-King,EdwardJamesOlmos,AlexandraShipp,CharlesMartinSmith,,,W.BruceCameron,CathrynMichon,W.BruceCameron,,"0,02583",Aventure, Drame, Famille,,,,,U.S.A.,10.0,4.0,2019.0,2.0,3.0,96.0,17057.0,18000000.0,18841.0,2019.0,ADog'sWayHome,17057.0,18000000
8514,260509,EternityhasnoDoorofEscape,,,,,ArthurBorgnis,,,ArthurBorgnis,,,,"0,02324",Documentaire,,,,,,,France,18.0,4.0,2018.0,2.0,4.0,80.0,48.0,,,,,,
8515,260524,Jeunessesauvage,PabloCobo,DarrenMuselet,LeoneFrancois,JeromeBideau,FredericCarpentier,,,FredericCarpentier,,,,"0,00508",Drame,,,,,,,France,22.0,6.0,2020.0,0.0,2.7,80.0,3289.0,20669.0,,,,,
8516,260554,Ombresetlumieres,MaialenEyherabide,LaurentMuzy,DianeProst,NoemieNael,OlivierNolin,,,OlivierNolin,,,,"0,03226",Comédie dramatique, Romance,,,,,,France,17.0,7.0,2019.0,2.0,2.0,81.0,76.0,,,,,,
8517,260561,LeMystereHenriPick,FabriceLuchini,CamilleCottin,AliceIsaaz,BastienBouillon,RemiBezancon,,,RemiBezancon,VanessaPortal,DavidFoenkinos,,"0,02338",Comédie, Drame,,,,,,France,6.0,3.0,2019.0,2.0,3.2,101.0,362932.0,8316000.0,18899.0,2019.0,LeMystereHenriPick,362932.0,8002800
8518,260627,Morbius,JaredLeto,MattSmith(XI),AdriaArjona,JaredHarris,DanielEspinosa,,,BurkSharpless,MattSazama,RoyThomas,,"0,02583",Action, Aventure, Fantastique,,,,,U.S.A.,30.0,3.0,2022.0,2.0,2.3,105.0,403848.0,,20171.0,2022.0,Morbius,403848.0,75000000
8519,260647,Systemsprenger,HelenaZengel,AlbrechtSchuch,GabrielaMariaSchmeide,LisaHagmeister,NoraFingscheidt,,,NoraFingscheidt,,,,"0,02467",Drame,,,,,,,Allemagne,22.0,6.0,2020.0,0.0,3.5,118.0,15710.0,546444.0,,,,,
8520,260671,BlancheCommeNeige,LoudeLaage,IsabelleHuppert,CharlesBerling,DamienBonnard,AnneFontaine,,,AnneFontaine,PascalBonitzer,JacobGrimm,,"0,02338",Comédie,,,,,,,France,10.0,4.0,2019.0,2.0,3.2,112.0,35275.0,7881.0,,,,,
8521,260677,Non,XimunFuchs,HeleneHerve,FafiolePalassio,ManexFuchs,EnautCastagnet,XimunFuchs,,XimunFuchs,,,,"0,00314",Drame,,,,,,,France,31.0,1.0,2018.0,2.0,2.4,102.0,146.0,,,,,,
8522,260695,Mr.GaySyria,,,,,AyseToprak,,,AyseToprak,,,,"0,01526",Documentaire,,,,,,,France,11.0,5.0,2022.0,2.0,3.9,88.0,678.0,1713.0,,,,,
8523,260697,BigTime,,,,,KasparAstrupSchroder,,,KasparAstrupSchroder,,,,"0,01548",Documentaire,,,,,,,Danemark,2.0,5.0,2018.0,2.0,3.5,90.0,373.0,5850.0,,,,,
8524,260718,Lesfilmsdel'ete,Jean-BenoitUgeux,BalthazarMonfe,,,ClaudeSchmitz,EmmanuelMarre,,,,,,"0,00644",Comédie,,,,,,,France,10.0,1.0,2018.0,2.0,3.4,65.0,100.0,,,,,,
8525,260737,Amoureuxdemafemme,DanielAuteuil,GerardDepardieu,SandrineKiberlain,AdrianaUgarte,DanielAuteuil,,,FlorianZeller,,,,"0,00488",Comédie, Romance,,,,,,France,25.0,4.0,2018.0,2.0,2.4,86.0,185552.0,6804000.0,17896.0,2018.0,Amoureuxdemafemme,185552.0,6804000
8526,260758,Tengomiedotorero,AlfredoCastro,LeonardoOrtizgris,JulietaZylberberg,AmparoNoguera,RodrigoSepulveda,,,RodrigoSepulveda,PedroLemebel,,,"0,01526",Drame, Historique, Romance,,,,,Chili,15.0,6.0,2022.0,2.0,3.6,93.0,5652.0,32568.0,,,,,
8527,260761,LaCamarista,GabrielaCartol,TeresaSanchez,AgustinaQuinci,,LilaAviles,,,LilaAviles,JuanCarlosMarquez,,,"0,02093",Drame,,,,,,,Mexique,17.0,4.0,2019.0,2.0,3.7,102.0,887.0,86422.0,,,,,
8528,260812,DeathontheNile,KennethBranagh,GalGadot,EmmaMackey,ArmieHammer,KennethBranagh,,,MichaelGreen,AgathaChristie,,,"0,02489",Policier, Thriller,,,,,,U.S.A.,9.0,2.0,2022.0,2.0,3.0,127.0,336133.0,,,,,,
8529,260814,Sublimation,EmilyLombi,JohanCasinie,YannDelpech,,JohanCasinie,EmilyLombi,,JohanCasinie,EmilyLombi,,,"0,02324",Comédie,,,,,,,France,9.0,9.0,2020.0,2.0,3.2,84.0,27.0,,,,,,
8530,260834,LaLegende,FlorianHessique,GeraldineLapalus,PatrickPrejean,OlivierPages,FlorianHessique,,,FlorianHessique,,,,"0,00959",Drame,,,,,,,France,6.0,6.0,2018.0,2.0,2.3,83.0,2786.0,,,,,,
8531,260836,Convoiexceptionnel,GerardDepardieu,ChristianClavier,FaridaRahouadj,AlexLutz,BertrandBlier,,,BertrandBlier,,,,"0,01664",Comédie,,,,,,,France,13.0,3.0,2019.0,2.0,2.6,82.0,81523.0,32400.0,,,,,
8532,260841,Adoration,ThomasGioria,FantineHarduin,BenoitPoelvoorde,LaurentLucas,FabriceDuWelz,,,FabriceDuWelz,VincentTavier,RomainProtat,,"0,02257",Drame, Thriller,,,,,,Belgique,22.0,1.0,2020.0,2.0,3.2,98.0,5473.0,,,,,,
8533,260888,Nulhommen'estuneile,,,,,DominiqueMarchais,,,DominiqueMarchais,,,,"0,01282",Documentaire,,,,,,,France,4.0,4.0,2018.0,2.0,3.9,96.0,6007.0,,,,,,
8534,260889,WomenoftheWeepingRiver,SharifaPearlsiaAli-Dans,LailaPutliP.Ulao,MiriamZimadarCaranay-Raper,,SheronR.Dayoc,,,SheronR.Dayoc,,,,"0,01097",Drame,,,,,,,Philippines,27.0,12.0,2017.0,2.0,3.0,95.0,392.0,,,,,,
8535,260907,Nosviesformidables,JulieMoulier,ZoeHeran,BrunoLochet,FrancoisePinkwasser,FabienneGodet,,,FabienneGodet,JulieMoulier,,,"0,02134",Drame,,,,,,,France,6.0,3.0,2019.0,2.0,3.5,117.0,10985.0,486000.0,,,,,
8536,260938,Traitdevie,,,,,SophieArlot,FabienRabin,,SophieArlot,FabienRabin,,,"0,00617",Documentaire,,,,,,,France,28.0,2.0,2018.0,2.0,3.3,75.0,2502.0,,,,,,
8537,260939,Monsieur,Jeand&#039;Ormesson,,,,LaurentDelahousse,,,LaurentDelahousse,JulieLeMinor,,,"0,02658",Documentaire,,,,,,,France,5.0,12.0,2018.0,2.0,2.9,97.0,5004.0,,,,,,
8538,260950,Unejeunessedoree,IsabelleHuppert,MelvilPoupaud,GalateaBellugi,LukasIonesco,EvaIonesco,,,EvaIonesco,SimoneLiberati,,,"0,02472",Drame,,,,,,,France,16.0,1.0,2019.0,2.0,2.2,112.0,7166.0,4509.0,,,,,
8539,260991,MientrasDurelaGuerra,KarraElejalde,EduardFernandez,SantiPrego,LuisBermejo,AlejandroAmenabar,,,AlejandroAmenabar,AlejandroHernandez,,,"0,02287",Drame,,,,,,,Espagne,19.0,2.0,2020.0,2.0,2.7,107.0,55129.0,,,,,,
8540,260996,TheGreatGreenWall,InnaModja,,,,JaredP.Scott,,,JaredP.Scott,,,,"0,01209",Documentaire,,,,,,,Grande-Bretagne,22.0,6.0,2020.0,0.0,3.0,92.0,344.0,,,,,,
8541,261030,LeDaim,JeanDujardin,AdeleHaenel,AlbertDelpy,PierreGomme,QuentinDupieux,,,QuentinDupieux,,,,"0,02412",Comédie,,,,,,,France,19.0,6.0,2019.0,2.0,3.8,80.0,94460.0,4320000.0,19285.0,2019.0,LeDaim,94460.0,4212000
8542,261040,TerminalSud,RamzyBedia,AmelBrahim-Djelloul,SlimaneDazi,SalimAmeur-Zaimeche,RabahAmeur-Zaimeche,,,RabahAmeur-Zaimeche,,,,"0,01403",Drame, Thriller,,,,,,France,20.0,11.0,2019.0,2.0,3.4,96.0,2434.0,4374000.0,,,,,
8543,261041,Domingo,ItalaNandi,CamilaMorgado,AugustoMadeira,MarthaNowill,FellipeBarbosa,ClaraLinhart,,LucasParaizo,,,,"0,01549",Comédie, Drame,,,,,,Brésil,10.0,10.0,2018.0,2.0,2.9,95.0,3477.0,,,,,,
8544,261069,"Love,Cecil",LeslieCaron,PeterEyre,DavidHockney,IsaacMizrahi,LisaImmordinoVreeland,,,,,,,"0,00979",Documentaire,,,,,,,U.S.A.,10.0,4.0,2019.0,2.0,3.4,98.0,772.0,106057.0,,,,,
8545,261073,Benzinho,KarineTeles,OtavioMuller,AdrianaEsteves,KonstantinosSarris,GustavoPizzi,,,GustavoPizzi,KarineTeles,,,"0,01549",Drame,,,,,,,Brésil,12.0,12.0,2018.0,2.0,3.5,98.0,6588.0,139559.0,,,,,
8546,261082,Blindspotting,DaveedDiggs,RafaelCasal,JaninaGavankar,JasmineCephasJones,CarlosLopezEstrada,,,RafaelCasal,DaveedDiggs,,,"0,04368",Drame,,,,,,,U.S.A.,3.0,10.0,2018.0,2.0,3.7,95.0,11971.0,4333394.0,,,,,
8547,261097,Yakari,,,,,XavierGiacometti,TobyGenkel,,XavierGiacometti,Derib,Job,,"0,02579",Aventure, Animation, Famille,,,,,France,12.0,8.0,2020.0,2.0,3.5,82.0,82379.0,,,,,,
8548,261101,Yalda,SadafAsgari,BehnazJafari,BabakKarimi,FereshtehSadreOrafaee,MassoudBakhshi,,,MassoudBakhshi,,,,"0,02610",Drame, Thriller,,,,,,Iran,7.0,10.0,2020.0,2.0,3.3,89.0,22292.0,,,,,,
8549,261139,Cachecache,NadiavandeVen,TristanDelus,LudovicThievon,Anne-LisePrat,GuillaumeChemouili,,,NadiavandeVen,GuillaumeChemouili,,,"0,02324",Thriller,,,,,,,France,24.0,1.0,2018.0,2.0,2.7,77.0,53.0,,,,,,
8550,261140,L'Amedutigre,FredericSiuen,AudreyBastien,XinWang,BingYin,FrancoisYang,,,FrancoisYang,MarcelBeaulieu,,,"0,00498",Policier, Drame,,,,,,Suisse,21.0,2.0,2018.0,2.0,3.0,91.0,120.0,,,,,,
8551,261146,Kusama:Infinity,YayoiKusama,,,,HeatherLenz,,,HeatherLenz,KeitaIdeno,,,"0,02334",Documentaire,,,,,,,U.S.A.,18.0,9.0,2019.0,2.0,3.3,76.0,2678.0,,,,,,
8552,261169,TheGreenLie,WernerBoote,KathrinHartmann,,,WernerBoote,,,WernerBoote,,,,"0,01209",Documentaire,,,,,,,Autriche,13.0,2.0,2019.0,2.0,3.0,97.0,1878.0,,,,,,
8553,261243,LaLuttedesClasses,LeilaBekhti,EdouardBaer,RamzyBedia,TomLevy,MichelLeclerc,,,MichelLeclerc,BayaKasmi,MichelLeclerc,,"0,02266",Comédie,,,,,,,France,3.0,4.0,2019.0,2.0,3.6,103.0,150948.0,3888000.0,,,,,
8554,261255,Edie,SheilaHancock,KevinGuthrie,AmyManson,PaulBrannigan,SimonHunter,,,ElizabethO&#039;Halloran,,,,"0,01459",Drame,,,,,,,Grande-Bretagne,18.0,9.0,2019.0,2.0,2.2,102.0,1882.0,,,,,,
